year,geo,disagg_type,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2016,MOZ,Total,Medium-income (Low risk),0.67,,,,
2017,MOZ,Total,Medium-income (Low risk),0.7,,,,
2018,MOZ,Total,Medium-income (Low risk),0.73,,,,
2019,MOZ,Total,Medium-income (Low risk),0.75,,,,
2020,MOZ,Total,Medium-income (Low risk),0.77,,,,
2021,MOZ,Total,Medium-income (Low risk),0.49,,,,
2022,MOZ,Total,Medium-income (Low risk),0.96,,,,
2023,MOZ,Total,Medium-income (Low risk),0.89,,,,
2024,MOZ,Total,Medium-income (Low risk),0.34,,,,
2013,MOZ,Total,Rural poor (High risk),12,,,,
2014,MOZ,Total,Rural poor (High risk),12,,,,
2015,MOZ,Total,Rural poor (High risk),13,,,,
2016,MOZ,Total,Rural poor (High risk),13,,,,
2017,MOZ,Total,Rural poor (High risk),13,,,,
2018,MOZ,Total,Rural poor (High risk),13,,,,
2019,MOZ,Total,Rural poor (High risk),14,,,,
2020,MOZ,Total,Rural poor (High risk),14,,,,
2021,MOZ,Total,Rural poor (High risk),14,,,,
2022,MOZ,Total,Rural poor (High risk),15,,,,
2023,MOZ,Total,Rural poor (High risk),15,,,,
2024,MOZ,Total,Rural poor (High risk),0.14,,,,
2013,MOZ,Total,Urban poor (High risk),8,,,,
2014,MOZ,Total,Urban poor (High risk),8.4,,,,
2015,MOZ,Total,Urban poor (High risk),8.8,,,,
2016,MOZ,Total,Urban poor (High risk),9.2,,,,
2017,MOZ,Total,Urban poor (High risk),9.7,,,,
2018,MOZ,Total,Urban poor (High risk),10,,,,
2019,MOZ,Total,Urban poor (High risk),11,,,,
2020,MOZ,Total,Urban poor (High risk),11,,,,
2021,MOZ,Total,Urban poor (High risk),12,,,,
2022,MOZ,Total,Urban poor (High risk),12,,,,
2023,MOZ,Total,Urban poor (High risk),13,,,,
2024,MOZ,Total,Urban poor (High risk),15,,,,
2013,MRT,Total,Lower-middle income (Medium risk),1.9,,,,
2014,MRT,Total,Lower-middle income (Medium risk),2,,,,
2015,MRT,Total,Lower-middle income (Medium risk),2.1,,,,
2016,MRT,Total,Lower-middle income (Medium risk),2.2,,,,
2017,MRT,Total,Lower-middle income (Medium risk),2.2,,,,
2018,MRT,Total,Lower-middle income (Medium risk),2.3,,,,
2019,MRT,Total,Lower-middle income (Medium risk),2.3,,,,
2020,MRT,Total,Lower-middle income (Medium risk),2.4,,,,
2021,MRT,Total,Lower-middle income (Medium risk),2.5,,,,
2022,MRT,Total,Lower-middle income (Medium risk),2.5,,,,
2023,MRT,Total,Lower-middle income (Medium risk),2.6,,,,
2024,MRT,Total,Lower-middle income (Medium risk),0.42,,,,
2013,MRT,Total,Medium-income (Low risk),0.4,,,,
2014,MRT,Total,Medium-income (Low risk),0.39,,,,
2015,MRT,Total,Medium-income (Low risk),0.45,,,,
2016,MRT,Total,Medium-income (Low risk),0.49,,,,
2017,MRT,Total,Medium-income (Low risk),0.49,,,,
2018,MRT,Total,Medium-income (Low risk),0.55,,,,
2019,MRT,Total,Medium-income (Low risk),0.6,,,,
2020,MRT,Total,Medium-income (Low risk),0.66,,,,
2021,MRT,Total,Medium-income (Low risk),0.6,,,,
2022,MRT,Total,Medium-income (Low risk),0.65,,,,
2023,MRT,Total,Medium-income (Low risk),0.72,,,,
2024,MRT,Total,Medium-income (Low risk),5.1,,,,
2013,MRT,Total,Rural poor (High risk),0.2,,,,
2014,MRT,Total,Rural poor (High risk),0.19,,,,
2015,MRT,Total,Rural poor (High risk),0.16,,,,
2016,MRT,Total,Rural poor (High risk),0.15,,,,
2017,MRT,Total,Rural poor (High risk),0.16,,,,
2018,MRT,Total,Rural poor (High risk),0.14,,,,
2019,MRT,Total,Rural poor (High risk),0.14,,,,
2020,MRT,Total,Rural poor (High risk),0.13,,,,
2021,MRT,Total,Rural poor (High risk),0.14,,,,
2022,MRT,Total,Rural poor (High risk),0.14,,,,
2023,MRT,Total,Rural poor (High risk),0.14,,,,
2024,MRT,Total,Rural poor (High risk),8,,,,
2013,MRT,Total,Urban poor (High risk),1.1,,,,
2014,MRT,Total,Urban poor (High risk),1.1,,,,
2015,MRT,Total,Urban poor (High risk),1.1,,,,
2016,MRT,Total,Urban poor (High risk),1.1,,,,
2017,MRT,Total,Urban poor (High risk),1.1,,,,
2018,MRT,Total,Urban poor (High risk),1.1,,,,
2019,MRT,Total,Urban poor (High risk),1.1,,,,
2020,MRT,Total,Urban poor (High risk),1.2,,,,
2021,MRT,Total,Urban poor (High risk),1.2,,,,
2022,MRT,Total,Urban poor (High risk),1.2,,,,
2023,MRT,Total,Urban poor (High risk),1.2,,,,
2024,MRT,Total,Urban poor (High risk),3.5,,,,
2013,MWI,Total,Lower-middle income (Medium risk),3.4,,,,
2014,MWI,Total,Lower-middle income (Medium risk),3.7,,,,
2015,MWI,Total,Lower-middle income (Medium risk),4.1,,,,
2016,MWI,Total,Lower-middle income (Medium risk),4.2,,,,
2017,MWI,Total,Lower-middle income (Medium risk),4.2,,,,
2018,MWI,Total,Lower-middle income (Medium risk),4.2,,,,
2019,MWI,Total,Lower-middle income (Medium risk),4.1,,,,
2020,MWI,Total,Lower-middle income (Medium risk),4.1,,,,
2021,MWI,Total,Lower-middle income (Medium risk),4.3,,,,
2022,MWI,Total,Lower-middle income (Medium risk),4.2,,,,
2023,MWI,Total,Lower-middle income (Medium risk),4.5,,,,
2024,MWI,Total,Lower-middle income (Medium risk),4.5,,,,
2013,MWI,Total,Medium-income (Low risk),0.2,,,,
2014,MWI,Total,Medium-income (Low risk),0.2,,,,
2015,MWI,Total,Medium-income (Low risk),0.21,,,,
2016,MWI,Total,Medium-income (Low risk),0.21,,,,
2017,MWI,Total,Medium-income (Low risk),0.2,,,,
2018,MWI,Total,Medium-income (Low risk),0.19,,,,
2019,MWI,Total,Medium-income (Low risk),0.17,,,,
2020,MWI,Total,Medium-income (Low risk),0.16,,,,
2021,MWI,Total,Medium-income (Low risk),0,,,,
2022,MWI,Total,Medium-income (Low risk),0.22,,,,
2023,MWI,Total,Medium-income (Low risk),0.15,,,,
2024,MWI,Total,Medium-income (Low risk),0.53,,,,
2013,MWI,Total,Rural poor (High risk),9.4,,,,
2014,MWI,Total,Rural poor (High risk),9.5,,,,
2015,MWI,Total,Rural poor (High risk),9.4,,,,
2016,MWI,Total,Rural poor (High risk),9.7,,,,
2017,MWI,Total,Rural poor (High risk),10,,,,
2018,MWI,Total,Rural poor (High risk),10,,,,
2019,MWI,Total,Rural poor (High risk),11,,,,
2020,MWI,Total,Rural poor (High risk),11,,,,
2021,MWI,Total,Rural poor (High risk),12,,,,
2022,MWI,Total,Rural poor (High risk),12,,,,
2023,MWI,Total,Rural poor (High risk),12,,,,
2024,MWI,Total,Rural poor (High risk),0.15,,,,
2013,MWI,Total,Urban poor (High risk),2.5,,,,
2014,MWI,Total,Urban poor (High risk),2.6,,,,
2015,MWI,Total,Urban poor (High risk),2.7,,,,
2016,MWI,Total,Urban poor (High risk),2.8,,,,
2017,MWI,Total,Urban poor (High risk),2.9,,,,
2018,MWI,Total,Urban poor (High risk),3,,,,
2019,MWI,Total,Urban poor (High risk),3.1,,,,
2020,MWI,Total,Urban poor (High risk),3.2,,,,
2021,MWI,Total,Urban poor (High risk),3.4,,,,
2022,MWI,Total,Urban poor (High risk),3.5,,,,
2023,MWI,Total,Urban poor (High risk),3.7,,,,
2024,MWI,Total,Urban poor (High risk),0,,,,
2013,NAM,Total,Lower-middle income (Medium risk),0.86,,,,
2014,NAM,Total,Lower-middle income (Medium risk),0.85,,,,
2015,NAM,Total,Lower-middle income (Medium risk),0.84,,,,
2016,NAM,Total,Lower-middle income (Medium risk),0.81,,,,
2017,NAM,Total,Lower-middle income (Medium risk),0.79,,,,
2018,NAM,Total,Lower-middle income (Medium risk),0.82,,,,
2019,NAM,Total,Lower-middle income (Medium risk),0.83,,,,
2020,NAM,Total,Lower-middle income (Medium risk),0.84,,,,
2021,NAM,Total,Lower-middle income (Medium risk),0.9,,,,
2022,NAM,Total,Lower-middle income (Medium risk),0.9,,,,
2023,NAM,Total,Lower-middle income (Medium risk),0.93,,,,
2024,NAM,Total,Lower-middle income (Medium risk),0.41,,,,
2013,NAM,Total,Medium-income (Low risk),0.28,,,,
2014,NAM,Total,Medium-income (Low risk),0.31,,,,
2015,NAM,Total,Medium-income (Low risk),0.35,,,,
2016,NAM,Total,Medium-income (Low risk),0.38,,,,
2017,NAM,Total,Medium-income (Low risk),0.38,,,,
2018,NAM,Total,Medium-income (Low risk),0.38,,,,
2019,NAM,Total,Medium-income (Low risk),0.39,,,,
2020,NAM,Total,Medium-income (Low risk),0.38,,,,
2021,NAM,Total,Medium-income (Low risk),0.32,,,,
2022,NAM,Total,Medium-income (Low risk),0.32,,,,
2023,NAM,Total,Medium-income (Low risk),0.3,,,,
2024,NAM,Total,Medium-income (Low risk),1.1,,,,
2013,NAM,Total,Rural poor (High risk),0.29,,,,
2014,NAM,Total,Rural poor (High risk),0.26,,,,
2015,NAM,Total,Rural poor (High risk),0.23,,,,
2016,NAM,Total,Rural poor (High risk),0.23,,,,
2017,NAM,Total,Rural poor (High risk),0.24,,,,
2018,NAM,Total,Rural poor (High risk),0.25,,,,
2019,NAM,Total,Rural poor (High risk),0.25,,,,
2020,NAM,Total,Rural poor (High risk),0.26,,,,
2021,NAM,Total,Rural poor (High risk),0.27,,,,
2022,NAM,Total,Rural poor (High risk),0.27,,,,
2023,NAM,Total,Rural poor (High risk),0.27,,,,
2024,NAM,Total,Rural poor (High risk),7.9,,,,
2013,NAM,Total,Urban poor (High risk),0.52,,,,
2014,NAM,Total,Urban poor (High risk),0.53,,,,
2015,NAM,Total,Urban poor (High risk),0.53,,,,
2016,NAM,Total,Urban poor (High risk),0.55,,,,
2017,NAM,Total,Urban poor (High risk),0.59,,,,
2018,NAM,Total,Urban poor (High risk),0.6,,,,
2019,NAM,Total,Urban poor (High risk),0.63,,,,
2020,NAM,Total,Urban poor (High risk),0.66,,,,
2021,NAM,Total,Urban poor (High risk),0.69,,,,
2022,NAM,Total,Urban poor (High risk),0.71,,,,
2023,NAM,Total,Urban poor (High risk),0.74,,,,
2024,NAM,Total,Urban poor (High risk),1.9,,,,
2013,NER,Total,Lower-middle income (Medium risk),6,,,,
2014,NER,Total,Lower-middle income (Medium risk),6.4,,,,
2015,NER,Total,Lower-middle income (Medium risk),6.9,,,,
2016,NER,Total,Lower-middle income (Medium risk),7.1,,,,
2017,NER,Total,Lower-middle income (Medium risk),7.3,,,,
2018,NER,Total,Lower-middle income (Medium risk),7.6,,,,
2019,NER,Total,Lower-middle income (Medium risk),8.1,,,,
2020,NER,Total,Lower-middle income (Medium risk),8.7,,,,
2021,NER,Total,Lower-middle income (Medium risk),9,,,,
2022,NER,Total,Lower-middle income (Medium risk),9,,,,
2023,NER,Total,Lower-middle income (Medium risk),9.6,,,,
2024,NER,Total,Lower-middle income (Medium risk),1.8,,,,
2013,NER,Total,Medium-income (Low risk),0.16,,,,
2014,NER,Total,Medium-income (Low risk),0.16,,,,
2015,NER,Total,Medium-income (Low risk),0.17,,,,
2016,NER,Total,Medium-income (Low risk),0.21,,,,
2017,NER,Total,Medium-income (Low risk),0.27,,,,
2018,NER,Total,Medium-income (Low risk),0.31,,,,
2019,NER,Total,Medium-income (Low risk),0.4,,,,
2020,NER,Total,Medium-income (Low risk),0.45,,,,
2021,NER,Total,Medium-income (Low risk),0.45,,,,
2022,NER,Total,Medium-income (Low risk),1,,,,
2023,NER,Total,Medium-income (Low risk),1.1,,,,
2024,NER,Total,Medium-income (Low risk),0.073,,,,
2013,NER,Total,Rural poor (High risk),8.8,,,,
2014,NER,Total,Rural poor (High risk),9,,,,
2015,NER,Total,Rural poor (High risk),9.1,,,,
2016,NER,Total,Rural poor (High risk),9.6,,,,
2017,NER,Total,Rural poor (High risk),9.9,,,,
2018,NER,Total,Rural poor (High risk),10,,,,
2019,NER,Total,Rural poor (High risk),10,,,,
2020,NER,Total,Rural poor (High risk),10,,,,
2021,NER,Total,Rural poor (High risk),11,,,,
2022,NER,Total,Rural poor (High risk),11,,,,
2023,NER,Total,Rural poor (High risk),11,,,,
2024,NER,Total,Rural poor (High risk),4.3,,,,
2013,NER,Total,Urban poor (High risk),2.9,,,,
2014,NER,Total,Urban poor (High risk),3,,,,
2015,NER,Total,Urban poor (High risk),3.1,,,,
2016,NER,Total,Urban poor (High risk),3.3,,,,
2017,NER,Total,Urban poor (High risk),3.4,,,,
2018,NER,Total,Urban poor (High risk),3.6,,,,
2019,NER,Total,Urban poor (High risk),3.7,,,,
2020,NER,Total,Urban poor (High risk),3.9,,,,
2021,NER,Total,Urban poor (High risk),4,,,,
2022,NER,Total,Urban poor (High risk),4.2,,,,
2023,NER,Total,Urban poor (High risk),4.4,,,,
2024,NER,Total,Urban poor (High risk),3.8,,,,
2013,NGA,Total,Lower-middle income (Medium risk),67,,,,
2014,NGA,Total,Lower-middle income (Medium risk),71,,,,
2015,NGA,Total,Lower-middle income (Medium risk),75,,,,
2016,NGA,Total,Lower-middle income (Medium risk),76,,,,
2017,NGA,Total,Lower-middle income (Medium risk),78,,,,
2018,NGA,Total,Lower-middle income (Medium risk),81,,,,
2019,NGA,Total,Lower-middle income (Medium risk),83,,,,
2020,NGA,Total,Lower-middle income (Medium risk),87,,,,
2021,NGA,Total,Lower-middle income (Medium risk),91,,,,
2022,NGA,Total,Lower-middle income (Medium risk),93,,,,
2023,NGA,Total,Lower-middle income (Medium risk),98,,,,
2024,NGA,Total,Lower-middle income (Medium risk),2.2,,,,
2013,NGA,Total,Medium-income (Low risk),4.6,,,,
2014,NGA,Total,Medium-income (Low risk),5.2,,,,
2015,NGA,Total,Medium-income (Low risk),6.1,,,,
2016,NGA,Total,Medium-income (Low risk),6.3,,,,
2017,NGA,Total,Medium-income (Low risk),5.9,,,,
2018,NGA,Total,Medium-income (Low risk),5.8,,,,
2019,NGA,Total,Medium-income (Low risk),5.7,,,,
2020,NGA,Total,Medium-income (Low risk),5.7,,,,
2021,NGA,Total,Medium-income (Low risk),3,,,,
2022,NGA,Total,Medium-income (Low risk),5.3,,,,
2023,NGA,Total,Medium-income (Low risk),4.9,,,,
2024,NGA,Total,Medium-income (Low risk),0.18,,,,
2013,NGA,Total,Rural poor (High risk),38,,,,
2014,NGA,Total,Rural poor (High risk),37,,,,
2015,NGA,Total,Rural poor (High risk),36,,,,
2016,NGA,Total,Rural poor (High risk),37,,,,
2017,NGA,Total,Rural poor (High risk),39,,,,
2018,NGA,Total,Rural poor (High risk),39,,,,
2019,NGA,Total,Rural poor (High risk),39,,,,
2020,NGA,Total,Rural poor (High risk),39,,,,
2021,NGA,Total,Rural poor (High risk),40,,,,
2022,NGA,Total,Rural poor (High risk),40,,,,
2023,NGA,Total,Rural poor (High risk),40,,,,
2024,NGA,Total,Rural poor (High risk),28,,,,
2013,NGA,Total,Urban poor (High risk),60,,,,
2014,NGA,Total,Urban poor (High risk),61,,,,
2015,NGA,Total,Urban poor (High risk),62,,,,
2016,NGA,Total,Urban poor (High risk),64,,,,
2017,NGA,Total,Urban poor (High risk),66,,,,
2018,NGA,Total,Urban poor (High risk),68,,,,
2019,NGA,Total,Urban poor (High risk),71,,,,
2020,NGA,Total,Urban poor (High risk),72,,,,
2021,NGA,Total,Urban poor (High risk),74,,,,
2022,NGA,Total,Urban poor (High risk),74,,,,
2023,NGA,Total,Urban poor (High risk),75,,,,
2024,NGA,Total,Urban poor (High risk),7.1,,,,
2013,NPL,Total,Lower-middle income (Medium risk),20,,,,
2014,NPL,Total,Lower-middle income (Medium risk),21,,,,
2015,NPL,Total,Lower-middle income (Medium risk),21,,,,
2016,NPL,Total,Lower-middle income (Medium risk),21,,,,
2017,NPL,Total,Lower-middle income (Medium risk),21,,,,
2018,NPL,Total,Lower-middle income (Medium risk),21,,,,
2019,NPL,Total,Lower-middle income (Medium risk),21,,,,
2020,NPL,Total,Lower-middle income (Medium risk),21,,,,
2021,NPL,Total,Lower-middle income (Medium risk),26,,,,
2022,NPL,Total,Lower-middle income (Medium risk),22,,,,
2023,NPL,Total,Lower-middle income (Medium risk),22,,,,
2024,NPL,Total,Lower-middle income (Medium risk),0.068,,,,
2013,NPL,Total,Medium-income (Low risk),2,,,,
2014,NPL,Total,Medium-income (Low risk),2.2,,,,
2015,NPL,Total,Medium-income (Low risk),2.3,,,,
2016,NPL,Total,Medium-income (Low risk),2.5,,,,
2017,NPL,Total,Medium-income (Low risk),2.6,,,,
2018,NPL,Total,Medium-income (Low risk),2.8,,,,
2019,NPL,Total,Medium-income (Low risk),3.2,,,,
2020,NPL,Total,Medium-income (Low risk),3.6,,,,
2021,NPL,Total,Medium-income (Low risk),4.4,,,,
2022,NPL,Total,Medium-income (Low risk),3.7,,,,
2023,NPL,Total,Medium-income (Low risk),3.7,,,,
2024,NPL,Total,Medium-income (Low risk),0.16,,,,
2013,NPL,Total,Rural poor (High risk),1.6,,,,
2014,NPL,Total,Rural poor (High risk),1.5,,,,
2015,NPL,Total,Rural poor (High risk),1.4,,,,
2016,NPL,Total,Rural poor (High risk),1.2,,,,
2017,NPL,Total,Rural poor (High risk),1.2,,,,
2018,NPL,Total,Rural poor (High risk),1.1,,,,
2019,NPL,Total,Rural poor (High risk),0.78,,,,
2020,NPL,Total,Rural poor (High risk),0.68,,,,
2021,NPL,Total,Rural poor (High risk),0.82,,,,
2022,NPL,Total,Rural poor (High risk),0.69,,,,
2023,NPL,Total,Rural poor (High risk),0.69,,,,
2024,NPL,Total,Rural poor (High risk),0.076,,,,
2013,NPL,Total,Urban poor (High risk),1.9,,,,
2014,NPL,Total,Urban poor (High risk),1.9,,,,
2015,NPL,Total,Urban poor (High risk),1.9,,,,
2016,NPL,Total,Urban poor (High risk),1.9,,,,
2017,NPL,Total,Urban poor (High risk),1.9,,,,
2018,NPL,Total,Urban poor (High risk),1.8,,,,
2019,NPL,Total,Urban poor (High risk),1.8,,,,
2020,NPL,Total,Urban poor (High risk),1.9,,,,
2021,NPL,Total,Urban poor (High risk),2.3,,,,
2022,NPL,Total,Urban poor (High risk),1.9,,,,
2023,NPL,Total,Urban poor (High risk),2,,,,
2024,NPL,Total,Urban poor (High risk),1.2,,,,
2013,PAK,Total,Lower-middle income (Medium risk),143,,,,
2014,PAK,Total,Lower-middle income (Medium risk),147,,,,
2015,PAK,Total,Lower-middle income (Medium risk),150,,,,
2016,PAK,Total,Lower-middle income (Medium risk),153,,,,
2017,PAK,Total,Lower-middle income (Medium risk),156,,,,
2018,PAK,Total,Lower-middle income (Medium risk),159,,,,
2019,PAK,Total,Lower-middle income (Medium risk),163,,,,
2020,PAK,Total,Lower-middle income (Medium risk),166,,,,
2021,PAK,Total,Lower-middle income (Medium risk),164,,,,
2022,PAK,Total,Lower-middle income (Medium risk),176,,,,
2023,PAK,Total,Lower-middle income (Medium risk),182,,,,
2024,PAK,Total,Lower-middle income (Medium risk),0.78,,,,
2013,PAK,Total,Medium-income (Low risk),7.2,,,,
2014,PAK,Total,Medium-income (Low risk),7.4,,,,
2015,PAK,Total,Medium-income (Low risk),8.4,,,,
2016,PAK,Total,Medium-income (Low risk),10,,,,
2017,PAK,Total,Medium-income (Low risk),11,,,,
2018,PAK,Total,Medium-income (Low risk),11,,,,
2019,PAK,Total,Medium-income (Low risk),11,,,,
2020,PAK,Total,Medium-income (Low risk),11,,,,
2021,PAK,Total,Medium-income (Low risk),12,,,,
2022,PAK,Total,Medium-income (Low risk),6.5,,,,
2023,PAK,Total,Medium-income (Low risk),6.7,,,,
2024,PAK,Total,Medium-income (Low risk),0.36,,,,
2013,PAK,Total,Rural poor (High risk),13,,,,
2014,PAK,Total,Rural poor (High risk),12,,,,
2015,PAK,Total,Rural poor (High risk),11,,,,
2016,PAK,Total,Rural poor (High risk),9.1,,,,
2017,PAK,Total,Rural poor (High risk),7.6,,,,
2018,PAK,Total,Rural poor (High risk),7.5,,,,
2019,PAK,Total,Rural poor (High risk),7.1,,,,
2020,PAK,Total,Rural poor (High risk),8.1,,,,
2021,PAK,Total,Rural poor (High risk),11,,,,
2022,PAK,Total,Rural poor (High risk),9.1,,,,
2023,PAK,Total,Rural poor (High risk),7.7,,,,
2024,PAK,Total,Rural poor (High risk),120,,,,
2013,PAK,Total,Urban poor (High risk),38,,,,
2014,PAK,Total,Urban poor (High risk),37,,,,
2015,PAK,Total,Urban poor (High risk),37,,,,
2016,PAK,Total,Urban poor (High risk),36,,,,
2017,PAK,Total,Urban poor (High risk),36,,,,
2018,PAK,Total,Urban poor (High risk),36,,,,
2019,PAK,Total,Urban poor (High risk),36,,,,
2020,PAK,Total,Urban poor (High risk),37,,,,
2021,PAK,Total,Urban poor (High risk),38,,,,
2022,PAK,Total,Urban poor (High risk),38,,,,
2023,PAK,Total,Urban poor (High risk),38,,,,
2024,PAK,Total,Urban poor (High risk),1.5,,,,
2013,PER,Total,Lower-middle income (Medium risk),7.9,,,,
2014,PER,Total,Lower-middle income (Medium risk),8.1,,,,
2015,PER,Total,Lower-middle income (Medium risk),8.4,,,,
2016,PER,Total,Lower-middle income (Medium risk),8.5,,,,
2017,PER,Total,Lower-middle income (Medium risk),8.2,,,,
2018,PER,Total,Lower-middle income (Medium risk),8.5,,,,
2019,PER,Total,Lower-middle income (Medium risk),8.4,,,,
2020,PER,Total,Lower-middle income (Medium risk),8.3,,,,
2021,PER,Total,Lower-middle income (Medium risk),12,,,,
2022,PER,Total,Lower-middle income (Medium risk),11,,,,
2023,PER,Total,Lower-middle income (Medium risk),11,,,,
2024,PER,Total,Lower-middle income (Medium risk),15,,,,
2013,PER,Total,Medium-income (Low risk),9.3,,,,
2014,PER,Total,Medium-income (Low risk),9.5,,,,
2015,PER,Total,Medium-income (Low risk),9.8,,,,
2016,PER,Total,Medium-income (Low risk),9.7,,,,
2017,PER,Total,Medium-income (Low risk),10,,,,
2018,PER,Total,Medium-income (Low risk),10,,,,
2019,PER,Total,Medium-income (Low risk),11,,,,
2020,PER,Total,Medium-income (Low risk),11,,,,
2021,PER,Total,Medium-income (Low risk),8.8,,,,
2022,PER,Total,Medium-income (Low risk),11,,,,
2023,PER,Total,Medium-income (Low risk),11,,,,
2024,PER,Total,Medium-income (Low risk),0.17,,,,
2013,PER,Total,Rural poor (High risk),0.77,,,,
2014,PER,Total,Rural poor (High risk),0.69,,,,
2015,PER,Total,Rural poor (High risk),0.62,,,,
2016,PER,Total,Rural poor (High risk),0.61,,,,
2017,PER,Total,Rural poor (High risk),0.6,,,,
2018,PER,Total,Rural poor (High risk),0.59,,,,
2019,PER,Total,Rural poor (High risk),0.48,,,,
2020,PER,Total,Rural poor (High risk),0.41,,,,
2021,PER,Total,Rural poor (High risk),0.81,,,,
2022,PER,Total,Rural poor (High risk),0.4,,,,
2023,PER,Total,Rural poor (High risk),0.4,,,,
2024,PER,Total,Rural poor (High risk),14,,,,
2013,PER,Total,Urban poor (High risk),7.2,,,,
2014,PER,Total,Urban poor (High risk),7,,,,
2015,PER,Total,Urban poor (High risk),6.8,,,,
2016,PER,Total,Urban poor (High risk),6.9,,,,
2017,PER,Total,Urban poor (High risk),6.9,,,,
2018,PER,Total,Urban poor (High risk),7,,,,
2019,PER,Total,Urban poor (High risk),7,,,,
2020,PER,Total,Urban poor (High risk),7,,,,
2021,PER,Total,Urban poor (High risk),7.8,,,,
2022,PER,Total,Urban poor (High risk),7.2,,,,
2023,PER,Total,Urban poor (High risk),7.3,,,,
2024,PER,Total,Urban poor (High risk),7.6,,,,
2013,PHL,Total,Lower-middle income (Medium risk),56,,,,
2014,PHL,Total,Lower-middle income (Medium risk),58,,,,
2015,PHL,Total,Lower-middle income (Medium risk),61,,,,
2016,PHL,Total,Lower-middle income (Medium risk),63,,,,
2017,PHL,Total,Lower-middle income (Medium risk),65,,,,
2018,PHL,Total,Lower-middle income (Medium risk),67,,,,
2019,PHL,Total,Lower-middle income (Medium risk),70,,,,
2020,PHL,Total,Lower-middle income (Medium risk),71,,,,
2021,PHL,Total,Lower-middle income (Medium risk),72,,,,
2022,PHL,Total,Lower-middle income (Medium risk),74,,,,
2023,PHL,Total,Lower-middle income (Medium risk),75,,,,
2024,PHL,Total,Lower-middle income (Medium risk),0.39,,,,
2013,PHL,Total,Medium-income (Low risk),12,,,,
2014,PHL,Total,Medium-income (Low risk),12,,,,
2015,PHL,Total,Medium-income (Low risk),13,,,,
2016,PHL,Total,Medium-income (Low risk),14,,,,
2017,PHL,Total,Medium-income (Low risk),14,,,,
2018,PHL,Total,Medium-income (Low risk),15,,,,
2019,PHL,Total,Medium-income (Low risk),15,,,,
2020,PHL,Total,Medium-income (Low risk),16,,,,
2021,PHL,Total,Medium-income (Low risk),16,,,,
2022,PHL,Total,Medium-income (Low risk),16,,,,
2023,PHL,Total,Medium-income (Low risk),17,,,,
2024,PHL,Total,Medium-income (Low risk),0.35,,,,
2013,PHL,Total,Rural poor (High risk),8,,,,
2014,PHL,Total,Rural poor (High risk),7.2,,,,
2015,PHL,Total,Rural poor (High risk),6.4,,,,
2016,PHL,Total,Rural poor (High risk),5.6,,,,
2017,PHL,Total,Rural poor (High risk),4.9,,,,
2018,PHL,Total,Rural poor (High risk),4.2,,,,
2019,PHL,Total,Rural poor (High risk),3.6,,,,
2020,PHL,Total,Rural poor (High risk),3.2,,,,
2021,PHL,Total,Rural poor (High risk),3.3,,,,
2022,PHL,Total,Rural poor (High risk),3.3,,,,
2023,PHL,Total,Rural poor (High risk),3.3,,,,
2024,PHL,Total,Rural poor (High risk),61,,,,
2013,PHL,Total,Urban poor (High risk),19,,,,
2014,PHL,Total,Urban poor (High risk),19,,,,
2015,PHL,Total,Urban poor (High risk),18,,,,
2016,PHL,Total,Urban poor (High risk),17,,,,
2017,PHL,Total,Urban poor (High risk),17,,,,
2018,PHL,Total,Urban poor (High risk),17,,,,
2019,PHL,Total,Urban poor (High risk),16,,,,
2020,PHL,Total,Urban poor (High risk),16,,,,
2021,PHL,Total,Urban poor (High risk),16,,,,
2022,PHL,Total,Urban poor (High risk),16,,,,
2023,PHL,Total,Urban poor (High risk),16,,,,
2024,PHL,Total,Urban poor (High risk),1.5,,,,
2013,PNG,Total,Lower-middle income (Medium risk),4.4,,,,
2014,PNG,Total,Lower-middle income (Medium risk),4.6,,,,
2015,PNG,Total,Lower-middle income (Medium risk),5,,,,
2016,PNG,Total,Lower-middle income (Medium risk),5.2,,,,
2017,PNG,Total,Lower-middle income (Medium risk),5.4,,,,
2018,PNG,Total,Lower-middle income (Medium risk),5.6,,,,
2019,PNG,Total,Lower-middle income (Medium risk),5.6,,,,
2020,PNG,Total,Lower-middle income (Medium risk),5.8,,,,
2021,PNG,Total,Lower-middle income (Medium risk),4.9,,,,
2022,PNG,Total,Lower-middle income (Medium risk),5.4,,,,
2023,PNG,Total,Lower-middle income (Medium risk),6.2,,,,
2024,PNG,Total,Lower-middle income (Medium risk),0.47,,,,
2013,PNG,Total,Medium-income (Low risk),0.3,,,,
2014,PNG,Total,Medium-income (Low risk),0.32,,,,
2015,PNG,Total,Medium-income (Low risk),0.4,,,,
2016,PNG,Total,Medium-income (Low risk),0.44,,,,
2017,PNG,Total,Medium-income (Low risk),0.49,,,,
2018,PNG,Total,Medium-income (Low risk),0.51,,,,
2019,PNG,Total,Medium-income (Low risk),0.48,,,,
2020,PNG,Total,Medium-income (Low risk),0.52,,,,
2021,PNG,Total,Medium-income (Low risk),0.58,,,,
2022,PNG,Total,Medium-income (Low risk),0.62,,,,
2023,PNG,Total,Medium-income (Low risk),0.59,,,,
2024,PNG,Total,Medium-income (Low risk),0.53,,,,
2013,PNG,Total,Rural poor (High risk),2.8,,,,
2014,PNG,Total,Rural poor (High risk),2.8,,,,
