year,geo,disagg,value
2018,WLD,Total,0.083
2019,WLD,Total,0.73
2020,WLD,Total,0.69
2021,WLD,Total,0.86
2022,WLD,Total,2.2
2023,WLD,Total,2.4
2024,WLD,Total,3.0
2025,WLD,Total,3.1
2018,WLD,Public,0.0065
2019,WLD,Public,0.035
2020,WLD,Public,0.045
2021,WLD,Public,0.15
2022,WLD,Public,0.25
2023,WLD,Public,0.34
2024,WLD,Public,0.32
2025,WLD,Public,0.34
2018,WLD,For-profit,0.076
2019,WLD,For-profit,0.67
2020,WLD,For-profit,0.63
2021,WLD,For-profit,0.68
2022,WLD,For-profit,1.9
2023,WLD,For-profit,2.0
2024,WLD,For-profit,2.5
2025,WLD,For-profit,2.7
2019,WLD,Non-profit,0.026
2020,WLD,Non-profit,0.021
2021,WLD,Non-profit,0.034
2022,WLD,Non-profit,0.070
2023,WLD,Non-profit,0.10
2024,WLD,Non-profit,0.14
2025,WLD,Non-profit,0.14
