year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
2000,Mexicali,49,,,,
2001,Mexicali,50,,,,
2002,Mexicali,51,,,,
2003,Mexicali,52,,,,
2004,Mexicali,53,,,,
2005,Mexicali,55,,,,
2006,Mexicali,56,,,,
2007,Mexicali,57,,,,
2008,Mexicali,58,,,,
2009,Mexicali,59,,,,
2010,Mexicali,60,,,,
2011,Mexicali,60,,,,
2012,Mexicali,61,,,,
2013,Mexicali,62,,,,
2014,Mexicali,63,,,,
2015,Mexicali,63,,,,
2016,Mexicali,64,,,,
2017,Mexicali,65,,,,
2018,Mexicali,65,,,,
2019,Mexicali,66,,,,
2020,Mexicali,67,,,,
2001,Leicester,545,,,,
2002,Leicester,548,,,,
2003,Leicester,553,,,,
2004,Leicester,559,,,,
2005,Leicester,565,,,,
2006,Leicester,572,,,,
2007,Leicester,578,,,,
2008,Leicester,583,,,,
2009,Leicester,588,,,,
2010,Leicester,594,,,,
2011,Leicester,600,,,,
2012,Leicester,605,,,,
2013,Leicester,610,,,,
2014,Leicester,616,,,,
2015,Leicester,624,,,,
2016,Leicester,632,,,,
2017,Leicester,640,,,,
2018,Leicester,646,,,,
2019,Leicester,649,,,,
2020,Leicester,653,,,,
2000,Cuyahoga,411,,,,
2001,Cuyahoga,410,,,,
2002,Cuyahoga,408,,,,
2003,Cuyahoga,407,,,,
2004,Cuyahoga,406,,,,
2005,Cuyahoga,404,,,,
2006,Cuyahoga,401,,,,
2007,Cuyahoga,400,,,,
2008,Cuyahoga,399,,,,
2009,Cuyahoga,398,,,,
2010,Cuyahoga,397,,,,
2011,Cuyahoga,396,,,,
2012,Cuyahoga,395,,,,
2013,Cuyahoga,395,,,,
2014,Cuyahoga,395,,,,
2015,Cuyahoga,395,,,,
2016,Cuyahoga,394,,,,
2017,Cuyahoga,393,,,,
2018,Cuyahoga,393,,,,
2019,Cuyahoga,392,,,,
2020,Cuyahoga,391,,,,
2006,Grenoble,264,,,,
2007,Grenoble,265,,,,
2008,Grenoble,266,,,,
2009,Grenoble,266,,,,
2010,Grenoble,267,,,,
2011,Grenoble,269,,,,
2012,Grenoble,271,,,,
2013,Grenoble,273,,,,
2014,Grenoble,274,,,,
2015,Grenoble,275,,,,
2016,Grenoble,274,,,,
2017,Grenoble,275,,,,
2018,Grenoble,276,,,,
2000,San Juan del Rio,232,,,,
2001,San Juan del Rio,239,,,,
2002,San Juan del Rio,247,,,,
2003,San Juan del Rio,254,,,,
2004,San Juan del Rio,262,,,,
2005,San Juan del Rio,269,,,,
2006,San Juan del Rio,278,,,,
2007,San Juan del Rio,286,,,,
2008,San Juan del Rio,295,,,,
2009,San Juan del Rio,303,,,,
2010,San Juan del Rio,312,,,,
2011,San Juan del Rio,319,,,,
2012,San Juan del Rio,326,,,,
2013,San Juan del Rio,334,,,,
2014,San Juan del Rio,341,,,,
2015,San Juan del Rio,348,,,,
2016,San Juan del Rio,355,,,,
2017,San Juan del Rio,363,,,,
2018,San Juan del Rio,370,,,,
2019,San Juan del Rio,377,,,,
2020,San Juan del Rio,384,,,,
2000,Koriyama,320,,,,
2001,Koriyama,320,,,,
2002,Koriyama,319,,,,
2003,Koriyama,318,,,,
2004,Koriyama,317,,,,
2005,Koriyama,315,,,,
2006,Koriyama,313,,,,
2007,Koriyama,311,,,,
2008,Koriyama,309,,,,
2009,Koriyama,307,,,,
2010,Koriyama,305,,,,
2011,Koriyama,299,,,,
2012,Koriyama,295,,,,
2013,Koriyama,293,,,,
2014,Koriyama,291,,,,
2015,Koriyama,291,,,,
2016,Koriyama,290,,,,
2017,Koriyama,290,,,,
2018,Koriyama,288,,,,
