year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2000,WLD,Total,19.1,,,,
2001,WLD,Total,19.18,,,,
2002,WLD,Total,19.31,,,,
2003,WLD,Total,19.06,,,,
2004,WLD,Total,18.86,,,,
2005,WLD,Total,18.95,,,,
2006,WLD,Total,18.92,,,,
2007,WLD,Total,18.85,,,,
2008,WLD,Total,18.61,,,,
2009,WLD,Total,18.3,,,,
2010,WLD,Total,18.19,,,,
2011,WLD,Total,18.19,,,,
2012,WLD,Total,17.99,,,,
2013,WLD,Total,17.55,,,,
2014,WLD,Total,17.2,,,,
2015,WLD,Total,16.96,,,,
2016,WLD,Total,16.87,,,,
2017,WLD,Total,16.72,,,,
2018,WLD,Total,16.7,,,,
2019,WLD,Total,16.7,,,,
2030,WLD,,,15.94,,8.35,
2016,AGO,Other/unspecified road users,0,,,,
2016,ATG,Drivers/passengers of motorized 2- or 3-wheelers,0,,,,
2016,ATG,Other/unspecified road users,0,,,,
2016,BRB,Cyclists,0,,,,
2016,BWA,Drivers/passengers of motorized 2- or 3-wheelers,0,,,,
2016,COM,Cyclists,0,,,,
2016,COM,Other/unspecified road users,0,,,,
2016,COK,Cyclists,0,,,,
2016,COK,Other/unspecified road users,0,,,,
2016,COK,Pedestrians,0,,,,
2016,COD,Cyclists,0,,,,
2016,DMA,Drivers/passengers of motorized 2- or 3-wheelers,0,,,,
2016,SWZ,Other/unspecified road users,0,,,,
2016,ETH,Drivers/passengers of 4-wheeled vehicles,0,,,,
2016,FJI,Other/unspecified road users,0,,,,
2016,ISL,Cyclists,0,,,,
2016,JOR,Drivers/passengers of motorized 2- or 3-wheelers,0,,,,
2016,JOR,Cyclists,0,,,,
2016,JOR,Other/unspecified road users,0,,,,
2016,KEN,Other/unspecified road users,0,,,,
2016,KIR,Cyclists,0,,,,
2016,KIR,Other/unspecified road users,0,,,,
2016,LBN,Other/unspecified road users,0,,,,
2016,LBY,Other/unspecified road users,0,,,,
2016,LUX,Other/unspecified road users,0,,,,
2016,MDG,Other/unspecified road users,0,,,,
