year,geo,disagg,value
2010,WLD,Total,6.16
2011,WLD,Total,6.33
2012,WLD,Total,6.59
2013,WLD,Total,6.9
2014,WLD,Total,7.15
2015,WLD,Total,7.5
2016,WLD,Total,7.57
2017,WLD,Total,7.86
2018,WLD,Total,7.96
2019,WLD,Total,8.46
2020,WLD,Total,8.68
2021,WLD,Total,8.9
2022,WLD,Total,9.05
2010,WLD,Gas,3.87
2011,WLD,Gas,3.99
2012,WLD,Gas,4.01
2013,WLD,Gas,4.06
2014,WLD,Gas,4.09
2015,WLD,Gas,4.23
2016,WLD,Gas,4.35
2017,WLD,Gas,4.54
2018,WLD,Gas,4.7
2019,WLD,Gas,4.75
2020,WLD,Gas,4.87
2021,WLD,Gas,4.9
2022,WLD,Gas,4.98
2010,WLD,Coal,1.73
2011,WLD,Coal,1.78
2012,WLD,Coal,1.99
2013,WLD,Coal,2.23
2014,WLD,Coal,2.41
2015,WLD,Coal,2.6
2016,WLD,Coal,2.54
2017,WLD,Coal,2.63
2018,WLD,Coal,2.57
2019,WLD,Coal,2.97
2020,WLD,Coal,3.05
2021,WLD,Coal,3.21
2022,WLD,Coal,3.27
2010,WLD,Electricity,0.41
2011,WLD,Electricity,0.41
2012,WLD,Electricity,0.44
2013,WLD,Electricity,0.48
2014,WLD,Electricity,0.51
2015,WLD,Electricity,0.54
2016,WLD,Electricity,0.54
2017,WLD,Electricity,0.55
2018,WLD,Electricity,0.55
2019,WLD,Electricity,0.6
2020,WLD,Electricity,0.62
2021,WLD,Electricity,0.65
2022,WLD,Electricity,0.66
2010,WLD,Oil,0.13
2011,WLD,Oil,0.13
2012,WLD,Oil,0.13
2013,WLD,Oil,0.13
2014,WLD,Oil,0.12
2015,WLD,Oil,0.11
2016,WLD,Oil,0.11
2017,WLD,Oil,0.11
2018,WLD,Oil,0.11
2019,WLD,Oil,0.1
2020,WLD,Oil,0.1
2021,WLD,Oil,0.1
2022,WLD,Oil,0.09
2010,WLD,Bioenergy,0.02
2011,WLD,Bioenergy,0.02
2012,WLD,Bioenergy,0.02
2014,WLD,Bioenergy,0.02
2015,WLD,Bioenergy,0.02
2016,WLD,Bioenergy,0.03
2017,WLD,Bioenergy,0.03
2018,WLD,Bioenergy,0.03
2019,WLD,Bioenergy,0.04
2020,WLD,Bioenergy,0.04
2021,WLD,Bioenergy,0.04
2022,WLD,Bioenergy,0.05
