year,geo,disagg,value
2020,WLD,Total,33
2022,WLD,Total,49
2025,WLD,Total,54
2020,WLD,LOWIMP,10
2020,WLD,MLOWIMP,14
2020,WLD,MHIGIMP,9
2022,WLD,LOWIMP,10
2022,WLD,MLOWIMP,18
2022,WLD,MHIGIMP,20
2022,WLD,HIGIMP,1
2025,WLD,LOWIMP,11
2025,WLD,MLOWIMP,14
2025,WLD,MHIGIMP,28
2025,WLD,HIGIMP,1
2020,BEL,Total,1
2020,BGR,Total,1
2020,CAN,Total,1
2020,CHN,Total,1
2020,CIV,Total,1
2020,COL,Total,1
2020,CRI,Total,1
2020,CYP,Total,1
2020,CZE,Total,1
2020,DEU,Total,1
2020,DNK,Total,1
2020,DOM,Total,1
2020,FIN,Total,1
2020,FRA,Total,1
2020,HRV,Total,1
2020,IRL,Total,1
2020,ITA,Total,1
2020,JPN,Total,1
2020,KOR,Total,1
2020,LTU,Total,1
2020,LVA,Total,1
2020,NLD,Total,1
2020,NOR,Total,1
2020,NZL,Total,1
2020,PAN,Total,1
2020,PHL,Total,1
2020,POL,Total,1
2020,PRT,Total,1
2020,PRY,Total,1
2020,SVN,Total,1
2020,SWE,Total,1
2020,URY,Total,1
2020,USA,Total,1
2022,MAR,Total,1
2022,ARG,Total,1
2022,AUT,Total,1
2022,BEL,Total,1
2022,BGR,Total,1
2022,CAN,Total,1
2022,CHE,Total,1
2022,CHL,Total,1
2022,CHN,Total,1
2022,COL,Total,1
2022,CRI,Total,1
2022,CYP,Total,1
2022,CZE,Total,1
2022,DEU,Total,1
2022,ESP,Total,1
2022,EST,Total,1
2022,FIN,Total,1
2022,FRA,Total,1
2022,GBR,Total,1
2022,GRC,Total,1
2022,HRV,Total,1
2022,IRL,Total,1
2022,ISR,Total,1
2022,ITA,Total,1
2022,JPN,Total,1
2022,KEN,Total,1
2022,KOR,Total,1
2022,LTU,Total,1
2022,LVA,Total,1
2022,MLT,Total,1
2022,MYS,Total,1
2022,NLD,Total,1
2022,NOR,Total,1
2022,NZL,Total,1
2022,PAN,Total,1
2022,PER,Total,1
2022,PHL,Total,1
2022,POL,Total,1
2022,PRT,Total,1
2022,PRY,Total,1
2022,SGP,Total,1
2022,SLV,Total,1
2022,SRB,Total,1
2022,SVN,Total,1
2022,TTO,Total,1
2022,TUN,Total,1
2022,UGA,Total,1
2022,URY,Total,1
2022,USA,Total,1
2025,MAR,Total,1
2025,AUS,Total,1
2025,AUT,Total,1
2025,BEL,Total,1
2025,BGD,Total,1
2025,BGR,Total,1
2025,BOL,Total,1
2025,BRA,Total,1
2025,CAN,Total,1
2025,CHE,Total,1
2025,CHL,Total,1
2025,CHN,Total,1
2025,COL,Total,1
2025,CYP,Total,1
2025,DEU,Total,1
2025,DNK,Total,1
2025,DOM,Total,1
2025,ECU,Total,1
2025,ESP,Total,1
2025,EST,Total,1
2025,FRA,Total,1
2025,GEO,Total,1
2025,GUY,Total,1
2025,HRV,Total,1
2025,IDN,Total,1
2025,IRL,Total,1
2025,ISR,Total,1
2025,ITA,Total,1
2025,JPN,Total,1
2025,KAZ,Total,1
2025,KEN,Total,1
2025,LTU,Total,1
2025,LVA,Total,1
2025,MDA,Total,1
2025,MLT,Total,1
2025,MUS,Total,1
2025,NAM,Total,1
2025,NLD,Total,1
2025,NOR,Total,1
2025,PHL,Total,1
2025,POL,Total,1
2025,PRT,Total,1
2025,PRY,Total,1
2025,RUS,Total,1
2025,SEN,Total,1
2025,SGP,Total,1
2025,SRB,Total,1
2025,SVK,Total,1
2025,SVN,Total,1
2025,SWE,Total,1
2025,TTO,Total,1
2025,UGA,Total,1
2025,URY,Total,1
2025,ZAF,Total,1
2020,CAN,LOWIMP,1
2020,CIV,LOWIMP,1
2020,CYP,LOWIMP,1
2020,CZE,LOWIMP,1
2020,FIN,LOWIMP,1
2020,IRL,LOWIMP,1
2020,NZL,LOWIMP,1
2020,PAN,LOWIMP,1
2020,PRY,LOWIMP,1
2020,URY,LOWIMP,1
2022,MAR,LOWIMP,1
2022,CZE,LOWIMP,1
2022,ESP,LOWIMP,1
2022,KEN,LOWIMP,1
2022,PAN,LOWIMP,1
2022,SGP,LOWIMP,1
2022,SLV,LOWIMP,1
2022,TTO,LOWIMP,1
2022,TUN,LOWIMP,1
