year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2015,ALB,Total,10.9,,,,
2015,AND,Total,100,,,,
2015,AZE,Total,49.6,,,,
2015,BHR,Total,98.7,,,,
2015,BGD,Total,6.4,,,,
2015,ARM,Total,7.5,,,,
2015,BEL,Total,100,,,,
2015,BIH,Total,54.4,,,,
2015,BRA,Total,9.4,,,,
2015,BGR,Total,100,,,,
2015,BLR,Total,65.8,,,,
2015,COL,Total,8,,,,
2015,CRI,Total,83.3,,,,
2015,HRV,Total,63.6,,,,
2015,CZE,Total,85.7,,,,
2015,ECU,Total,100,,,,
2015,HUN,Total,100,,,,
2015,IRN,Total,35.2,,,,
2015,IRQ,Total,71.8,,,,
2015,KAZ,Total,11.3,,,,
2015,JOR,Total,89.3,,,,
2015,LVA,Total,64.8,,,,
2015,LTU,Total,59.3,,,,
2015,MEX,Total,45,,,,
2015,MCO,Total,100,,,,
2015,MNG,Total,100,,,,
2015,MDA,Total,16.6,,,,
2015,MAR,Total,40.1,,,,
2015,PAN,Total,53.4,,,,
2015,PER,Total,76.1,,,,
2015,POL,Total,36.2,,,,
2015,ROU,Total,62.5,,,,
2015,BHR,Industrial,79.3,,,,
2015,BEL,Industrial,100,,,,
2015,BIH,Industrial,100,,,,
2015,BGR,Industrial,53.8,,,,
2015,HRV,Industrial,24.7,,,,
2015,CZE,Industrial,35.8,,,,
2015,HKG,Industrial,47.2,,,,
2015,KAZ,Industrial,0.3,,,,
2015,LVA,Industrial,50.4,,,,
2015,LTU,Industrial,23.6,,,,
2015,MEX,Industrial,33.3,,,,
2015,POL,Industrial,71.1,,,,
2015,ROU,Industrial,30.8,,,,
2015,SAU,Industrial,60,,,,
2015,SEN,Industrial,63.9,,,,
2015,SVK,Industrial,100,,,,
2015,ZWE,Total,61.2,,,,
2015,ESP,Total,100,,,,
2015,THA,Total,8.5,,,,
2015,TUR,Total,81.2,,,,
2015,EGY,Total,32.1,,,,
2015,TZA,Total,22.7,,,,
2015,SVK,Total,100,,,,
2020,WLD,Domestic,55.5,,,,
2020,ALB,Domestic,13.4,,,,
2020,DZA,Domestic,76.2,,,,
2020,ASM,Domestic,69,,,,
2020,AND,Domestic,100,,,,
2020,AZE,Domestic,57.4,,,,
2020,ARG,Domestic,36.5,,,,
2020,AUS,Domestic,76.2,,,,
2020,AUT,Domestic,98.6,,,,
2020,BHR,Domestic,95.6,,,,
2020,BGD,Domestic,16,,,,
2020,ARM,Domestic,40.1,,,,
2020,BEL,Domestic,91.8,,,,
2020,BMU,Domestic,1.5,,,,
2020,BTN,Domestic,41,,,,
2020,BOL,Domestic,58.3,,,,
2020,BIH,Domestic,46.8,,,,
2020,BRA,Domestic,33,,,,
2020,BGR,Domestic,79.2,,,,
2020,BLR,Domestic,56.5,,,,
2020,CAN,Domestic,77.1,,,,
2020,CAF,Domestic,0.6,,,,
2020,TCD,Domestic,2.3,,,,
2020,CHL,Domestic,90.5,,,,
2020,CHN,Domestic,64.8,,,,
2020,COL,Domestic,21.3,,,,
2020,COD,Domestic,12.3,,,,
2020,CRI,Domestic,23.3,,,,
2020,HRV,Domestic,60.3,,,,
2020,CUB,Domestic,24.2,,,,
2020,CYP,Domestic,67.2,,,,
2020,CZE,Domestic,90.1,,,,
2020,DNK,Domestic,95.9,,,,
2020,ECU,Domestic,31.1,,,,
2020,SLV,Domestic,12.9,,,,
2020,EST,Domestic,91.1,,,,
2020,FIN,Domestic,92.3,,,,
2020,FRA,Domestic,92.5,,,,
2020,GUF,Domestic,70.2,,,,
2020,DJI,Domestic,10.9,,,,
2020,GEO,Domestic,46,,,,
2020,GMB,Domestic,11.1,,,,
2020,PSE,Domestic,48.4,,,,
2020,PSE,Domestic,48.4,,,,
2020,DEU,Domestic,99.3,,,,
2020,GHA,Domestic,12.1,,,,
2020,GIB,Domestic,100,,,,
2020,KIR,Domestic,30.8,,,,
2020,GRC,Domestic,92.7,,,,
2020,GRL,Domestic,97.2,,,,
2020,HKG,Domestic,85.7,,,,
2020,HUN,Domestic,89.6,,,,
2020,ISL,Domestic,73.5,,,,
2020,IND,Domestic,26.6,,,,
2020,IRN,Domestic,22.1,,,,
2020,IRQ,Domestic,37.1,,,,
2020,IRL,Domestic,83.4,,,,
2020,ISR,Domestic,93.1,,,,
2020,ITA,Domestic,94.7,,,,
2020,JPN,Domestic,97.8,,,,
2020,KAZ,Domestic,35.7,,,,
2020,JOR,Domestic,82,,,,
2020,KOR,Domestic,99.5,,,,
2020,KWT,Domestic,84.7,,,,
2020,KGZ,Domestic,18.9,,,,
2020,LAO,Domestic,10.1,,,,
2020,LVA,Domestic,93.1,,,,
2020,LBY,Domestic,16.6,,,,
2020,LIE,Domestic,98.1,,,,
2020,LTU,Domestic,93.4,,,,
2020,LUX,Domestic,96.3,,,,
2020,MAC,Domestic,69.5,,,,
2020,MDG,Domestic,9.3,,,,
2020,MWI,Domestic,6.5,,,,
2020,MYS,Domestic,87.8,,,,
2020,MLT,Domestic,15.4,,,,
2020,MUS,Domestic,13.3,,,,
2020,MEX,Domestic,60.1,,,,
2020,MCO,Domestic,96.8,,,,
2020,MNG,Domestic,10.4,,,,
2020,MDA,Domestic,38.5,,,,
2020,MNE,Domestic,45.1,,,,
2020,MAR,Domestic,36.1,,,,
2020,NPL,Domestic,37.2,,,,
2020,NLD,Domestic,99.8,,,,
2020,NZL,Domestic,85.1,,,,
2020,NER,Domestic,4,,,,
2020,NGA,Domestic,48.3,,,,
2020,NOR,Domestic,75.7,,,,
2020,PHL,Domestic,42.9,,,,
2020,POL,Domestic,81.9,,,,
2020,PRT,Domestic,73.6,,,,
2020,GNB,Domestic,21.4,,,,
2020,PRI,Domestic,32.5,,,,
2020,QAT,Domestic,99.5,,,,
2020,REU,Domestic,74.2,,,,
2020,ROU,Domestic,48.3,,,,
2020,RUS,Domestic,12.9,,,,
2020,WLD,"Household, Sewers",77.6,,,,
2020,ALB,"Household, Sewers",14.9,,,,
2020,DZA,"Household, Sewers",77.4,,,,
2020,ASM,"Household, Sewers",100,,,,
2020,AND,"Household, Sewers",100,,,,
2020,AZE,"Household, Sewers",87.5,,,,
2020,ARG,"Household, Sewers",45.7,,,,
2020,AUS,"Household, Sewers",79.5,,,,
2020,AUT,"Household, Sewers",100,,,,
2020,BHR,"Household, Sewers",100,,,,
2020,BGD,"Household, Sewers",50,,,,
2020,ARM,"Household, Sewers",54.7,,,,
2020,BEL,"Household, Sewers",97,,,,
2020,BMU,"Household, Sewers",30,,,,
2020,BTN,"Household, Sewers",50,,,,
2020,BOL,"Household, Sewers",89.9,,,,
2020,BIH,"Household, Sewers",48.1,,,,
2020,BRA,"Household, Sewers",40.4,,,,
2020,BGR,"Household, Sewers",83.8,,,,
2020,BLR,"Household, Sewers",67.7,,,,
2020,CAN,"Household, Sewers",81.5,,,,
2020,CAF,"Household, Sewers",50,,,,
2020,TCD,"Household, Sewers",50,,,,
