year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
2010,WLD,0.11,,,,
2011,WLD,0.062,,,,
2012,WLD,0.15,,,,
2013,WLD,0.33,,,,
2014,WLD,0.93,,,,
2015,WLD,6.2,,,,
2016,WLD,5.7,,,,
2017,WLD,5.3,,,,
2018,WLD,5.8,,,,
2019,WLD,4.7,,,,
2020,WLD,4.6,,,,
2021,WLD,3.4,,,,
2022,WLD,3.8,,,,
2023,WLD,,3.27,,5.89,
2024,WLD,,2.74,,9.01,
2025,WLD,,2.21,,13.55,
2026,WLD,,1.68,,19.88,
2027,WLD,,1.15,,28.21,
2028,WLD,,,,38.35,
2029,WLD,,,,49.62,
2030,WLD,,,,60.93,
2031,WLD,,,,69,
2032,WLD,,,,76,
2033,WLD,,,,82,
2034,WLD,,,,86,
2035,WLD,,,,89,
2036,WLD,,,,91.5,
2037,WLD,,,,93.5,
2038,WLD,,,,94.8,
2039,WLD,,,,96.2,
2040,WLD,,,,97,
2041,WLD,,,,97.7,
2042,WLD,,,,98.3,
2043,WLD,,,,98.7,
2044,WLD,,,,98.98,
2045,WLD,,,,99.36,
2046,WLD,,,,99.59,
2047,WLD,,,,99.74,
2048,WLD,,,,99.98,
2049,WLD,,,,99.99,
2050,WLD,,,,99.99,
