year,geo,disagg,value
2020,WLD,Total,66.53
2020,WLD,Sewers,90.02
2020,WLD,Septik tanks,50.61
2020,ALB,Total,30.3
2020,ALB,Sewers,35.5
2020,ALB,Septik tanks,50
2020,AND,Total,100
2020,AND,Sewers,100
2020,ARE,Total,98.2
2020,ARE,Sewers,100
2020,ARG,Total,62.2
2020,ARG,Sewers,84.6
2020,ARG,Septik tanks,50
2020,ARM,Total,72.8
2020,ARM,Sewers,100
2020,ARM,Septik tanks,50
2020,ASM,Total,69
2020,ASM,Sewers,100
2020,ASM,Septik tanks,50
2020,AUS,Total,95.2
2020,AUS,Sewers,100
2020,AUS,Septik tanks,50
2020,AUT,Total,98.6
2020,AUT,Sewers,100
2020,AUT,Septik tanks,94.8
2020,AZE,Total,62.5
2020,AZE,Sewers,95.5
2020,AZE,Septik tanks,50
2020,BEL,Total,91.8
2020,BEL,Sewers,97
2020,BEL,Septik tanks,50
2020,BGD,Total,21.8
2020,BGD,Sewers,100
2020,BGD,Septik tanks,45.8
2020,BGR,Total,79.2
2020,BGR,Sewers,83.9
2020,BGR,Septik tanks,50
2020,BHR,Total,95.6
2020,BHR,Sewers,100
2020,BHR,Septik tanks,50
2020,BIH,Total,47.2
2020,BIH,Sewers,48.7
2020,BIH,Septik tanks,50
2020,BLR,Total,83
2020,BLR,Sewers,100
2020,BLR,Septik tanks,48.6
2020,BMU,Total,5
2020,BMU,Sewers,100
2020,BOL,Total,64.4
2020,BOL,Sewers,100
2020,BOL,Septik tanks,50
2020,BRA,Total,58.1
2020,BRA,Sewers,74.5
2020,BRA,Septik tanks,50
2020,BTN,Total,52.2
2020,BTN,Sewers,100
2020,BTN,Septik tanks,48.3
2020,CAF,Total,0.9
2020,CAF,Sewers,100
2020,CAF,Septik tanks,50
2020,CAN,Total,89.4
2020,CAN,Sewers,95.6
2020,CAN,Septik tanks,95.6
2020,CHE,Total,99.2
2020,CHE,Sewers,99.7
2020,CHL,Total,93.7
2020,CHL,Sewers,99.9
2020,CHL,Septik tanks,50
2020,CHN,Total,72.4
2020,CHN,Sewers,94.5
2020,CHN,Septik tanks,50
2020,COD,Total,14.7
2020,COD,Sewers,100
2020,COD,Septik tanks,48.6
2020,COL,Total,38.6
2020,COL,Sewers,37.6
2020,COL,Septik tanks,50
2020,CRI,Total,40.2
2020,CRI,Sewers,15.9
2020,CRI,Septik tanks,47.8
2020,CUB,Total,25.5
2020,CUB,Sewers,26.8
2020,CUB,Septik tanks,50
2020,CYP,Total,67.2
2020,CYP,Sewers,100
2020,CYP,Septik tanks,27.5
2020,CZE,Total,90.2
2020,CZE,Sewers,96.8
2020,CZE,Septik tanks,50
2020,DEU,Total,99.3
2020,DEU,Sewers,100
2020,DEU,Septik tanks,95.8
2020,DJI,Total,19.6
2020,DJI,Sewers,100
2020,DJI,Septik tanks,50
2020,DNK,Total,96.1
2020,DNK,Sewers,100
2020,DNK,Septik tanks,50
2020,DZA,Total,76.2
2020,DZA,Sewers,77.4
2020,DZA,Septik tanks,50
2020,ECU,Total,42.5
2020,ECU,Sewers,23.3
2020,ECU,Septik tanks,92.5
2020,EGY,Total,53.3
2020,EGY,Sewers,57.4
2020,EGY,Septik tanks,50
2020,ESP,Total,87.7
2020,ESP,Sewers,91.5
2020,ESP,Septik tanks,50
2020,EST,Total,91.1
2020,EST,Sewers,100
2020,EST,Septik tanks,50
2020,FIN,Total,92.3
2020,FIN,Sewers,100
2020,FIN,Septik tanks,50
2020,FRA,Total,92.5
2020,FRA,Sewers,100
2020,FRA,Septik tanks,58.4
2020,FRO,Total,42.4
2020,FRO,Septik tanks,46.8
2020,GBR,Total,98.8
2020,GBR,Sewers,100
2020,GBR,Septik tanks,50
2020,GEO,Total,46.7
2020,GEO,Sewers,73.9
2020,GEO,Septik tanks,44.1
2020,GHA,Total,23
2020,GHA,Sewers,100
2020,GHA,Septik tanks,44.1
2020,GIB,Total,100
2020,GIB,Sewers,100
2020,GMB,Total,23.5
2020,GMB,Sewers,100
2020,GMB,Septik tanks,49
2020,GNB,Total,24.8
2020,GNB,Sewers,100
2020,GNB,Septik tanks,48.7
2020,GRC,Total,92.7
2020,GRC,Sewers,100
2020,GRC,Septik tanks,50
2020,GRL,Total,97.4
2020,GRL,Sewers,100
2020,GRL,Septik tanks,50
2020,GUF,Total,71.4
2020,GUF,Sewers,100
2020,GUF,Septik tanks,50
2020,HKG,Total,93
2020,HKG,Sewers,100
2020,HKG,Septik tanks,50
2020,HRV,Total,63.2
2020,HRV,Sewers,78.1
2020,HRV,Septik tanks,50
2020,HUN,Total,89.6
2020,HUN,Sewers,97.3
2020,HUN,Septik tanks,50
2020,IND,Total,29.9
2020,IND,Sewers,37.1
2020,IND,Septik tanks,46.2
2020,IRL,Total,85.4
2020,IRL,Sewers,97.5
2020,IRL,Septik tanks,74.3
2020,IRN,Total,24.5
2020,IRN,Sewers,65.8
2020,IRN,Septik tanks,50
2020,IRQ,Total,47.4
2020,IRQ,Sewers,60.3
2020,IRQ,Septik tanks,47.2
2020,ISL,Total,97.1
2020,ISL,Sewers,100
2020,ISL,Septik tanks,50
2020,ISR,Total,97.6
2020,ISR,Sewers,98
2020,ISR,Septik tanks,50
2020,ITA,Total,99.3
2020,ITA,Sewers,100
2020,ITA,Septik tanks,50
2020,JOR,Total,82
2020,JOR,Sewers,100
2020,JOR,Septik tanks,50
2020,JPN,Total,97.8
2020,JPN,Sewers,100
2020,JPN,Septik tanks,94.5
2020,KAZ,Total,41.4
2020,KAZ,Sewers,99.1
2020,KAZ,Septik tanks,50
2020,KGZ,Total,19.9
2020,KGZ,Sewers,95
2020,KGZ,Septik tanks,49.6
2020,KIR,Total,42.6
2020,KIR,Sewers,100
2020,KIR,Septik tanks,47.9
2020,KOR,Total,99.5
2020,KOR,Sewers,100
2020,KWT,Total,100
2020,KWT,Sewers,100
2020,LAO,Total,12.8
2020,LAO,Sewers,100
2020,LAO,Septik tanks,48.5
2020,LBY,Total,16.6
2020,LBY,Sewers,15.7
2020,LBY,Septik tanks,50
2020,LIE,Total,98.1
2020,LIE,Sewers,98.8
2020,LIE,Septik tanks,50
2020,LTU,Total,93.4
2020,LTU,Sewers,100
2020,LUX,Total,97.9
2020,LUX,Sewers,98.6
2020,LUX,Septik tanks,50
2020,LVA,Total,94.5
2020,LVA,Sewers,100
2020,LVA,Septik tanks,98.7
2020,MAC,Total,100
2020,MAC,Sewers,100
2020,MAR,Total,41.3
2020,MAR,Sewers,55
2020,MAR,Septik tanks,50
2020,MCO,Total,100
2020,MCO,Sewers,100
2020,MDA,Total,49.1
2020,MDA,Sewers,100
2020,MDA,Septik tanks,50
2020,MDG,Total,11.6
2020,MDG,Sewers,100
2020,MDG,Septik tanks,48.6
2020,MEX,Total,61.5
2020,MEX,Sewers,64
2020,MEX,Septik tanks,50
2020,MKD,Total,85.9
2020,MKD,Sewers,100
2020,MKD,Septik tanks,45.6
2020,MLT,Total,99.2
2020,MLT,Sewers,100
2020,MLT,Septik tanks,50
2020,MNE,Total,51.6
2020,MNE,Sewers,56.6
2020,MNE,Septik tanks,48.7
2020,MNG,Total,11.1
2020,MNG,Sewers,44
2020,MNG,Septik tanks,47.1
2020,MUS,Total,26.6
2020,MUS,Sewers,100
2020,MUS,Septik tanks,50
2020,MWI,Total,9.8
2020,MWI,Sewers,100
2020,MWI,Septik tanks,48.4
2020,MYS,Total,91.9
2020,MYS,Sewers,100
2020,MYS,Septik tanks,50
2020,NER,Total,10.2
2020,NER,Sewers,100
2020,NER,Septik tanks,50
2020,NGA,Total,66.7
2020,NGA,Sewers,100
2020,NGA,Septik tanks,90
2020,NIC,Total,36.1
2020,NIC,Sewers,100
2020,NIC,Septik tanks,50
2020,NLD,Total,99.8
2020,NLD,Sewers,100
2020,NLD,Septik tanks,50
2020,NOR,Total,95.7
2020,NOR,Sewers,97.7
2020,NOR,Septik tanks,96.7
2020,NPL,Total,42
2020,NPL,Sewers,100
2020,NPL,Septik tanks,48.5
2020,NZL,Total,92.6
2020,NZL,Sewers,100
2020,NZL,Septik tanks,50
2020,PHL,Total,49
2020,PHL,Sewers,100
2020,PHL,Septik tanks,48.2
2020,POL,Total,81.9
2020,POL,Sewers,99.5
2020,POL,Septik tanks,50
2020,PRI,Total,100
2020,PRI,Sewers,100
2020,PRT,Total,79
2020,PRT,Sewers,99.1
2020,PRT,Septik tanks,50
2020,PSE,Total,64.4
2020,PSE,Total,64.4
2020,PSE,Sewers,100
2020,PSE,Sewers,100
2020,PSE,Septik tanks,41.2
2020,PSE,Septik tanks,41.2
2020,QAT,Total,99.5
2020,QAT,Sewers,99.6
2020,QAT,Septik tanks,50
2020,REU,Total,74.2
2020,REU,Sewers,100
2020,REU,Septik tanks,50
2020,ROU,Total,51.8
2020,ROU,Sewers,93.1
2020,ROU,Septik tanks,50
2020,RUS,Total,95.5
2020,RUS,Sewers,100
2020,RUS,Septik tanks,50
2020,SAU,Total,79.8
2020,SAU,Sewers,100
2020,SAU,Septik tanks,50
2020,SEN,Total,26.2
2020,SEN,Sewers,44.4
2020,SEN,Septik tanks,44.9
2020,SGP,Total,100
2020,SGP,Sewers,100
2020,SLE,Total,11.8
2020,SLE,Sewers,100
2020,SLE,Septik tanks,49.7
2020,SLV,Total,12.9
2020,SLV,Sewers,4.5
2020,SLV,Septik tanks,50
2020,SMR,Total,92.5
2020,SMR,Sewers,100
2020,SMR,Septik tanks,50
2020,SRB,Total,29.3
2020,SRB,Sewers,22.4
2020,SRB,Septik tanks,41.8
2020,SUR,Total,45.2
2020,SUR,Sewers,100
2020,SUR,Septik tanks,45.6
2020,SVK,Total,82.2
2020,SVK,Sewers,99.4
2020,SVK,Septik tanks,50
2020,SVN,Total,69.4
2020,SVN,Sewers,94.4
2020,SVN,Septik tanks,4.7
2020,SWE,Total,95.2
2020,SWE,Sewers,100
2020,SWE,Septik tanks,61.5
2020,SWZ,Total,22.3
2020,SWZ,Sewers,100
2020,SWZ,Septik tanks,50
2020,TCD,Total,3.8
2020,TCD,Sewers,100
2020,TCD,Septik tanks,47.7
2020,TGO,Total,30.1
2020,TGO,Sewers,100
2020,TGO,Septik tanks,49
2020,THA,Total,33.4
2020,THA,Sewers,100
2020,THA,Septik tanks,23.7
2020,TON,Total,45.1
2020,TON,Sewers,100
2020,TON,Septik tanks,47.6
2020,TUN,Total,65.7
2020,TUN,Sewers,98.8
2020,TUN,Septik tanks,37.8
2020,TUR,Total,83.5
2020,TUR,Sewers,88.3
2020,TUR,Septik tanks,50
2020,TUV,Total,79.5
2020,TUV,Sewers,100
2020,TUV,Septik tanks,50
2020,UKR,Total,55.4
2020,UKR,Sewers,100
2020,UKR,Septik tanks,50
2020,USA,Total,92.3
2020,USA,Sewers,100
2020,USA,Septik tanks,50
2020,UZB,Total,40.7
2020,UZB,Sewers,100
2020,UZB,Septik tanks,50
2020,WSM,Total,48.3
2020,WSM,Sewers,100
2020,WSM,Septik tanks,49.8
2020,YEM,Total,57.7
2020,YEM,Sewers,76.8
2020,YEM,Septik tanks,50
2020,ZAF,Total,65.9
2020,ZAF,Sewers,84.6
2020,ZAF,Septik tanks,95.2
2020,ZWE,Total,24.9
2020,ZWE,Sewers,84.5
2020,ZWE,Septik tanks,49.7
