year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
2017,WLD,216.7,,,,
2018,WLD,224.3,,,,
2019,WLD,230.4,,,,
2020,WLD,229,,,,
2021,WLD,232.8,,,,
2030,WLD,,266.01,,,
2017,AUT,464.3,,,,
2018,AUT,470.7,,,,
2019,AUT,444.4,,,,
2020,AUT,405.2,,,,
2021,AUT,516.9,,,,
2017,CZE,676.6,,,,
2018,CZE,712.6,,,,
2019,CZE,674.8,,,,
2020,CZE,624.3,,,,
2021,CZE,775.5,,,,
2017,FRA,227.6,,,,
2018,FRA,228.5,,,,
2019,FRA,223.5,,,,
2020,FRA,187.1,,,,
2021,FRA,211,,,,
2017,DEU,496,,,,
2018,DEU,477,,,,
2019,DEU,420.8,,,,
2020,DEU,371.9,,,,
2021,DEU,426.1,,,,
2017,ITA,409.5,,,,
2018,ITA,417.7,,,,
2019,ITA,412.7,,,,
2020,ITA,337.6,,,,
2021,ITA,439.4,,,,
2017,NLD,233.9,,,,
2018,NLD,283.3,,,,
2019,NLD,269.9,,,,
2020,NLD,241.7,,,,
2021,NLD,264.4,,,,
2017,POL,358.4,,,,
2018,POL,392.8,,,,
2019,POL,359.8,,,,
2020,POL,341.1,,,,
2021,POL,399.7,,,,
2017,ROU,213.2,,,,
2018,ROU,234.4,,,,
2019,ROU,234.4,,,,
2020,ROU,214.5,,,,
2021,ROU,220.6,,,,
2017,ESP,284.2,,,,
2018,ESP,296.4,,,,
2019,ESP,283.3,,,,
2020,ESP,249,,,,
2021,ESP,282.2,,,,
2017,SWE,416.6,,,,
2018,SWE,407.5,,,,
2019,SWE,378.6,,,,
2020,SWE,310.3,,,,
2021,SWE,355.8,,,,
2017,TUR,445.3,,,,
2018,TUR,372.3,,,,
2019,TUR,312.6,,,,
2020,TUR,349.6,,,,
2021,TUR,394.9,,,,
2017,GBR,164.9,,,,
2018,GBR,161.2,,,,
2019,GBR,151.8,,,,
2020,GBR,132.1,,,,
2021,GBR,159,,,,
2017,RUS,279.6,,,,
2018,RUS,283.5,,,,
2019,RUS,298.3,,,,
2020,RUS,290,,,,
2021,RUS,305.8,,,,
2017,UKR,102.5,,,,
2018,UKR,105.8,,,,
2019,UKR,105.8,,,,
2020,UKR,105.2,,,,
2021,UKR,110.3,,,,
2017,CAN,382.2,,,,
2018,CAN,380.6,,,,
2019,CAN,347,,,,
2020,CAN,323.1,,,,
2021,CAN,384.5,,,,
2017,MEX,206.8,,,,
2018,MEX,200.5,,,,
2019,MEX,190.7,,,,
2020,MEX,165.9,,,,
2021,MEX,186.6,,,,
2017,USA,300.6,,,,
2018,USA,305,,,,
2019,USA,296.6,,,,
2020,USA,241.8,,,,
2021,USA,290.9,,,,
2017,ARG,112,,,,
2018,ARG,108.8,,,,
2019,ARG,87.5,,,,
2020,ARG,79.5,,,,
2021,ARG,109.7,,,,
2017,BRA,93.9,,,,
2018,BRA,101.2,,,,
2019,BRA,99.4,,,,
2020,BRA,100.9,,,,
2021,BRA,122.7,,,,
2017,VEN,17.4,,,,
2018,VEN,5.9,,,,
2019,VEN,4.2,,,,
2020,VEN,3,,,,
2021,VEN,2.5,,,,
2017,EGY,105.5,,,,
2018,EGY,112.4,,,,
2019,EGY,103.1,,,,
2020,EGY,94.7,,,,
2021,EGY,97.4,,,,
2017,ZAF,90.9,,,,
2018,ZAF,87.7,,,,
2019,ZAF,81.2,,,,
2020,ZAF,63.3,,,,
2021,ZAF,83.8,,,,
2017,IRN,247.4,,,,
2018,IRN,239.1,,,,
2019,IRN,223,,,,
2020,IRN,204.9,,,,
2021,IRN,216.3,,,,
2017,CHN,544.6,,,,
2018,CHN,585.6,,,,
2019,CHN,636,,,,
2020,CHN,699.2,,,,
2021,CHN,666.5,,,,
2017,IND,66.2,,,,
2018,IND,71.5,,,,
2019,IND,75.1,,,,
2020,IND,64.7,,,,
2021,IND,76,,,,
2017,JPN,504.9,,,,
2018,JPN,514.2,,,,
2019,JPN,498.3,,,,
2020,JPN,416.1,,,,
2021,JPN,456.2,,,,
2017,KOR,1102.1,,,,
2018,KOR,1049.6,,,,
2019,KOR,1039.1,,,,
2020,KOR,955,,,,
2021,KOR,1075.6,,,,
2017,TWN,745.7,,,,
2018,TWN,749.7,,,,
2019,TWN,740.9,,,,
2020,TWN,789,,,,
2021,TWN,885.6,,,,
