year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
1992,WLD,20,,,,
1993,WLD,20,,,,
1994,WLD,23,,,,
1995,WLD,26,,,,
1996,WLD,26,,,,
1997,WLD,26,,,,
1998,WLD,25,,,,
1999,WLD,26,,,,
2000,WLD,23,,,,
2001,WLD,20,,,,
2002,WLD,21,,,,
2003,WLD,28,,,,
2004,WLD,33,,,,
2005,WLD,20,,,,
2006,WLD,32,,,,
2007,WLD,4.8,,,,
2008,WLD,33,,,,
2009,WLD,16,,,,
2010,WLD,18,,,,
2011,WLD,24,,,,
2012,WLD,11,,,,
2013,WLD,8.2,,,,
2014,WLD,10,,,,
2015,WLD,8.5,,,,
2016,WLD,7.5,,,,
2017,WLD,10,,,,
2018,WLD,14,,,,
2019,WLD,16,,,,
2020,WLD,14,,,,
2021,WLD,20,,,,
2022,WLD,23,,,,
2023,WLD,22,,,,
2024,WLD,19,,,,
2025,WLD,19,,,,
2030,WLD,,-3.6,240,290,340
2035,WLD,,,310,370,430
2050,WLD,,,580,775,970
