year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
2010,WLD,0.002,,,,
2011,WLD,0.007,,,,
2012,WLD,0.02,,,,
2013,WLD,0.04,,,,
2014,WLD,0.07,,,,
2015,WLD,0.12,,,,
2016,WLD,0.19,,,,
2017,WLD,0.28,,,,
2018,WLD,0.45,,,,
2019,WLD,0.6,,,,
2020,WLD,0.83,,,,
2021,WLD,1.3,,,,
2022,WLD,2.1,,,,
2023,WLD,,3.15,2.85,3.04,3.2
2024,WLD,,4.73,3.86,4.39,4.84
2025,WLD,,7.1,5.2,6.29,7.27
2026,WLD,,10.66,6.98,8.93,10.78
2027,WLD,,16,9.28,12.51,15.7
2028,WLD,,,12.22,17.24,22.29
2029,WLD,,,15.9,23.23,30.65
2030,WLD,,,20.39,30.47,40.51
2031,WLD,,,25.66,38.7,51.2
2032,WLD,,,31.63,47.45,61.78
2033,WLD,,,38.1,56.11,71.35
2034,WLD,,,44.78,64.11,79.33
2035,WLD,,,51.35,71.02,85.53
2036,WLD,,,57.51,76.67,90.11
2037,WLD,,,63.02,81.07,93.35
2038,WLD,,,67.76,84.37,95.58
2039,WLD,,,71.69,86.79,97.09
2040,WLD,,,74.86,88.52,98.09
2041,WLD,,,77.35,89.75,98.75
2042,WLD,,,79.28,90.6,99.19
2043,WLD,,,80.75,91.2,99.47
2044,WLD,,,81.86,91.61,99.66
2045,WLD,,,82.68,91.89,99.78
2046,WLD,,,83.3,92.08,99.85
2047,WLD,,,83.75,92.21,99.91
2048,WLD,,,84.09,92.3,99.94
2049,WLD,,,84.33,92.37,99.96
2050,WLD,,,84.51,92.41,99.97
