year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2011,WLD,Total,12.6,,,,
2012,WLD,Total,27.2,,,,
2013,WLD,Total,21.1,,,,
2014,WLD,Total,19.1,,,,
2015,WLD,Total,24.5,,,,
2016,WLD,Total,21.2,,,,
2017,WLD,Total,25.9,,,,
2018,WLD,Total,35.8,,,,
2019,WLD,Total,33.9,,,,
2020,WLD,Total,33.6,,,,
2030,WLD,Total,,66.4,,,
2011,WLD,Offshore oil,11,,,,
2012,WLD,Offshore oil,18.2,,,,
2013,WLD,Offshore oil,11,,,,
2014,WLD,Offshore oil,10.3,,,,
2015,WLD,Offshore oil,16.6,,,,
2016,WLD,Offshore oil,13,,,,
2017,WLD,Offshore oil,17.4,,,,
2018,WLD,Offshore oil,23.4,,,,
2019,WLD,Offshore oil,22,,,,
2020,WLD,Offshore oil,21.7,,,,
2011,WLD,LNG,1.6,,,,
2012,WLD,LNG,9,,,,
2013,WLD,LNG,10.1,,,,
2014,WLD,LNG,8.8,,,,
2015,WLD,LNG,7.9,,,,
2016,WLD,LNG,8.2,,,,
2017,WLD,LNG,8.5,,,,
2018,WLD,LNG,12.4,,,,
2019,WLD,LNG,11.9,,,,
2020,WLD,LNG,11.9,,,,
