year,geo,value
2019,WLD,2
2020,WLD,2
2021,WLD,9
2022,WLD,14
2023,WLD,33
2024,WLD,83
2025,WLD,40
2019,ARE,1
2021,AUS,1
2024,AUT,1
2023,BEL,1
2024,BEL,1
2025,BRA,1
2023,CAN,1
2024,CAN,1
2025,CAN,1
2024,CHE,2
2025,CHE,1
2025,CHN,1
2021,COL,1
2022,DEU,1
2024,DEU,2
2025,DEU,3
2021,DNK,1
2024,DNK,2
2021,ESP,1
2023,ESP,2
2024,ESP,3
2025,ESP,2
2023,FIN,1
2024,FIN,1
2025,FIN,1
2023,FRA,3
2024,FRA,6
2025,FRA,1
2019,GBR,1
2020,GBR,1
2021,GBR,4
2022,GBR,4
2023,GBR,10
2024,GBR,27
2025,GBR,3
2023,HKG,1
2024,HKG,1
2025,HKG,1
2025,IND,4
2023,IRL,3
2024,IRL,2
2025,IRL,2
2022,ITA,1
2024,ITA,2
2020,JPN,1
2022,JPN,4
2023,JPN,6
2024,JPN,14
2025,JPN,10
2023,KOR,2
2024,KOR,1
2022,MEX,1
2025,MYS,1
2022,NLD,1
2023,NLD,1
2024,NLD,3
2025,NLD,1
2025,NOR,3
2024,NZL,1
2024,PRT,2
2025,PRT,1
2021,SWE,1
2024,SWE,4
2025,SWE,2
2023,TUR,2
2025,TUR,1
2024,TWN,2
2022,USA,2
2024,USA,5
