year,geo,disagg_type,disagg,value
2024,AFG,Wastewater,Safely treated domestic wastewater flows,6.1
2020,ALB,Wastewater,Safely treated domestic wastewater flows,13
2022,ALB,Wastewater,Safely treated domestic wastewater flows,19
2024,ALB,Wastewater,Safely treated domestic wastewater flows,13
2020,DZA,Wastewater,Safely treated domestic wastewater flows,76
2022,DZA,Wastewater,Safely treated domestic wastewater flows,76
2024,DZA,Wastewater,Safely treated domestic wastewater flows,76
2020,ASM,Wastewater,Safely treated domestic wastewater flows,69
2022,ASM,Wastewater,Safely treated domestic wastewater flows,77
2024,ASM,Wastewater,Safely treated domestic wastewater flows,79
2020,AND,Wastewater,Safely treated domestic wastewater flows,100
2022,AND,Wastewater,Safely treated domestic wastewater flows,100
2024,AND,Wastewater,Safely treated domestic wastewater flows,100
2020,ARG,Wastewater,Safely treated domestic wastewater flows,36
2022,ARG,Wastewater,Safely treated domestic wastewater flows,36
2024,ARG,Wastewater,Safely treated domestic wastewater flows,24
2020,ARM,Wastewater,Safely treated domestic wastewater flows,40
2022,ARM,Wastewater,Safely treated domestic wastewater flows,0.56
2024,ARM,Wastewater,Safely treated domestic wastewater flows,0.56
2020,AUS,Wastewater,Safely treated domestic wastewater flows,76
2022,AUS,Wastewater,Safely treated domestic wastewater flows,96
2024,AUS,Wastewater,Safely treated domestic wastewater flows,96
2020,AUT,Wastewater,Safely treated domestic wastewater flows,99
2022,AUT,Wastewater,Safely treated domestic wastewater flows,98
2024,AUT,Wastewater,Safely treated domestic wastewater flows,96
2020,AZE,Wastewater,Safely treated domestic wastewater flows,57
2022,AZE,Wastewater,Safely treated domestic wastewater flows,41
2024,AZE,Wastewater,Safely treated domestic wastewater flows,37
2020,BHR,Wastewater,Safely treated domestic wastewater flows,96
2022,BHR,Wastewater,Safely treated domestic wastewater flows,93
2024,BHR,Wastewater,Safely treated domestic wastewater flows,94
2020,BGD,Wastewater,Safely treated domestic wastewater flows,16
2022,BGD,Wastewater,Safely treated domestic wastewater flows,18
2024,BGD,Wastewater,Safely treated domestic wastewater flows,16
2020,BLR,Wastewater,Safely treated domestic wastewater flows,56
2022,BLR,Wastewater,Safely treated domestic wastewater flows,80
2024,BLR,Wastewater,Safely treated domestic wastewater flows,83
2020,BEL,Wastewater,Safely treated domestic wastewater flows,92
2022,BEL,Wastewater,Safely treated domestic wastewater flows,85
2024,BEL,Wastewater,Safely treated domestic wastewater flows,85
2022,BEN,Wastewater,Safely treated domestic wastewater flows,1.4
2024,BEN,Wastewater,Safely treated domestic wastewater flows,6.7
2020,BMU,Wastewater,Safely treated domestic wastewater flows,1.5
2022,BMU,Wastewater,Safely treated domestic wastewater flows,1.5
2024,BMU,Wastewater,Safely treated domestic wastewater flows,1.5
2020,BTN,Wastewater,Safely treated domestic wastewater flows,41
2022,BTN,Wastewater,Safely treated domestic wastewater flows,40
2024,BTN,Wastewater,Safely treated domestic wastewater flows,49
2020,BOL,Wastewater,Safely treated domestic wastewater flows,58
2020,BIH,Wastewater,Safely treated domestic wastewater flows,47
2022,BIH,Wastewater,Safely treated domestic wastewater flows,65
2024,BIH,Wastewater,Safely treated domestic wastewater flows,65
2020,BRA,Wastewater,Safely treated domestic wastewater flows,33
2022,BRA,Wastewater,Safely treated domestic wastewater flows,43
2020,BGR,Wastewater,Safely treated domestic wastewater flows,79
2022,BGR,Wastewater,Safely treated domestic wastewater flows,72
2024,BGR,Wastewater,Safely treated domestic wastewater flows,75
2022,BFA,Wastewater,Safely treated domestic wastewater flows,2.8
2024,BFA,Wastewater,Safely treated domestic wastewater flows,2.1
2022,KHM,Wastewater,Safely treated domestic wastewater flows,47
2020,CAN,Wastewater,Safely treated domestic wastewater flows,77
