year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
2000,WLD,151,,,,
2001,WLD,151,,,,
2002,WLD,149,,,,
2003,WLD,155,,,,
2004,WLD,163,,,,
2005,WLD,165,,,,
2006,WLD,166,,,,
2007,WLD,166,,,,
2008,WLD,168,,,,
2009,WLD,163,,,,
2010,WLD,167,,,,
2011,WLD,168,,,,
2012,WLD,173,,,,
2013,WLD,173,,,,
2014,WLD,177,,,,
2015,WLD,183,,,,
2016,WLD,183,,,,
2017,WLD,184,,,,
2018,WLD,188,,,,
2019,WLD,188,,,,
2020,WLD,175,,,,
2021,WLD,177,,,,
2022,WLD,185,,,,
2023,WLD,189,,,,
2028,WLD,,191,,,
2000,CAN,5.2,,,,
2001,CAN,5.3,,,,
2002,CAN,5.6,,,,
2003,CAN,5.9,,,,
2004,CAN,6.1,,,,
2005,CAN,6.0,,,,
2006,CAN,6.3,,,,
2007,CAN,6.5,,,,
2008,CAN,6.4,,,,
2009,CAN,6.4,,,,
2010,CAN,6.7,,,,
2011,CAN,7.1,,,,
2012,CAN,7.7,,,,
2013,CAN,8.2,,,,
2014,CAN,8.8,,,,
2015,CAN,9.0,,,,
2016,CAN,9.2,,,,
2017,CAN,10,,,,
2018,CAN,11,,,,
2019,CAN,11,,,,
2020,CAN,11,,,,
2021,CAN,11,,,,
2022,CAN,11,,,,
2023,CAN,12,,,,
2000,MEX,7.1,,,,
2001,MEX,7.4,,,,
2002,MEX,7.4,,,,
2003,MEX,7.9,,,,
2004,MEX,8.0,,,,
2005,MEX,7.8,,,,
2006,MEX,7.6,,,,
2007,MEX,7.2,,,,
2008,MEX,6.6,,,,
2009,MEX,6.1,,,,
2010,MEX,6.1,,,,
2011,MEX,6.1,,,,
2012,MEX,6.0,,,,
2013,MEX,5.9,,,,
2014,MEX,5.7,,,,
2015,MEX,5.3,,,,
2016,MEX,5.1,,,,
2017,MEX,4.6,,,,
2018,MEX,4.3,,,,
2019,MEX,4.0,,,,
2020,MEX,4.0,,,,
2021,MEX,4.0,,,,
2022,MEX,4.1,,,,
2023,MEX,4.3,,,,
2000,USA,15,,,,
2001,USA,14,,,,
2002,USA,14,,,,
2003,USA,14,,,,
2004,USA,14,,,,
2005,USA,13,,,,
2006,USA,13,,,,
2007,USA,13,,,,
2008,USA,13,,,,
2009,USA,14,,,,
2010,USA,14,,,,
2011,USA,15,,,,
2012,USA,17,,,,
2013,USA,19,,,,
2014,USA,22,,,,
2015,USA,24,,,,
2016,USA,23,,,,
2017,USA,24,,,,
2018,USA,28,,,,
2019,USA,31,,,,
2020,USA,30,,,,
2021,USA,30,,,,
2022,USA,32,,,,
2023,USA,35,,,,
2000,ARG,1.7,,,,
2001,ARG,1.8,,,,
2002,ARG,1.8,,,,
2003,ARG,1.8,,,,
2004,ARG,1.7,,,,
2005,ARG,1.6,,,,
2006,ARG,1.6,,,,
2007,ARG,1.6,,,,
2008,ARG,1.6,,,,
2009,ARG,1.4,,,,
2010,ARG,1.4,,,,
2011,ARG,1.3,,,,
2012,ARG,1.3,,,,
2013,ARG,1.3,,,,
2014,ARG,1.2,,,,
2015,ARG,1.3,,,,
2016,ARG,1.2,,,,
2017,ARG,1.1,,,,
2018,ARG,1.2,,,,
2019,ARG,1.4,,,,
2020,ARG,1.4,,,,
2021,ARG,1.6,,,,
2022,ARG,1.9,,,,
2023,ARG,2.1,,,,
2000,BRA,2.8,,,,
2001,BRA,2.9,,,,
2002,BRA,3.3,,,,
2003,BRA,3.4,,,,
2004,BRA,3.4,,,,
2005,BRA,3.7,,,,
2006,BRA,3.9,,,,
2007,BRA,4.0,,,,
2008,BRA,4.1,,,,
2009,BRA,4.4,,,,
2010,BRA,4.7,,,,
2011,BRA,4.8,,,,
2012,BRA,4.7,,,,
2013,BRA,4.6,,,,
2014,BRA,5.1,,,,
2015,BRA,5.5,,,,
2016,BRA,5.7,,,,
2017,BRA,6.0,,,,
2018,BRA,5.9,,,,
2019,BRA,6.3,,,,
2020,BRA,6.7,,,,
2021,BRA,6.6,,,,
2022,BRA,6.8,,,,
2023,BRA,7.7,,,,
2000,COL,1.5,,,,
2001,COL,1.3,,,,
2002,COL,1.3,,,,
2003,COL,1.2,,,,
2004,COL,1.2,,,,
2005,COL,1.2,,,,
2006,COL,1.2,,,,
2007,COL,1.2,,,,
2008,COL,1.3,,,,
2009,COL,1.5,,,,
2010,COL,1.7,,,,
2011,COL,2.0,,,,
2012,COL,2.1,,,,
2013,COL,2.2,,,,
2014,COL,2.2,,,,
2015,COL,2.2,,,,
2016,COL,2.0,,,,
2017,COL,1.9,,,,
2018,COL,1.9,,,,
2019,COL,2.0,,,,
2020,COL,1.7,,,,
2021,COL,1.6,,,,
2022,COL,1.7,,,,
2023,COL,1.7,,,,
2000,ECU,0.90,,,,
2001,ECU,0.92,,,,
2002,ECU,0.88,,,,
2003,ECU,0.94,,,,
2004,ECU,1.2,,,,
2005,ECU,1.2,,,,
2006,ECU,1.2,,,,
2007,ECU,1.2,,,,
2008,ECU,1.1,,,,
2009,ECU,1.1,,,,
2010,ECU,1.1,,,,
2011,ECU,1.1,,,,
2012,ECU,1.1,,,,
2013,ECU,1.2,,,,
2014,ECU,1.2,,,,
2015,ECU,1.2,,,,
2016,ECU,1.2,,,,
2017,ECU,1.2,,,,
2018,ECU,1.2,,,,
2019,ECU,1.2,,,,
2020,ECU,1.1,,,,
2021,ECU,1.1,,,,
2022,ECU,1.1,,,,
2023,ECU,1.1,,,,
2020,GUY,0.17,,,,
2021,GUY,0.25,,,,
2022,GUY,0.58,,,,
2023,GUY,0.82,,,,
2000,PER,0.22,,,,
2001,PER,0.21,,,,
2002,PER,0.21,,,,
2003,PER,0.20,,,,
2004,PER,0.20,,,,
2005,PER,0.22,,,,
2006,PER,0.23,,,,
2007,PER,0.23,,,,
2008,PER,0.24,,,,
2009,PER,0.29,,,,
2010,PER,0.31,,,,
2011,PER,0.29,,,,
2012,PER,0.29,,,,
2013,PER,0.31,,,,
2014,PER,0.31,,,,
2015,PER,0.27,,,,
2016,PER,0.24,,,,
2017,PER,0.24,,,,
2018,PER,0.25,,,,
2019,PER,0.26,,,,
2020,PER,0.23,,,,
2021,PER,0.22,,,,
2022,PER,0.23,,,,
2023,PER,0.21,,,,
2000,TTO,0.28,,,,
2001,TTO,0.26,,,,
2002,TTO,0.31,,,,
2003,TTO,0.32,,,,
2004,TTO,0.30,,,,
2005,TTO,0.34,,,,
2006,TTO,0.34,,,,
2007,TTO,0.30,,,,
2008,TTO,0.29,,,,
2009,TTO,0.28,,,,
2010,TTO,0.26,,,,
2011,TTO,0.25,,,,
2012,TTO,0.22,,,,
2013,TTO,0.21,,,,
2014,TTO,0.21,,,,
2015,TTO,0.20,,,,
2016,TTO,0.18,,,,
2017,TTO,0.18,,,,
2018,TTO,0.16,,,,
2019,TTO,0.15,,,,
2020,TTO,0.14,,,,
2021,TTO,0.15,,,,
2022,TTO,0.14,,,,
2023,TTO,0.14,,,,
2000,VEN,6.7,,,,
2001,VEN,6.8,,,,
2002,VEN,6.4,,,,
2003,VEN,6.2,,,,
2004,VEN,7.1,,,,
