year,geo,disagg,value
1983,WLD,Pumped hydro,293
1988,WLD,Pumped hydro,289
1993,WLD,Pumped hydro,288
1998,WLD,Pumped hydro,286
2003,WLD,Pumped hydro,321
2008,WLD,Pumped hydro,288
2013,WLD,Pumped hydro,293
2018,WLD,Pumped hydro,305
1989,WLD,Lead-acid (multiple),171
1991,WLD,Lead-acid (multiple),166
1992,WLD,Lead-acid (multiple),184
1993,WLD,Lead-acid (multiple),189
1995,WLD,Lead-acid (multiple),186
1996,WLD,Lead-acid (multiple),172
1997,WLD,Lead-acid (multiple),167
1998,WLD,Lead-acid (multiple),166
1999,WLD,Lead-acid (multiple),152
2000,WLD,Lead-acid (multiple),149
2002,WLD,Lead-acid (multiple),140
2003,WLD,Lead-acid (multiple),153
2004,WLD,Lead-acid (multiple),152
2005,WLD,Lead-acid (multiple),143
2006,WLD,Lead-acid (multiple),140
2007,WLD,Lead-acid (multiple),146
2008,WLD,Lead-acid (multiple),163
2009,WLD,Lead-acid (multiple),183
2010,WLD,Lead-acid (multiple),184
2011,WLD,Lead-acid (multiple),167
2012,WLD,Lead-acid (multiple),171
2013,WLD,Lead-acid (residential),2299
2014,WLD,Lead-acid (residential),2077
2015,WLD,Lead-acid (residential),1545
2016,WLD,Lead-acid (residential),1584
1995,WLD,Lithium-ion (electronics),3478
1996,WLD,Lithium-ion (electronics),3216
1997,WLD,Lithium-ion (electronics),3123
1998,WLD,Lithium-ion (electronics),2714
1999,WLD,Lithium-ion (electronics),1946
2000,WLD,Lithium-ion (electronics),1744
2001,WLD,Lithium-ion (electronics),1495
2002,WLD,Lithium-ion (electronics),1085
2003,WLD,Lithium-ion (electronics),906
2004,WLD,Lithium-ion (electronics),895
2005,WLD,Lithium-ion (electronics),655
2006,WLD,Lithium-ion (electronics),603
2007,WLD,Lithium-ion (electronics),587
2008,WLD,Lithium-ion (electronics),582
2009,WLD,Lithium-ion (electronics),475
2010,WLD,Lithium-ion (electronics),400
2011,WLD,Lithium-ion (electronics),349
2012,WLD,Lithium-ion (electronics),329
2013,WLD,Lithium-ion (electronics),306
2014,WLD,Lithium-ion (electronics),291
2015,WLD,Lithium-ion (electronics),284
2016,WLD,Lithium-ion (electronics),269
2010,WLD,Lithium-ion (EV),1196
2011,WLD,Lithium-ion (EV),927
2012,WLD,Lithium-ion (EV),729
2013,WLD,Lithium-ion (EV),668
