year,geo,disagg,value
2020,WLD,Total,427
2021,WLD,Total,506
2022,WLD,Total,557
2023,WLD,Total,621
2024,WLD,Total,673
2025,WLD,Total,674
2020,WLD,Local breeds,296
2021,WLD,Local breeds,366
2022,WLD,Local breeds,398
2023,WLD,Local breeds,442
2024,WLD,Local breeds,479
2025,WLD,Local breeds,483
2020,WLD,Transboundary breeds,131
2021,WLD,Transboundary breeds,140
2022,WLD,Transboundary breeds,159
2023,WLD,Transboundary breeds,179
2024,WLD,Transboundary breeds,194
2025,WLD,Transboundary breeds,191
2020,005,Total,2
2021,005,Total,2
2022,005,Total,2
2023,005,Total,6
2024,005,Total,7
2025,005,Total,7
2020,011,Total,0
2021,011,Total,0
2022,011,Total,0
2023,011,Total,0
2024,011,Total,0
2025,011,Total,0
2020,013,Total,4
2021,013,Total,3
2022,013,Total,3
2023,013,Total,3
2024,013,Total,3
2025,013,Total,3
2020,014,Total,13
2021,014,Total,13
2022,014,Total,13
2023,014,Total,13
2024,014,Total,13
2025,014,Total,13
2020,015,Total,5
2021,015,Total,5
2022,015,Total,6
2023,015,Total,6
2024,015,Total,6
2025,015,Total,6
2020,018,Total,38
2021,018,Total,38
2022,018,Total,38
2023,018,Total,38
2024,018,Total,39
2025,018,Total,22
2018,021,Total,1
2019,021,Total,42
2020,021,Total,49
2021,021,Total,50
2022,021,Total,76
2023,021,Total,76
2024,021,Total,99
2025,021,Total,99
2020,030,Total,136
2021,030,Total,136
2022,030,Total,136
2023,030,Total,138
2024,030,Total,146
2025,030,Total,147
2025,034,Total,101
2020,035,Total,26
2021,035,Total,25
2022,035,Total,25
2023,035,Total,25
2024,035,Total,25
2025,035,Total,25
2010,039,Total,0
2011,039,Total,0
2012,039,Total,0
2013,039,Total,1
2014,039,Total,22
2015,039,Total,31
2016,039,Total,32
2017,039,Total,25
2018,039,Total,35
2019,039,Total,34
2020,039,Total,69
2021,039,Total,119
2022,039,Total,126
2023,039,Total,130
2024,039,Total,138
2025,039,Total,137
2020,145,Total,2
2021,145,Total,2
2022,145,Total,2
2023,145,Total,2
2024,145,Total,8
2025,145,Total,16
2020,151,Total,18
2021,151,Total,15
2022,151,Total,15
2023,151,Total,15
2024,151,Total,19
2025,151,Total,19
2009,154,Total,0
2010,154,Total,0
2011,154,Total,0
2012,154,Total,1
2013,154,Total,1
2014,154,Total,1
2015,154,Total,1
2016,154,Total,4
2017,154,Total,4
2018,154,Total,4
2019,154,Total,4
2020,154,Total,37
2021,154,Total,37
2022,154,Total,39
