year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2015,ARG,Groundwater,448,,,,
2000,AUS,Groundwater,5306,,,,
2001,AUS,Groundwater,5454,,,,
2002,AUS,Groundwater,3400,,,,
2003,AUS,Groundwater,4664,,,,
2004,AUS,Groundwater,4614,,,,
2005,AUS,Groundwater,4553,,,,
2006,AUS,Groundwater,3170,,,,
2007,AUS,Groundwater,2703,,,,
2008,AUS,Groundwater,5081,,,,
2009,AUS,Groundwater,9069,,,,
2010,AUS,Groundwater,9364,,,,
2011,AUS,Groundwater,3998,,,,
2012,AUS,Groundwater,3413,,,,
2013,AUS,Groundwater,6707,,,,
2014,AUS,Groundwater,4982,,,,
2015,AUS,Groundwater,12008,,,,
2016,AUS,Groundwater,5180,,,,
2017,AUS,Groundwater,2113,,,,
2018,AUS,Groundwater,3751,,,,
2019,AUS,Groundwater,1607,,,,
2011,BGD,Groundwater,4702,,,,
2012,BGD,Groundwater,5888,,,,
2013,BGD,Groundwater,6718,,,,
2016,BGD,Groundwater,958,,,,
2017,BGD,Groundwater,3657,,,,
2005,KHM,Groundwater,554,,,,
2007,KHM,Groundwater,415,,,,
2008,KHM,Groundwater,367,,,,
2013,SVK,Groundwater,660,,,,
2015,SVK,Groundwater,769,,,,
2001,ZAF,Groundwater,1436,,,,
2002,ZAF,Groundwater,1095,,,,
2003,ZAF,Groundwater,1090,,,,
2005,ZAF,Groundwater,1031,,,,
2000,SWE,Groundwater,4,,,,
2001,SWE,Groundwater,2,,,,
2002,SWE,Groundwater,11,,,,
2003,SWE,Groundwater,3,,,,
2004,SWE,Groundwater,6,,,,
2006,SWE,Groundwater,2,,,,
2012,SWE,Groundwater,41,,,,
2014,SWE,Groundwater,19,,,,
2015,SWE,Groundwater,76,,,,
2017,SWE,Groundwater,6,,,,
2000,USA,Groundwater,1145,,,,
2001,USA,Groundwater,955,,,,
2002,USA,Groundwater,1186,,,,
2003,USA,Groundwater,1356,,,,
2004,USA,Groundwater,1359,,,,
2005,USA,Groundwater,950,,,,
2006,USA,Groundwater,1069,,,,
2007,USA,Groundwater,1137,,,,
2008,USA,Groundwater,1023,,,,
2009,USA,Groundwater,1095,,,,
2010,USA,Groundwater,1086,,,,
2011,USA,Groundwater,983,,,,
2012,USA,Groundwater,1366,,,,
2013,USA,Groundwater,4679,,,,
2014,USA,Groundwater,768,,,,
2015,USA,Groundwater,733,,,,
2016,USA,Groundwater,663,,,,
2017,USA,Groundwater,655,,,,
2018,USA,Groundwater,1130,,,,
2019,USA,Groundwater,941,,,,
2000,AUS,River,7787,,,,
2001,AUS,River,3545,,,,
2002,AUS,River,6976,,,,
2003,AUS,River,2986,,,,
2004,AUS,River,1710,,,,
2005,AUS,River,5860,,,,
2006,AUS,River,6997,,,,
2007,AUS,River,7264,,,,
2008,AUS,River,10570,,,,
2009,AUS,River,7388,,,,
2010,AUS,River,55882564149,,,,
2011,AUS,River,9222,,,,
2012,AUS,River,4756,,,,
2013,AUS,River,48613,,,,
2014,AUS,River,4059,,,,
2015,AUS,River,6711,,,,
2016,AUS,River,2189,,,,
2017,AUS,River,6929,,,,
2018,AUS,River,993,,,,
2006,AUT,River,375,,,,
2013,BEL,River,1194,,,,
2015,BEL,River,944,,,,
2007,BIH,River,407,,,,
2013,BIH,River,418,,,,
2007,BRA,River,118,,,,
2007,BGR,River,531,,,,
2000,CAN,River,494,,,,
2001,CAN,River,708,,,,
2002,CAN,River,674,,,,
2003,CAN,River,539,,,,
2004,CAN,River,499,,,,
2005,CAN,River,157,,,,
2006,CAN,River,318,,,,
2007,CAN,River,238,,,,
2008,CAN,River,286,,,,
2009,CAN,River,31,,,,
2011,CAN,River,106,,,,
2014,CAN,River,117,,,,
2000,HRV,River,398,,,,
2005,HRV,River,293,,,,
2008,HRV,River,517,,,,
2013,HRV,River,1288,,,,
2013,EST,River,464,,,,
2013,FIN,River,1,,,,
2001,FRA,River,655,,,,
2002,FRA,River,535,,,,
2003,FRA,River,527,,,,
2004,FRA,River,421,,,,
2005,FRA,River,171,,,,
2006,FRA,River,550,,,,
2007,FRA,River,503,,,,
2002,GUF,River,24,,,,
2001,DEU,River,622,,,,
2003,DEU,River,546,,,,
2004,DEU,River,437,,,,
2006,DEU,River,953,,,,
2007,DEU,River,436,,,,
2007,HUN,River,373,,,,
2013,IRL,River,397,,,,
2013,LVA,River,612,,,,
2013,LTU,River,582,,,,
2012,MEX,River,976,,,,
2013,MEX,River,653,,,,
2014,MEX,River,1592,,,,
2003,MDA,River,666,,,,
2007,MDA,River,586,,,,
2013,NLD,River,454,,,,
2013,NOR,River,0,,,,
2013,POL,River,573,,,,
2007,ROU,River,398,,,,
2008,ROU,River,464,,,,
2009,ROU,River,1180,,,,
2013,ROU,River,464,,,,
2013,RUS,River,269,,,,
2001,SRB,River,412,,,,
2002,SRB,River,406,,,,
2006,SRB,River,315,,,,
2013,SRB,River,465,,,,
2009,SVK,River,431,,,,
2010,SVK,River,511,,,,
2013,SVK,River,361,,,,
2000,SWE,River,9,,,,
2001,SWE,River,9,,,,
2012,UKR,River,342,,,,
2014,UKR,River,262,,,,
2000,USA,River,1606,,,,
2001,USA,River,1094,,,,
2002,USA,River,939,,,,
2003,USA,River,1463,,,,
2004,USA,River,2040,,,,
2005,USA,River,2073,,,,
2006,USA,River,3395,,,,
