year,geo,value
2011,AFG,1.53
2012,AFG,3.67
2013,AFG,2.64
2014,AFG,1.07
2015,AFG,0.48
2016,AFG,0.19
2017,AFG,0.21
2018,AFG,0.46
2019,AFG,1.06
2020,AFG,0.45
2011,ALB,5.87
2012,ALB,5.52
2013,ALB,2.16
2014,ALB,1.61
2015,ALB,1.52
2016,ALB,0.68
2017,ALB,1.29
2018,ALB,0.71
2019,ALB,1.33
2020,ALB,2.22
2011,DZA,2.15
2012,DZA,0.82
2013,DZA,0.88
2014,DZA,0.56
2015,DZA,0.28
2016,DZA,0.03
2017,DZA,0.45
2018,DZA,0.74
2019,DZA,1.46
2020,DZA,0.04
2011,AGO,0.63
2012,AGO,4.68
2013,AGO,0.48
2014,AGO,0.98
2015,AGO,1.19
2016,AGO,3.89
2017,AGO,0.61
2018,AGO,6.48
2019,AGO,12.97
2020,AGO,17.41
2013,AIA,0.02
2011,ATG,0.04
2014,ATG,0.02
2015,ATG,0
2016,ATG,0.01
2017,ATG,0.05
2018,ATG,0.04
2019,ATG,0.04
2020,ATG,0.24
2011,ARG,0.64
2012,ARG,0.62
2013,ARG,1.37
2014,ARG,0.9
2015,ARG,0.44
2016,ARG,0.06
2017,ARG,0.02
2018,ARG,2.54
2019,ARG,4.36
2020,ARG,4.18
2011,ARM,1.98
2012,ARM,1.15
2013,ARM,1.52
2014,ARM,0.9
2015,ARM,1
2016,ARM,1.38
2017,ARM,0.21
2018,ARM,0.28
2019,ARM,0.29
2020,ARM,0.15
2011,AZE,0.08
2012,AZE,0.12
2013,AZE,2.7
2014,AZE,1.07
2015,AZE,2.06
2016,AZE,2.45
2017,AZE,0.8
2018,AZE,1.11
2019,AZE,2.89
2020,AZE,1.03
2020,BHR,0.02
2011,BGD,7.27
2012,BGD,3.26
2013,BGD,2.65
2014,BGD,6.82
2015,BGD,22.3
2016,BGD,4.11
2017,BGD,1.95
2018,BGD,5.2
2019,BGD,3.45
2020,BGD,2.26
2017,BRB,0.06
2018,BRB,0.15
2019,BRB,0.28
2020,BRB,0.16
2011,BLR,0.03
2012,BLR,0.25
2013,BLR,0.09
2014,BLR,0
2015,BLR,0.04
2016,BLR,0
2017,BLR,0.01
2018,BLR,0.11
2019,BLR,0.65
2020,BLR,1.26
2011,BLZ,0.4
2012,BLZ,0.12
2013,BLZ,0.09
2014,BLZ,0.03
2015,BLZ,0.04
2016,BLZ,0.12
2017,BLZ,0.32
2018,BLZ,1.33
2019,BLZ,0.56
2020,BLZ,0.93
2011,BEN,2.33
2012,BEN,1.46
2013,BEN,2.3
2014,BEN,0.29
2015,BEN,0.66
2016,BEN,0.47
2017,BEN,2.68
2018,BEN,3.1
2019,BEN,2.64
2020,BEN,1.98
2011,BTN,0.49
2012,BTN,6.65
2013,BTN,0.78
2014,BTN,0.43
2015,BTN,0.04
2016,BTN,0.12
2017,BTN,0.51
2018,BTN,0.16
2019,BTN,0.09
2020,BTN,0.03
2011,BOL,2.44
2012,BOL,19.4
2013,BOL,22
2014,BOL,6.14
2015,BOL,5.28
2016,BOL,12.2
2017,BOL,1.3
2018,BOL,2.18
2019,BOL,3.39
2020,BOL,0.7
2011,BIH,6.7
2012,BIH,4.29
2013,BIH,10.5
2014,BIH,5.11
2015,BIH,1.5
2016,BIH,1.71
2017,BIH,2.39
2018,BIH,1.09
2019,BIH,2.55
2020,BIH,1.11
2011,BWA,0.17
2012,BWA,0.73
2013,BWA,0.05
2014,BWA,0
2015,BWA,0.1
2016,BWA,0.01
2017,BWA,0.1
2018,BWA,0.12
2019,BWA,0.2
2020,BWA,0.23
2011,BRA,2.55
2012,BRA,3.03
2013,BRA,0.75
2014,BRA,0.22
2015,BRA,0.22
2016,BRA,0.11
2017,BRA,1.43
2018,BRA,2.41
2019,BRA,1.56
2020,BRA,4.17
2011,BFA,1.26
2012,BFA,1.51
2013,BFA,4.13
2014,BFA,4.22
2015,BFA,3.68
2016,BFA,4.93
2017,BFA,16.3
2018,BFA,3.75
2019,BFA,4.26
2020,BFA,2.96
2011,BDI,0.9
2012,BDI,0.71
2013,BDI,0.7
2014,BDI,0.21
2015,BDI,0.2
2016,BDI,3.6
2017,BDI,1.01
2018,BDI,0.46
2019,BDI,0.9
2020,BDI,0.27
2011,CPV,0.3
2012,CPV,0.15
2013,CPV,2.5
2014,CPV,0.6
2015,CPV,0.6
2016,CPV,0.18
2017,CPV,0.28
2018,CPV,0.32
2019,CPV,2.68
2020,CPV,2.03
2011,KHM,2.9
2012,KHM,4.12
2013,KHM,5.65
2014,KHM,3.98
2015,KHM,2.62
2016,KHM,1.37
2017,KHM,0.94
2018,KHM,0.64
2019,KHM,1.69
2020,KHM,0.83
2011,CMR,0.96
2012,CMR,0.95
2013,CMR,1.75
2014,CMR,1
2015,CMR,2.17
2016,CMR,2.37
2017,CMR,2.37
2018,CMR,3.47
2019,CMR,7.47
2020,CMR,6.92
2011,CAF,0.08
2012,CAF,0.14
2013,CAF,3.92
2014,CAF,5.88
2015,CAF,1.28
2016,CAF,3.11
2017,CAF,1.03
2018,CAF,2.47
2019,CAF,1.09
2020,CAF,2.25
2011,TCD,0.4
2012,TCD,0.22
2013,TCD,1.02
2014,TCD,0.33
2015,TCD,0.5
2016,TCD,1.27
2017,TCD,1.91
2018,TCD,5.31
2019,TCD,3.52
2020,TCD,3.62
2011,CHL,0.11
2012,CHL,0.03
2013,CHL,0.94
2014,CHL,0.11
2015,CHL,0.03
2016,CHL,0.06
2017,CHL,0.12
2020,CHL,0.01
2011,CHN,2.53
2012,CHN,2.63
2013,CHN,1.25
2014,CHN,3.49
2015,CHN,1.44
2016,CHN,2.07
2017,CHN,7.59
2018,CHN,3.77
2019,CHN,4.08
2020,CHN,3.17
2011,COL,0.41
2012,COL,0.36
2013,COL,0.54
2014,COL,1.34
2015,COL,1.26
2016,COL,0.75
2017,COL,0.77
2018,COL,0.53
2019,COL,1.64
2020,COL,8
2011,COM,0.12
2012,COM,0
2013,COM,0.16
2014,COM,0
2015,COM,0.19
2016,COM,0.43
2017,COM,0.38
2018,COM,1.49
2019,COM,0.69
2020,COM,0.54
2011,COG,0.15
2012,COG,0.17
2013,COG,3.15
2014,COG,0.66
2015,COG,0.59
2016,COG,1.68
2017,COG,0.11
2018,COG,1.66
2019,COG,2.11
2020,COG,13.5
2011,COK,0.15
2012,COK,0.21
2013,COK,0.29
2014,COK,0.07
2015,COK,0.19
2016,COK,0.08
2017,COK,0.1
2018,COK,0.05
2019,COK,0.16
2020,COK,0.05
2011,CRI,9.22
2012,CRI,7.7
2013,CRI,3.1
2014,CRI,1.55
2015,CRI,0.1
2016,CRI,0.66
2017,CRI,0.84
2018,CRI,0.91
2019,CRI,0.61
2020,CRI,0.19
2011,CIV,0.34
2012,CIV,0.28
2013,CIV,0.36
2014,CIV,2.1
2015,CIV,1.93
2016,CIV,7.77
2017,CIV,1.65
2018,CIV,1.88
2019,CIV,1.22
2020,CIV,1.36
2011,CUB,0.27
2012,CUB,0.03
2013,CUB,0.17
2014,CUB,0.31
2015,CUB,0.26
2016,CUB,1.15
2017,CUB,0.05
2018,CUB,0.17
2019,CUB,0.18
2020,CUB,0.22
2011,PRK,0.27
2012,PRK,0.07
2013,PRK,0.02
2014,PRK,0.03
2015,PRK,0.4
2016,PRK,0.1
2017,PRK,0.4
2018,PRK,0.56
2019,PRK,0.27
2020,PRK,0.11
2011,COG,4.88
2012,COG,3.16
2013,COG,1.07
2014,COG,4.8
2015,COG,3.12
2016,COG,7.51
2017,COG,7.11
2018,COG,10.03
2019,COG,10.98
2020,COG,8.46
2011,DJI,0.25
2012,DJI,0.12
2013,DJI,0.02
2014,DJI,0.06
2015,DJI,0.03
2016,DJI,0.11
2017,DJI,0.19
2018,DJI,0.14
2019,DJI,0.25
2020,DJI,0.83
2011,DMA,0.09
2012,DMA,0.05
2013,DMA,0.06
2016,DMA,0
2017,DMA,0.04
2018,DMA,0.02
2019,DMA,0.03
2020,DMA,0.1
2011,DOM,4.88
2012,DOM,0.1
2013,DOM,3.44
2014,DOM,1.8
2015,DOM,0.97
2016,DOM,9.8
2017,DOM,1.63
2018,DOM,0.45
2019,DOM,0.81
2020,DOM,0.41
2011,ECU,11.1
2012,ECU,20.5
2013,ECU,27
2014,ECU,13.8
2015,ECU,0.39
2016,ECU,0.42
2017,ECU,1.02
2018,ECU,1.25
2019,ECU,1.45
2020,ECU,3
2011,EGY,0.3
2012,EGY,2.57
