year,geo,value
2000,WLD,23.88059701492537
2001,WLD,23.88059701492537
2002,WLD,23.88059701492537
2003,WLD,24.62686567164179
2004,WLD,25.37313432835821
2005,WLD,25.37313432835821
2006,WLD,25.37313432835821
2007,WLD,25.37313432835821
2008,WLD,26.119402985074625
2009,WLD,26.119402985074625
2010,WLD,26.119402985074625
2011,WLD,26.865671641791046
2012,WLD,26.119402985074625
2013,WLD,24.62686567164179
2014,WLD,23.88059701492537
2015,WLD,23.134328358208954
2016,WLD,23.134328358208954
2017,WLD,22.388059701492537
2018,WLD,23.134328358208954
2019,WLD,23.134328358208954
