year,year_max,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2006,2010,FRA,Natural,0.094,,,,
2011,2015,FRA,Natural,0.078,,,,
2016,2020,FRA,Natural,0.12,,,,
2000,2005,FRA,Planted,0.11,,,,
2006,2010,FRA,Planted,0.084,,,,
2011,2015,FRA,Planted,0.041,,,,
2016,2020,FRA,Planted,0.014,,,,
2000,2005,FRA,Total,0.26,,,,
2006,2010,FRA,Total,0.18,,,,
2011,2015,FRA,Total,0.12,,,,
2016,2020,FRA,Total,0.14,,,,
2000,2005,FRO,Natural,0,,,,
2006,2010,FRO,Natural,0,,,,
2011,2015,FRO,Natural,0,,,,
2016,2020,FRO,Natural,0,,,,
2000,2005,FRO,Planted,0,,,,
2006,2010,FRO,Planted,0,,,,
2011,2015,FRO,Planted,0,,,,
2016,2020,FRO,Planted,0,,,,
2000,2005,FRO,Total,0,,,,
2006,2010,FRO,Total,0,,,,
2011,2015,FRO,Total,0,,,,
2016,2020,FRO,Total,0,,,,
2000,2005,FSM,Natural,0,,,,
2006,2010,FSM,Natural,0,,,,
2011,2015,FSM,Natural,0,,,,
2016,2020,FSM,Natural,0,,,,
2000,2005,FSM,Planted,0,,,,
2006,2010,FSM,Planted,0,,,,
2011,2015,FSM,Planted,0,,,,
2016,2020,FSM,Planted,0,,,,
2000,2005,FSM,Total,0,,,,
2006,2010,FSM,Total,0,,,,
2011,2015,FSM,Total,0,,,,
2016,2020,FSM,Total,0,,,,
2000,2005,GAB,Natural,0.021,,,,
2006,2010,GAB,Natural,0.013,,,,
2011,2015,GAB,Natural,0.0051,,,,
2016,2020,GAB,Natural,0.0094,,,,
2000,2005,GAB,Planted,0.000061,,,,
2006,2010,GAB,Planted,0.00013,,,,
2011,2015,GAB,Planted,0.000018,,,,
2016,2020,GAB,Planted,0.00058,,,,
2000,2005,GAB,Total,0.021,,,,
2006,2010,GAB,Total,0.014,,,,
2011,2015,GAB,Total,0.0051,,,,
2016,2020,GAB,Total,0.01,,,,
2000,2005,GBR,Natural,0.054,,,,
2006,2010,GBR,Natural,0.044,,,,
2011,2015,GBR,Natural,0.06,,,,
2016,2020,GBR,Natural,0.085,,,,
2000,2005,GBR,Planted,0.085,,,,
2006,2010,GBR,Planted,0.072,,,,
2011,2015,GBR,Planted,0.054,,,,
2016,2020,GBR,Planted,0.019,,,,
2000,2005,GBR,Total,0.14,,,,
2006,2010,GBR,Total,0.12,,,,
2011,2015,GBR,Total,0.11,,,,
2016,2020,GBR,Total,0.1,,,,
2000,2005,GEO,Natural,0.02,,,,
2006,2010,GEO,Natural,0.02,,,,
2011,2015,GEO,Natural,0.021,,,,
2016,2020,GEO,Natural,0.033,,,,
2000,2005,GEO,Planted,0.0000075,,,,
2006,2010,GEO,Planted,0.000021,,,,
2011,2015,GEO,Planted,0.000024,,,,
2016,2020,GEO,Planted,0.000045,,,,
2000,2005,GEO,Total,0.02,,,,
2006,2010,GEO,Total,0.02,,,,
2011,2015,GEO,Total,0.021,,,,
2016,2020,GEO,Total,0.033,,,,
2000,2005,GGY,Natural,0.000012,,,,
2006,2010,GGY,Natural,0.00001,,,,
2011,2015,GGY,Natural,0.0000076,,,,
2016,2020,GGY,Natural,0.000014,,,,
2000,2005,GGY,Planted,0.000014,,,,
2006,2010,GGY,Planted,0.000012,,,,
2011,2015,GGY,Planted,0.0000049,,,,
2016,2020,GGY,Planted,0.0000041,,,,
2000,2005,GGY,Total,0.000026,,,,
2006,2010,GGY,Total,0.000023,,,,
2011,2015,GGY,Total,0.000012,,,,
2016,2020,GGY,Total,0.000018,,,,
2000,2005,GHA,Natural,0.12,,,,
2006,2010,GHA,Natural,0.084,,,,
2011,2015,GHA,Natural,0.044,,,,
2016,2020,GHA,Natural,0.053,,,,
2000,2005,GHA,Planted,0.0035,,,,
2006,2010,GHA,Planted,0.0036,,,,
2011,2015,GHA,Planted,0.0019,,,,
2016,2020,GHA,Planted,0.00075,,,,
2000,2005,GHA,Total,0.12,,,,
2006,2010,GHA,Total,0.088,,,,
2011,2015,GHA,Total,0.046,,,,
2016,2020,GHA,Total,0.054,,,,
2000,2005,GIB,Natural,0.000000062,,,,
2006,2010,GIB,Natural,0,,,,
2011,2015,GIB,Natural,0.00000019,,,,
2016,2020,GIB,Natural,0.00000031,,,,
2000,2005,GIB,Planted,0,,,,
2006,2010,GIB,Planted,0,,,,
2011,2015,GIB,Planted,0,,,,
2016,2020,GIB,Planted,0,,,,
2000,2005,GIB,Total,0.000000062,,,,
2006,2010,GIB,Total,0,,,,
2011,2015,GIB,Total,0.00000019,,,,
2016,2020,GIB,Total,0.00000031,,,,
2000,2005,GIN,Natural,0.14,,,,
2006,2010,GIN,Natural,0.054,,,,
2011,2015,GIN,Natural,0.022,,,,
2016,2020,GIN,Natural,0.05,,,,
2000,2005,GIN,Planted,0.00077,,,,
2006,2010,GIN,Planted,0.0005,,,,
2011,2015,GIN,Planted,0.00013,,,,
2016,2020,GIN,Planted,0.000069,,,,
2000,2005,GIN,Total,0.15,,,,
2006,2010,GIN,Total,0.055,,,,
2011,2015,GIN,Total,0.023,,,,
2016,2020,GIN,Total,0.05,,,,
2000,2005,GLP,Natural,0.00042,,,,
2006,2010,GLP,Natural,0.00025,,,,
2011,2015,GLP,Natural,0.00027,,,,
2016,2020,GLP,Natural,0.00057,,,,
2000,2005,GLP,Planted,0,,,,
2006,2010,GLP,Planted,0,,,,
2011,2015,GLP,Planted,0,,,,
2016,2020,GLP,Planted,0,,,,
2000,2005,GLP,Total,0.00042,,,,
2006,2010,GLP,Total,0.00025,,,,
2011,2015,GLP,Total,0.00027,,,,
2016,2020,GLP,Total,0.00057,,,,
2000,2005,GMB,Natural,0.0025,,,,
2006,2010,GMB,Natural,0.0045,,,,
2011,2015,GMB,Natural,0.002,,,,
2016,2020,GMB,Natural,0.0062,,,,
2000,2005,GMB,Planted,0.000039,,,,
2006,2010,GMB,Planted,0.00005,,,,
2011,2015,GMB,Planted,0.000012,,,,
2016,2020,GMB,Planted,0.000028,,,,
2000,2005,GMB,Total,0.0026,,,,
2006,2010,GMB,Total,0.0045,,,,
2011,2015,GMB,Total,0.002,,,,
2016,2020,GMB,Total,0.0062,,,,
2000,2005,GNB,Natural,0.022,,,,
2006,2010,GNB,Natural,0.013,,,,
2011,2015,GNB,Natural,0.0033,,,,
2016,2020,GNB,Natural,0.005,,,,
2000,2005,GNB,Planted,0.000053,,,,
2006,2010,GNB,Planted,0.000039,,,,
2011,2015,GNB,Planted,0.000011,,,,
2016,2020,GNB,Planted,0.0000062,,,,
2000,2005,GNB,Total,0.022,,,,
2006,2010,GNB,Total,0.013,,,,
2011,2015,GNB,Total,0.0033,,,,
2016,2020,GNB,Total,0.005,,,,
2000,2005,GNQ,Natural,0.0034,,,,
2006,2010,GNQ,Natural,0.0011,,,,
2011,2015,GNQ,Natural,0.00016,,,,
2016,2020,GNQ,Natural,0.0005,,,,
2000,2005,GNQ,Planted,0.0000019,,,,
2006,2010,GNQ,Planted,0.00000077,,,,
2011,2015,GNQ,Planted,0.00000077,,,,
2016,2020,GNQ,Planted,0.0000011,,,,
2000,2005,GNQ,Total,0.0034,,,,
2006,2010,GNQ,Total,0.0011,,,,
2011,2015,GNQ,Total,0.00016,,,,
2016,2020,GNQ,Total,0.0005,,,,
2000,2005,GRC,Natural,0.011,,,,
2006,2010,GRC,Natural,0.013,,,,
2011,2015,GRC,Natural,0.016,,,,
2016,2020,GRC,Natural,0.026,,,,
2000,2005,GRC,Planted,0.0023,,,,
2006,2010,GRC,Planted,0.0016,,,,
2011,2015,GRC,Planted,0.00082,,,,
2016,2020,GRC,Planted,0.00054,,,,
2000,2005,GRC,Total,0.013,,,,
2006,2010,GRC,Total,0.015,,,,
2011,2015,GRC,Total,0.017,,,,
2016,2020,GRC,Total,0.026,,,,
2000,2005,GRD,Natural,0.000035,,,,
2006,2010,GRD,Natural,0.000026,,,,
2011,2015,GRD,Natural,0.000013,,,,
2016,2020,GRD,Natural,0.000011,,,,
2000,2005,GRD,Planted,0,,,,
2006,2010,GRD,Planted,0,,,,
2011,2015,GRD,Planted,0,,,,
2016,2020,GRD,Planted,0,,,,
2000,2005,GRD,Total,0.000035,,,,
2006,2010,GRD,Total,0.000026,,,,
2011,2015,GRD,Total,0.000013,,,,
2016,2020,GRD,Total,0.000011,,,,
2000,2005,GRL,Natural,0,,,,
2006,2010,GRL,Natural,0,,,,
2011,2015,GRL,Natural,0,,,,
2016,2020,GRL,Natural,0,,,,
2000,2005,GRL,Planted,0,,,,
2006,2010,GRL,Planted,0,,,,
2011,2015,GRL,Planted,0,,,,
2016,2020,GRL,Planted,0,,,,
2000,2005,GRL,Total,0,,,,
2006,2010,GRL,Total,0,,,,
2011,2015,GRL,Total,0,,,,
2016,2020,GRL,Total,0,,,,
2000,2005,GTM,Natural,0.075,,,,
2006,2010,GTM,Natural,0.042,,,,
2011,2015,GTM,Natural,0.041,,,,
2016,2020,GTM,Natural,0.061,,,,
2000,2005,GTM,Planted,0.017,,,,
2006,2010,GTM,Planted,0.013,,,,
2011,2015,GTM,Planted,0.027,,,,
2016,2020,GTM,Planted,0.015,,,,
2000,2005,GTM,Total,0.092,,,,
2006,2010,GTM,Total,0.056,,,,
2011,2015,GTM,Total,0.068,,,,
2016,2020,GTM,Total,0.076,,,,
2000,2005,GUF,Natural,0.0038,,,,
2006,2010,GUF,Natural,0.003,,,,
2011,2015,GUF,Natural,0.002,,,,
2016,2020,GUF,Natural,0.0014,,,,
2000,2005,GUF,Planted,0.0000011,,,,
2006,2010,GUF,Planted,0.000000077,,,,
2011,2015,GUF,Planted,0.00000015,,,,
2016,2020,GUF,Planted,0.00000038,,,,
2000,2005,GUF,Total,0.0038,,,,
2006,2010,GUF,Total,0.003,,,,
2011,2015,GUF,Total,0.002,,,,
2016,2020,GUF,Total,0.0014,,,,
2000,2005,GUM,Natural,0,,,,
2006,2010,GUM,Natural,0,,,,
2011,2015,GUM,Natural,0,,,,
2016,2020,GUM,Natural,0,,,,
2000,2005,GUM,Planted,0,,,,
2006,2010,GUM,Planted,0,,,,
2011,2015,GUM,Planted,0,,,,
2016,2020,GUM,Planted,0,,,,
2000,2005,GUM,Total,0,,,,
2006,2010,GUM,Total,0,,,,
2011,2015,GUM,Total,0,,,,
2016,2020,GUM,Total,0,,,,
2000,2005,GUY,Natural,0.017,,,,
2006,2010,GUY,Natural,0.0083,,,,
2011,2015,GUY,Natural,0.0033,,,,
2016,2020,GUY,Natural,0.0023,,,,
2000,2005,GUY,Planted,0,,,,
2006,2010,GUY,Planted,0,,,,
2011,2015,GUY,Planted,0,,,,
2016,2020,GUY,Planted,0,,,,
2000,2005,GUY,Total,0.017,,,,
2006,2010,GUY,Total,0.0083,,,,
2011,2015,GUY,Total,0.0033,,,,
2016,2020,GUY,Total,0.0023,,,,
2000,2005,HMD,Natural,0,,,,
2006,2010,HMD,Natural,0,,,,
2011,2015,HMD,Natural,0,,,,
2016,2020,HMD,Natural,0,,,,
2000,2005,HMD,Planted,0,,,,
2006,2010,HMD,Planted,0,,,,
2011,2015,HMD,Planted,0,,,,
2016,2020,HMD,Planted,0,,,,
2000,2005,HMD,Total,0,,,,
2006,2010,HMD,Total,0,,,,
2011,2015,HMD,Total,0,,,,
2016,2020,HMD,Total,0,,,,
2000,2005,HND,Natural,0.032,,,,
2006,2010,HND,Natural,0.016,,,,
2011,2015,HND,Natural,0.011,,,,
2016,2020,HND,Natural,0.019,,,,
2000,2005,HND,Planted,0.019,,,,
2006,2010,HND,Planted,0.012,,,,
2011,2015,HND,Planted,0.014,,,,
2016,2020,HND,Planted,0.015,,,,
2000,2005,HND,Total,0.051,,,,
2006,2010,HND,Total,0.027,,,,
2011,2015,HND,Total,0.025,,,,
2016,2020,HND,Total,0.034,,,,
2000,2005,HRV,Natural,0.017,,,,
2006,2010,HRV,Natural,0.015,,,,
2011,2015,HRV,Natural,0.01,,,,
2016,2020,HRV,Natural,0.011,,,,
2000,2005,HRV,Planted,0.0025,,,,
2006,2010,HRV,Planted,0.0026,,,,
2011,2015,HRV,Planted,0.0011,,,,
2016,2020,HRV,Planted,0.00057,,,,
2000,2005,HRV,Total,0.019,,,,
2006,2010,HRV,Total,0.018,,,,
2011,2015,HRV,Total,0.011,,,,
2016,2020,HRV,Total,0.012,,,,
2000,2005,HTI,Natural,0.0023,,,,
2006,2010,HTI,Natural,0.0019,,,,
2011,2015,HTI,Natural,0.0019,,,,
2016,2020,HTI,Natural,0.0078,,,,
2000,2005,HTI,Planted,0.00000058,,,,
2006,2010,HTI,Planted,0,,,,
2011,2015,HTI,Planted,0.000000073,,,,
2016,2020,HTI,Planted,0.000000073,,,,
2000,2005,HTI,Total,0.0023,,,,
2006,2010,HTI,Total,0.0019,,,,
2011,2015,HTI,Total,0.0019,,,,
2016,2020,HTI,Total,0.0078,,,,
2000,2005,HUN,Natural,0.037,,,,
2006,2010,HUN,Natural,0.041,,,,
2011,2015,HUN,Natural,0.04,,,,
2016,2020,HUN,Natural,0.03,,,,
2000,2005,HUN,Planted,0.019,,,,
2006,2010,HUN,Planted,0.02,,,,
2011,2015,HUN,Planted,0.015,,,,
2016,2020,HUN,Planted,0.004,,,,
2000,2005,HUN,Total,0.057,,,,
2006,2010,HUN,Total,0.062,,,,
2011,2015,HUN,Total,0.055,,,,
2016,2020,HUN,Total,0.034,,,,
2000,2005,IDN,Natural,0.66,,,,
2006,2010,IDN,Natural,0.31,,,,
2011,2015,IDN,Natural,0.27,,,,
2016,2020,IDN,Natural,0.27,,,,
2000,2005,IDN,Planted,1.2,,,,
2006,2010,IDN,Planted,0.86,,,,
2011,2015,IDN,Planted,0.81,,,,
2016,2020,IDN,Planted,0.51,,,,
2000,2005,IDN,Total,1.9,,,,
2006,2010,IDN,Total,1.2,,,,
2011,2015,IDN,Total,1.1,,,,
2016,2020,IDN,Total,0.78,,,,
2000,2005,IMN,Natural,0.00022,,,,
2006,2010,IMN,Natural,0.00015,,,,
2011,2015,IMN,Natural,0.00012,,,,
2016,2020,IMN,Natural,0.00014,,,,
2000,2005,IMN,Planted,0.00019,,,,
2006,2010,IMN,Planted,0.000093,,,,
2011,2015,IMN,Planted,0.000052,,,,
2016,2020,IMN,Planted,0.00003,,,,
2000,2005,IMN,Total,0.00041,,,,
2006,2010,IMN,Total,0.00024,,,,
2011,2015,IMN,Total,0.00018,,,,
2016,2020,IMN,Total,0.00017,,,,
2000,2005,IND,Natural,0.33,,,,
2006,2010,IND,Natural,0.3,,,,
2011,2015,IND,Natural,0.29,,,,
2016,2020,IND,Natural,0.69,,,,
2000,2005,IND,Planted,0.056,,,,
2006,2010,IND,Planted,0.034,,,,
2011,2015,IND,Planted,0.025,,,,
2016,2020,IND,Planted,0.046,,,,
2000,2005,IND,Total,0.39,,,,
2006,2010,IND,Total,0.33,,,,
2011,2015,IND,Total,0.32,,,,
2016,2020,IND,Total,0.74,,,,
2000,2005,IOT,Natural,0,,,,
2006,2010,IOT,Natural,0,,,,
2011,2015,IOT,Natural,0,,,,
2016,2020,IOT,Natural,0,,,,
2000,2005,IOT,Planted,0,,,,
2006,2010,IOT,Planted,0,,,,
2011,2015,IOT,Planted,0,,,,
2016,2020,IOT,Planted,0,,,,
2000,2005,IOT,Total,0,,,,
2006,2010,IOT,Total,0,,,,
2011,2015,IOT,Total,0,,,,
2016,2020,IOT,Total,0,,,,
2000,2005,IRL,Natural,0.019,,,,
2006,2010,IRL,Natural,0.027,,,,
2011,2015,IRL,Natural,0.032,,,,
2016,2020,IRL,Natural,0.036,,,,
2000,2005,IRL,Planted,0.059,,,,
2006,2010,IRL,Planted,0.062,,,,
2011,2015,IRL,Planted,0.038,,,,
2016,2020,IRL,Planted,0.013,,,,
2000,2005,IRL,Total,0.078,,,,
2006,2010,IRL,Total,0.089,,,,
2011,2015,IRL,Total,0.07,,,,
2016,2020,IRL,Total,0.048,,,,
2000,2005,IRN,Natural,0.0062,,,,
2006,2010,IRN,Natural,0.0061,,,,
2011,2015,IRN,Natural,0.01,,,,
2016,2020,IRN,Natural,0.024,,,,
2000,2005,IRN,Planted,0.00052,,,,
2006,2010,IRN,Planted,0.00051,,,,
2011,2015,IRN,Planted,0.00075,,,,
2016,2020,IRN,Planted,0.002,,,,
2000,2005,IRN,Total,0.0068,,,,
2006,2010,IRN,Total,0.0067,,,,
2011,2015,IRN,Total,0.011,,,,
2016,2020,IRN,Total,0.026,,,,
2000,2005,IRQ,Natural,0.0019,,,,
2006,2010,IRQ,Natural,0.001,,,,
2011,2015,IRQ,Natural,0.0011,,,,
2016,2020,IRQ,Natural,0.0051,,,,
2000,2005,IRQ,Planted,0.000067,,,,
2006,2010,IRQ,Planted,0.000047,,,,
2011,2015,IRQ,Planted,0.000076,,,,
2016,2020,IRQ,Planted,0.00018,,,,
2000,2005,IRQ,Total,0.002,,,,
2006,2010,IRQ,Total,0.0011,,,,
2011,2015,IRQ,Total,0.0012,,,,
2016,2020,IRQ,Total,0.0053,,,,
2000,2005,ISL,Natural,0,,,,
2006,2010,ISL,Natural,0,,,,
2011,2015,ISL,Natural,0,,,,
2016,2020,ISL,Natural,0,,,,
2000,2005,ISL,Planted,0,,,,
2006,2010,ISL,Planted,0,,,,
2011,2015,ISL,Planted,0,,,,
2016,2020,ISL,Planted,0,,,,
2000,2005,ISL,Total,0,,,,
2006,2010,ISL,Total,0,,,,
2011,2015,ISL,Total,0,,,,
2016,2020,ISL,Total,0,,,,
2000,2005,ISR,Natural,0.0006,,,,
2006,2010,ISR,Natural,0.0012,,,,
2011,2015,ISR,Natural,0.0011,,,,
2016,2020,ISR,Natural,0.0022,,,,
2000,2005,ISR,Planted,0.000054,,,,
2006,2010,ISR,Planted,0.000038,,,,
2011,2015,ISR,Planted,0.000041,,,,
2016,2020,ISR,Planted,0.000094,,,,
2000,2005,ISR,Total,0.00065,,,,
2006,2010,ISR,Total,0.0012,,,,
2011,2015,ISR,Total,0.0011,,,,
2016,2020,ISR,Total,0.0023,,,,
2000,2005,ITA,Natural,0.046,,,,
2006,2010,ITA,Natural,0.034,,,,
2011,2015,ITA,Natural,0.037,,,,
2016,2020,ITA,Natural,0.065,,,,
2000,2005,ITA,Planted,0.0016,,,,
2006,2010,ITA,Planted,0.0018,,,,
2011,2015,ITA,Planted,0.0017,,,,
2016,2020,ITA,Planted,0.0025,,,,
2000,2005,ITA,Total,0.047,,,,
2006,2010,ITA,Total,0.035,,,,
2011,2015,ITA,Total,0.039,,,,
2016,2020,ITA,Total,0.068,,,,
2000,2005,JAM,Natural,0.0019,,,,
2006,2010,JAM,Natural,0.0012,,,,
2011,2015,JAM,Natural,0.00091,,,,
2016,2020,JAM,Natural,0.0019,,,,
2000,2005,JAM,Planted,0.0000013,,,,
2006,2010,JAM,Planted,0.00000029,,,,
2011,2015,JAM,Planted,0.00000037,,,,
2016,2020,JAM,Planted,0.00000081,,,,
2000,2005,JAM,Total,0.0019,,,,
2006,2010,JAM,Total,0.0012,,,,
2011,2015,JAM,Total,0.00091,,,,
2016,2020,JAM,Total,0.0019,,,,
2000,2005,JEY,Natural,0.000025,,,,
2006,2010,JEY,Natural,0.000014,,,,
2011,2015,JEY,Natural,0.000018,,,,
2016,2020,JEY,Natural,0.000041,,,,
2000,2005,JEY,Planted,0.0000055,,,,
2006,2010,JEY,Planted,0.0000016,,,,
2011,2015,JEY,Planted,0.0000018,,,,
2016,2020,JEY,Planted,0.0000026,,,,
2000,2005,JEY,Total,0.000031,,,,
2006,2010,JEY,Total,0.000015,,,,
2011,2015,JEY,Total,0.00002,,,,
2016,2020,JEY,Total,0.000044,,,,
2000,2005,JOR,Natural,0.000026,,,,
2006,2010,JOR,Natural,0.000068,,,,
2011,2015,JOR,Natural,0.00014,,,,
2016,2020,JOR,Natural,0.00056,,,,
2000,2005,JOR,Planted,0.0000035,,,,
2006,2010,JOR,Planted,0.0000061,,,,
2011,2015,JOR,Planted,0.000025,,,,
2016,2020,JOR,Planted,0.000043,,,,
2000,2005,JOR,Total,0.000029,,,,
2006,2010,JOR,Total,0.000074,,,,
2011,2015,JOR,Total,0.00017,,,,
2016,2020,JOR,Total,0.0006,,,,
2000,2005,JPN,Natural,0.071,,,,
2006,2010,JPN,Natural,0.039,,,,
2011,2015,JPN,Natural,0.025,,,,
2016,2020,JPN,Natural,0.028,,,,
2000,2005,JPN,Planted,0.031,,,,
2006,2010,JPN,Planted,0.014,,,,
2011,2015,JPN,Planted,0.0074,,,,
2016,2020,JPN,Planted,0.0052,,,,
2000,2005,JPN,Total,0.1,,,,
2006,2010,JPN,Total,0.053,,,,
2011,2015,JPN,Total,0.033,,,,
2016,2020,JPN,Total,0.033,,,,
2000,2005,KAZ,Natural,0.0068,,,,
2006,2010,KAZ,Natural,0.0068,,,,
2011,2015,KAZ,Natural,0.0095,,,,
2016,2020,KAZ,Natural,0.037,,,,
2000,2005,KAZ,Planted,0.0035,,,,
2006,2010,KAZ,Planted,0.0024,,,,
2011,2015,KAZ,Planted,0.0013,,,,
2016,2020,KAZ,Planted,0.0036,,,,
2000,2005,KAZ,Total,0.01,,,,
2006,2010,KAZ,Total,0.0092,,,,
2011,2015,KAZ,Total,0.011,,,,
2016,2020,KAZ,Total,0.041,,,,
2000,2005,KEN,Natural,0.022,,,,
2006,2010,KEN,Natural,0.021,,,,
2011,2015,KEN,Natural,0.025,,,,
2016,2020,KEN,Natural,0.036,,,,
2000,2005,KEN,Planted,0.0054,,,,
2006,2010,KEN,Planted,0.0052,,,,
2011,2015,KEN,Planted,0.0015,,,,
2016,2020,KEN,Planted,0.001,,,,
2000,2005,KEN,Total,0.027,,,,
2006,2010,KEN,Total,0.026,,,,
2011,2015,KEN,Total,0.026,,,,
2016,2020,KEN,Total,0.037,,,,
2000,2005,KGZ,Natural,0.0092,,,,
2006,2010,KGZ,Natural,0.0077,,,,
2011,2015,KGZ,Natural,0.0075,,,,
2016,2020,KGZ,Natural,0.043,,,,
2000,2005,KGZ,Planted,0.000042,,,,
2006,2010,KGZ,Planted,0.000058,,,,
2011,2015,KGZ,Planted,0.000062,,,,
2016,2020,KGZ,Planted,0.00017,,,,
2000,2005,KGZ,Total,0.0092,,,,
2006,2010,KGZ,Total,0.0077,,,,
2011,2015,KGZ,Total,0.0076,,,,
2016,2020,KGZ,Total,0.043,,,,
2000,2005,KHM,Natural,0.027,,,,
2006,2010,KHM,Natural,0.025,,,,
2011,2015,KHM,Natural,0.026,,,,
2016,2020,KHM,Natural,0.035,,,,
2000,2005,KHM,Planted,0.011,,,,
2006,2010,KHM,Planted,0.0089,,,,
2011,2015,KHM,Planted,0.0078,,,,
2016,2020,KHM,Planted,0.0058,,,,
2000,2005,KHM,Total,0.038,,,,
2006,2010,KHM,Total,0.034,,,,
2011,2015,KHM,Total,0.034,,,,
2016,2020,KHM,Total,0.041,,,,
2000,2005,KIR,Natural,0,,,,
2006,2010,KIR,Natural,0,,,,
2011,2015,KIR,Natural,0,,,,
2016,2020,KIR,Natural,0,,,,
2000,2005,KIR,Planted,0,,,,
2006,2010,KIR,Planted,0,,,,
2011,2015,KIR,Planted,0,,,,
2016,2020,KIR,Planted,0,,,,
2000,2005,KIR,Total,0,,,,
2006,2010,KIR,Total,0,,,,
2011,2015,KIR,Total,0,,,,
2016,2020,KIR,Total,0,,,,
2000,2005,KNA,Natural,0.000055,,,,
2006,2010,KNA,Natural,0.000093,,,,
2011,2015,KNA,Natural,0.00014,,,,
2016,2020,KNA,Natural,0.00014,,,,
2000,2005,KNA,Planted,0,,,,
2006,2010,KNA,Planted,0,,,,
2011,2015,KNA,Planted,0,,,,
2016,2020,KNA,Planted,0,,,,
2000,2005,KNA,Total,0.000055,,,,
2006,2010,KNA,Total,0.000093,,,,
2011,2015,KNA,Total,0.00014,,,,
2016,2020,KNA,Total,0.00014,,,,
2000,2005,KOR,Natural,0.034,,,,
2006,2010,KOR,Natural,0.019,,,,
2011,2015,KOR,Natural,0.012,,,,
2016,2020,KOR,Natural,0.015,,,,
2000,2005,KOR,Planted,0.015,,,,
2006,2010,KOR,Planted,0.0087,,,,
2011,2015,KOR,Planted,0.0039,,,,
2016,2020,KOR,Planted,0.002,,,,
2000,2005,KOR,Total,0.049,,,,
2006,2010,KOR,Total,0.027,,,,
2011,2015,KOR,Total,0.016,,,,
2016,2020,KOR,Total,0.017,,,,
2000,2005,KWT,Natural,0.00000067,,,,
2006,2010,KWT,Natural,0.0000029,,,,
2011,2015,KWT,Natural,0.000015,,,,
2016,2020,KWT,Natural,0.000032,,,,
2000,2005,KWT,Planted,0,,,,
2006,2010,KWT,Planted,0,,,,
2011,2015,KWT,Planted,0,,,,
2016,2020,KWT,Planted,0,,,,
2000,2005,KWT,Total,0.00000067,,,,
2006,2010,KWT,Total,0.0000029,,,,
2011,2015,KWT,Total,0.000015,,,,
2016,2020,KWT,Total,0.000032,,,,
2000,2005,LAO,Natural,0.048,,,,
2006,2010,LAO,Natural,0.015,,,,
2011,2015,LAO,Natural,0.013,,,,
2016,2020,LAO,Natural,0.017,,,,
2000,2005,LAO,Planted,0.0032,,,,
2006,2010,LAO,Planted,0.0023,,,,
2011,2015,LAO,Planted,0.0019,,,,
2016,2020,LAO,Planted,0.0016,,,,
2000,2005,LAO,Total,0.051,,,,
2006,2010,LAO,Total,0.017,,,,
2011,2015,LAO,Total,0.015,,,,
2016,2020,LAO,Total,0.018,,,,
2000,2005,LBN,Natural,0.00069,,,,
2006,2010,LBN,Natural,0.0014,,,,
2011,2015,LBN,Natural,0.0015,,,,
2016,2020,LBN,Natural,0.0027,,,,
2000,2005,LBN,Planted,0.000025,,,,
2006,2010,LBN,Planted,0.000034,,,,
2011,2015,LBN,Planted,0.000023,,,,
2016,2020,LBN,Planted,0.00004,,,,
2000,2005,LBN,Total,0.00072,,,,
2006,2010,LBN,Total,0.0014,,,,
2011,2015,LBN,Total,0.0015,,,,
2016,2020,LBN,Total,0.0027,,,,
2000,2005,LBR,Natural,0.034,,,,
2006,2010,LBR,Natural,0.016,,,,
2011,2015,LBR,Natural,0.0014,,,,
2016,2020,LBR,Natural,0.0037,,,,
2000,2005,LBR,Planted,0.0012,,,,
2006,2010,LBR,Planted,0.00097,,,,
2011,2015,LBR,Planted,0.00025,,,,
2016,2020,LBR,Planted,0.00053,,,,
2000,2005,LBR,Total,0.035,,,,
2006,2010,LBR,Total,0.017,,,,
2011,2015,LBR,Total,0.0017,,,,
2016,2020,LBR,Total,0.0043,,,,
2000,2005,LBY,Natural,0.000072,,,,
2006,2010,LBY,Natural,0.00022,,,,
2011,2015,LBY,Natural,0.0003,,,,
2016,2020,LBY,Natural,0.0009,,,,
2000,2005,LBY,Planted,0,,,,
2006,2010,LBY,Planted,0.00000074,,,,
2011,2015,LBY,Planted,0.0000051,,,,
2016,2020,LBY,Planted,0.0000044,,,,
2000,2005,LBY,Total,0.000072,,,,
2006,2010,LBY,Total,0.00022,,,,
2011,2015,LBY,Total,0.0003,,,,
2016,2020,LBY,Total,0.00091,,,,
2000,2005,LCA,Natural,0.000057,,,,
2006,2010,LCA,Natural,0.000026,,,,
2011,2015,LCA,Natural,0.000022,,,,
2016,2020,LCA,Natural,0.000038,,,,
2000,2005,LCA,Planted,0,,,,
2006,2010,LCA,Planted,0,,,,
2011,2015,LCA,Planted,0,,,,
2016,2020,LCA,Planted,0,,,,
2000,2005,LCA,Total,0.000057,,,,
2006,2010,LCA,Total,0.000026,,,,
2011,2015,LCA,Total,0.000022,,,,
2016,2020,LCA,Total,0.000038,,,,
2000,2005,LIE,Natural,0.000015,,,,
2006,2010,LIE,Natural,0.0000086,,,,
2011,2015,LIE,Natural,0.0000073,,,,
2016,2020,LIE,Natural,0.000022,,,,
