year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2000,WLD,Stunting,33,,,,
2005,WLD,Stunting,31.1,,,,
2010,WLD,Stunting,27.9,,,,
2011,WLD,Stunting,27.1,,,,
2012,WLD,Stunting,26.3,,,,
2013,WLD,Stunting,25.7,,,,
2014,WLD,Stunting,25.1,,,,
2015,WLD,Stunting,24.6,,,,
2016,WLD,Stunting,24.1,,,,
2017,WLD,Stunting,23.7,,,,
2018,WLD,Stunting,23.3,,,,
2019,WLD,Stunting,23,,,,
2020,WLD,Stunting,22.7,,,,
2021,WLD,Stunting,22.5,,,,
2022,WLD,Stunting,22.3,,,,
2000,WLD,Overweight,5.3,,,,
2005,WLD,Overweight,5.6,,,,
2010,WLD,Overweight,5.5,,,,
2011,WLD,Overweight,5.5,,,,
2012,WLD,Overweight,5.5,,,,
2013,WLD,Overweight,5.5,,,,
2014,WLD,Overweight,5.5,,,,
2015,WLD,Overweight,5.5,,,,
2016,WLD,Overweight,5.5,,,,
2017,WLD,Overweight,5.6,,,,
2018,WLD,Overweight,5.6,,,,
2019,WLD,Overweight,5.6,,,,
2020,WLD,Overweight,5.6,,,,
2021,WLD,Overweight,5.6,,,,
2022,WLD,Overweight,5.6,,,,
2000,WLD,Wasting,8.7,,,,
2005,WLD,Wasting,8.3,,,,
2010,WLD,Wasting,7.7,,,,
2011,WLD,Wasting,7.6,,,,
2012,WLD,Wasting,7.5,,,,
2013,WLD,Wasting,7.4,,,,
2014,WLD,Wasting,7.3,,,,
2015,WLD,Wasting,7.2,,,,
2016,WLD,Wasting,7.1,,,,
2017,WLD,Wasting,7,,,,
2018,WLD,Wasting,6.9,,,,
2019,WLD,Wasting,6.9,,,,
2020,WLD,Wasting,6.8,,,,
2021,WLD,Wasting,6.8,,,,
2022,WLD,Wasting,6.8,,,,
1997,AFG,Wasting,17.3,,,,
2004,AFG,Wasting,9.1,,,,
2013,AFG,Wasting,9.5,,,,
2018,AFG,Wasting,5.1,,,,
2005,ALB,Wasting,7.3,,,,
2009,ALB,Wasting,9.6,,,,
2017,ALB,Wasting,1.6,,,,
1987,DZA,Wasting,4,,,,
1992,DZA,Wasting,7.1,,,,
1995,DZA,Wasting,9.6,,,,
2000,DZA,Wasting,3.1,,,,
2002,DZA,Wasting,9.6,,,,
2006,DZA,Wasting,4.1,,,,
2012,DZA,Wasting,4.1,,,,
2019,DZA,Wasting,2.7,,,,
1996,AGO,Wasting,7.7,,,,
2007,AGO,Wasting,8.3,,,,
2015,AGO,Wasting,4.9,,,,
1994,ARG,Wasting,1.6,,,,
1996,ARG,Wasting,4.2,,,,
2005,ARG,Wasting,1.7,,,,
2018,ARG,Wasting,1.7,,,,
1998,ARM,Wasting,3.3,,,,
2000,ARM,Wasting,2.5,,,,
2005,ARM,Wasting,5.4,,,,
2010,ARM,Wasting,4.1,,,,
2016,ARM,Wasting,4.4,,,,
1995,AUS,Wasting,0,,,,
2007,AUS,Wasting,0.2,,,,
1996,AZE,Wasting,3.8,,,,
2000,AZE,Wasting,9,,,,
2001,AZE,Wasting,3.2,,,,
2006,AZE,Wasting,6.8,,,,
2011,AZE,Wasting,6.6,,,,
2013,AZE,Wasting,3.2,,,,
1989,BHR,Wasting,6.8,,,,
1995,BHR,Wasting,6.6,,,,
1986,BGD,Wasting,17.3,,,,
1990,BGD,Wasting,17.5,,,,
1991,BGD,Wasting,15.2,,,,
1992,BGD,Wasting,16.1,,,,
1993,BGD,Wasting,14,,,,
1994,BGD,Wasting,16.7,,,,
1995,BGD,Wasting,15.1,,,,
1996,BGD,Wasting,15.5,,,,
1997,BGD,Wasting,20.7,,,,
1998,BGD,Wasting,15,,,,
1999,BGD,Wasting,13.7,,,,
2000,BGD,Wasting,12.5,,,,
2001,BGD,Wasting,12.7,,,,
2002,BGD,Wasting,12.4,,,,
2003,BGD,Wasting,12.5,,,,
2004,BGD,Wasting,14.6,,,,
2005,BGD,Wasting,13.2,,,,
2006,BGD,Wasting,11.9,,,,
2007,BGD,Wasting,17.5,,,,
2011,BGD,Wasting,13.9,,,,
2012,BGD,Wasting,13.4,,,,
2013,BGD,Wasting,13.9,,,,
2014,BGD,Wasting,14.4,,,,
2015,BGD,Wasting,15.6,,,,
2018,BGD,Wasting,8.4,,,,
2019,BGD,Wasting,9.7,,,,
2012,BRB,Wasting,6.8,,,,
2005,BLR,Wasting,2.2,,,,
2014,BEL,Wasting,0.4,,,,
2006,BLZ,Wasting,1.9,,,,
2011,BLZ,Wasting,3.3,,,,
2015,BLZ,Wasting,1.8,,,,
1996,BEN,Wasting,15,,,,
2001,BEN,Wasting,9,,,,
2008,BEN,Wasting,5.2,,,,
2014,BEN,Wasting,4.5,,,,
2018,BEN,Wasting,5,,,,
1987,BTN,Wasting,5.2,,,,
1999,BTN,Wasting,2.6,,,,
2008,BTN,Wasting,4.5,,,,
2010,BTN,Wasting,5.9,,,,
1989,BOL,Wasting,1.9,,,,
1994,BOL,Wasting,4.7,,,,
1998,BOL,Wasting,1.6,,,,
2003,BOL,Wasting,1.7,,,,
2008,BOL,Wasting,1.4,,,,
2012,BOL,Wasting,1.5,,,,
2016,BOL,Wasting,2,,,,
2000,BIH,Wasting,7.4,,,,
2006,BIH,Wasting,4,,,,
2012,BIH,Wasting,2.3,,,,
1996,BWA,Wasting,13.2,,,,
2000,BWA,Wasting,5.9,,,,
2007,BWA,Wasting,7.3,,,,
1989,BRA,Wasting,2.4,,,,
1996,BRA,Wasting,2.8,,,,
2007,BRA,Wasting,1.8,,,,
2019,BRA,Wasting,3.1,,,,
2009,BRN,Wasting,2.9,,,,
2004,BGR,Wasting,3.6,,,,
2007,BGR,Wasting,4.7,,,,
2014,BGR,Wasting,5.9,,,,
1993,BFA,Wasting,15.4,,,,
1999,BFA,Wasting,15.5,,,,
2009,BFA,Wasting,11.3,,,,
2010,BFA,Wasting,13.2,,,,
2011,BFA,Wasting,10.4,,,,
2012,BFA,Wasting,10.7,,,,
2013,BFA,Wasting,8.1,,,,
2014,BFA,Wasting,8.5,,,,
2015,BFA,Wasting,10.2,,,,
2016,BFA,Wasting,7.5,,,,
2017,BFA,Wasting,8.6,,,,
2018,BFA,Wasting,8.4,,,,
2019,BFA,Wasting,8.1,,,,
2020,BFA,Wasting,8,,,,
2021,BFA,Wasting,10.2,,,,
1987,BDI,Wasting,7,,,,
2000,BDI,Wasting,8.1,,,,
2005,BDI,Wasting,9,,,,
2010,BDI,Wasting,6,,,,
2016,BDI,Wasting,5.1,,,,
2018,BDI,Wasting,4.8,,,,
2019,BDI,Wasting,4.8,,,,
2020,BDI,Wasting,5.7,,,,
2022,BDI,Wasting,4.9,,,,
1985,CPV,Wasting,4.2,,,,
1994,CPV,Wasting,6.9,,,,
1996,KHM,Wasting,13.4,,,,
2000,KHM,Wasting,17.1,,,,
2005,KHM,Wasting,8.5,,,,
2008,KHM,Wasting,9.1,,,,
2010,KHM,Wasting,11,,,,
2014,KHM,Wasting,9.7,,,,
2021,KHM,Wasting,9.6,,,,
1991,CMR,Wasting,4.5,,,,
1998,CMR,Wasting,7.3,,,,
2004,CMR,Wasting,6.2,,,,
2006,CMR,Wasting,7.6,,,,
2011,CMR,Wasting,5.7,,,,
2014,CMR,Wasting,5.2,,,,
2018,CMR,Wasting,4.3,,,,
1994,CAF,Wasting,8.1,,,,
2000,CAF,Wasting,10.4,,,,
2006,CAF,Wasting,12.1,,,,
2010,CAF,Wasting,7.4,,,,
2012,CAF,Wasting,7.4,,,,
2014,CAF,Wasting,6.2,,,,
2018,CAF,Wasting,6.5,,,,
2019,CAF,Wasting,5.3,,,,
1997,TCD,Wasting,16.5,,,,
2000,TCD,Wasting,13.9,,,,
2004,TCD,Wasting,16.2,,,,
2010,TCD,Wasting,16.3,,,,
2015,TCD,Wasting,13.3,,,,
2017,TCD,Wasting,13.5,,,,
2018,TCD,Wasting,13.6,,,,
2019,TCD,Wasting,13,,,,
2020,TCD,Wasting,9.5,,,,
2021,TCD,Wasting,10.2,,,,
2022,TCD,Wasting,8.3,,,,
1986,CHL,Wasting,0.7,,,,
1994,CHL,Wasting,0.5,,,,
1995,CHL,Wasting,0.5,,,,
1996,CHL,Wasting,0.5,,,,
1998,CHL,Wasting,0.6,,,,
1999,CHL,Wasting,0.5,,,,
2001,CHL,Wasting,0.5,,,,
2002,CHL,Wasting,0.5,,,,
2003,CHL,Wasting,0.5,,,,
2004,CHL,Wasting,0.5,,,,
2006,CHL,Wasting,0.5,,,,
2007,CHL,Wasting,0.3,,,,
2008,CHL,Wasting,0.3,,,,
2013,CHL,Wasting,0.3,,,,
2014,CHL,Wasting,0.3,,,,
1987,CHN,Wasting,4.8,,,,
1990,CHN,Wasting,4.2,,,,
1992,CHN,Wasting,3.9,,,,
1995,CHN,Wasting,5,,,,
1998,CHN,Wasting,2.4,,,,
2000,CHN,Wasting,2.5,,,,
2002,CHN,Wasting,3,,,,
2005,CHN,Wasting,2.9,,,,
2008,CHN,Wasting,2.6,,,,
2009,CHN,Wasting,2.6,,,,
2010,CHN,Wasting,2.3,,,,
2013,CHN,Wasting,1.9,,,,
2017,CHN,Wasting,1.9,,,,
1986,COL,Wasting,1.1,,,,
1989,COL,Wasting,3.8,,,,
1995,COL,Wasting,1.7,,,,
2000,COL,Wasting,1,,,,
2005,COL,Wasting,1.6,,,,
2010,COL,Wasting,0.9,,,,
2016,COL,Wasting,1.6,,,,
1992,COM,Wasting,5.3,,,,
1996,COM,Wasting,9.7,,,,
2000,COM,Wasting,13.3,,,,
2012,COM,Wasting,11.2,,,,
1987,COG,Wasting,6.6,,,,
2005,COG,Wasting,8,,,,
2011,COG,Wasting,6,,,,
2014,COG,Wasting,8.2,,,,
1996,CRI,Wasting,2.4,,,,
2008,CRI,Wasting,0.7,,,,
2018,CRI,Wasting,1.8,,,,
2000,CUB,Wasting,2.4,,,,
2019,CUB,Wasting,2,,,,
1991,CZE,Wasting,2.8,,,,
2001,CZE,Wasting,4.6,,,,
1986,CIV,Wasting,8.5,,,,
1994,CIV,Wasting,9.5,,,,
1998,CIV,Wasting,6.9,,,,
2007,CIV,Wasting,14.3,,,,
2012,CIV,Wasting,7.6,,,,
2016,CIV,Wasting,6.1,,,,
2021,CIV,Wasting,8.4,,,,
1998,PRK,Wasting,20.8,,,,
2000,PRK,Wasting,12.2,,,,
