year,geo,value
1986,WLD,0.20
1987,WLD,0.21
1988,WLD,0.28
1989,WLD,0.23
1990,WLD,0.45
1991,WLD,0.38
1992,WLD,0.64
1993,WLD,1.5
1994,WLD,1.7
1995,WLD,2.0
1996,WLD,2.6
1997,WLD,2.9
1998,WLD,3.2
1999,WLD,3.1
2000,WLD,3.1
2001,WLD,3.9
2002,WLD,4.1
2003,WLD,4.7
2004,WLD,4.5
2005,WLD,4.7
2006,WLD,4.6
2007,WLD,4.8
2008,WLD,7.0
2009,WLD,5.2
2010,WLD,4.9
2011,WLD,6.5
2012,WLD,5.0
2013,WLD,5.2
2014,WLD,4.9
2015,WLD,6.6
2016,WLD,6.7
2017,WLD,7.0
2018,WLD,8.1
2019,WLD,8.2
2020,WLD,7.8
2021,WLD,7.9
2022,WLD,7.8
2023,WLD,5.2
2022,ARG,-0.017
2023,ARG,-0.00075
1995,AUS,0.62
1996,AUS,0.8
1997,AUS,5.8
1998,AUS,6.1
1999,AUS,11
2000,AUS,12
2001,AUS,13
2002,AUS,7
2003,AUS,1.5
2004,AUS,4.1
2005,AUS,5.2
2006,AUS,3.1
2007,AUS,3.5
2008,AUS,5.3
2009,AUS,7.7
2010,AUS,8
2011,AUS,11
2012,AUS,3.8
2013,AUS,8
2014,AUS,6.7
2015,AUS,6.2
2016,AUS,2.7
2017,AUS,0.72
2018,AUS,0.7
2019,AUS,0.23
2020,AUS,0.32
2021,AUS,0.7
2022,AUS,0.59
2023,AUS,1.3
1986,CAN,0.87
1987,CAN,0.83
1988,CAN,1.1
1989,CAN,1.1
1990,CAN,0.86
1991,CAN,0.73
1992,CAN,0.91
1993,CAN,1.1
1994,CAN,1
1995,CAN,1.4
1996,CAN,1.4
1997,CAN,1.4
1998,CAN,1.4
1999,CAN,1.3
2000,CAN,0.92
2001,CAN,1.1
2002,CAN,0.7
2003,CAN,0.81
2004,CAN,3.9
2005,CAN,2.3
2006,CAN,2.2
2007,CAN,2.5
2008,CAN,1.6
2009,CAN,0.97
2010,CAN,0.98
2011,CAN,0.98
2012,CAN,0.091
2013,CAN,0.52
2014,CAN,0.5
2015,CAN,0.53
2016,CAN,0.53
2017,CAN,0.57
2018,CAN,0.45
2019,CAN,0.5
2020,CAN,1
2021,CAN,0.46
2022,CAN,1.5
2023,CAN,1.4
1992,CHE,0.1
1993,CHE,1.1
1994,CHE,1.7
1995,CHE,1.9
1996,CHE,2.1
1997,CHE,2.2
1998,CHE,2.1
1999,CHE,0.14
2000,CHE,0.16
2001,CHE,0.41
2002,CHE,0.46
2003,CHE,0.57
2004,CHE,0.7
2005,CHE,0.83
2006,CHE,1.2
2007,CHE,1.6
2008,CHE,1.7
2009,CHE,1.8
2010,CHE,2.2
2011,CHE,2.6
2012,CHE,2.8
2013,CHE,3.3
2014,CHE,7.9
2015,CHE,8.3
2016,CHE,8.4
2017,CHE,9
2018,CHE,9.6
2019,CHE,9.4
2020,CHE,8.9
2021,CHE,9.6
2022,CHE,10
2023,CHE,11
1992,CHL,0.15
1993,CHL,0.083
1994,CHL,0.066
1995,CHL,0.2
1996,CHL,1.2
1997,CHL,2.8
1998,CHL,2.6
1999,CHL,4.4
2000,CHL,5.8
2001,CHL,10
2002,CHL,7.3
2003,CHL,9.8
2004,CHL,9.5
2005,CHL,9.2
2006,CHL,9.8
2007,CHL,9.7
2008,CHL,8
2009,CHL,9.2
2010,CHL,6.8
2011,CHL,9.6
2012,CHL,10
2013,CHL,9.6
2014,CHL,8.1
2015,CHL,7.5
2016,CHL,8.1
2017,CHL,7.9
2018,CHL,7.8
2019,CHL,9.3
2020,CHL,9.4
2021,CHL,8.3
2022,CHL,7.4
2023,CHL,6.6
1996,CHN,7.9
1997,CHN,6.1
1998,CHN,4.4
1999,CHN,12
2000,CHN,3.8
2001,CHN,4.7
2002,CHN,6.3
2003,CHN,7.1
2004,CHN,8.4
2005,CHN,7.8
2006,CHN,5.7
2007,CHN,5.6
2008,CHN,9.6
2009,CHN,5.7
2010,CHN,3.5
2011,CHN,4.7
2012,CHN,3.1
2013,CHN,2.8
2014,CHN,2.8
2015,CHN,2.8
2016,CHN,3
2017,CHN,3.1
2018,CHN,3.6
2019,CHN,3.6
2020,CHN,3.3
2021,CHN,2.3
2022,CHN,2.4
2023,CHN,2.4
1993,COL,0.25
1994,COL,0.34
1995,COL,0.25
1996,COL,0.19
1997,COL,0.31
1998,COL,0.14
1999,COL,0.029
2000,COL,0.083
2001,COL,0.077
2002,COL,0.04
2003,COL,1.3
2004,COL,3.1
2005,COL,2.1
2006,COL,2.9
2007,COL,1.9
2008,COL,1.6
2009,COL,1.1
2010,COL,0.89
2011,COL,0.91
2012,COL,0.39
2013,COL,0.32
2014,COL,0.17
2015,COL,0.12
2016,COL,0.12
2017,COL,0.12
2018,COL,0.15
2019,COL,0.39
2020,COL,0.38
2021,COL,1.1
2022,COL,0.6
2023,COL,0.6
2000,CRI,0.0071
2001,CRI,0.0077
2002,CRI,0.006
2003,CRI,0.057
2004,CRI,0.14
2005,CRI,0.0085
2006,CRI,0.22
2007,CRI,0.59
2008,CRI,0.47
2009,CRI,0.098
2010,CRI,0.36
2011,CRI,0.28
2012,CRI,0.74
2013,CRI,0.38
2014,CRI,0.42
2015,CRI,0.35
2016,CRI,0.27
2017,CRI,0.53
2018,CRI,0.38
2019,CRI,0.18
2020,CRI,0.095
2021,CRI,0.6
2022,CRI,0.56
2023,CRI,0.51
1986,EUU,0.041
1987,EUU,0.046
1988,EUU,0.091
1989,EUU,0.13
1990,EUU,0.72
1991,EUU,0.57
1992,EUU,1.1
1993,EUU,3
1994,EUU,4
1995,EUU,4.3
1996,EUU,4.8
1997,EUU,5.5
1998,EUU,5.3
1999,EUU,5.9
2000,EUU,7.8
2001,EUU,8.6
2002,EUU,7.3
2003,EUU,7.5
2004,EUU,5.5
2005,EUU,6.5
2006,EUU,7.5
2007,EUU,7.1
2008,EUU,9.4
2009,EUU,9.3
2010,EUU,13
2011,EUU,13
2012,EUU,12
2013,EUU,12
2014,EUU,14
2015,EUU,26
2016,EUU,27
2017,EUU,27
2018,EUU,26
2019,EUU,26
2020,EUU,26
2021,EUU,27
2022,EUU,24
2023,EUU,13
2017,GBR,28
2018,GBR,27
2019,GBR,28
2020,GBR,31
2021,GBR,29
2022,GBR,15
2023,GBR,9.2
1990,IDN,0.34
1991,IDN,-0.55
1992,IDN,0.16
1993,IDN,0.1
1994,IDN,0.12
1995,IDN,1.1
1996,IDN,1.6
1997,IDN,-1.7
1998,IDN,-9
1999,IDN,-25
2000,IDN,18
2001,IDN,18
2002,IDN,12
2003,IDN,11
2004,IDN,15
2005,IDN,34
2006,IDN,6.5
2007,IDN,6.8
2008,IDN,-19
2009,IDN,17
2010,IDN,6.1
2011,IDN,8.2
2012,IDN,8.1
2013,IDN,6.7
2014,IDN,5.1
2015,IDN,5.1
2016,IDN,5
2017,IDN,4.4
2018,IDN,5.5
2019,IDN,5.8
2020,IDN,7.3
2021,IDN,38
2022,IDN,18
2023,IDN,2.7
2000,IND,0.16
2001,IND,-0.27
2002,IND,-0.0029
2003,IND,-0.0018
2004,IND,-0.013
2005,IND,-0.00087
2006,IND,-0.017
2007,IND,-0.05
2008,IND,-0.078
2009,IND,-0.14
2010,IND,-0.087
2011,IND,-0.081
2012,IND,-0.035
2013,IND,-0.038
2014,IND,-0.076
2015,IND,-15
2016,IND,-0.49
2018,IND,-0.71
2019,IND,-0.6
2020,IND,-0.27
2021,IND,-0.14
2022,IND,-0.14
2023,IND,-0.28
2008,ISL,0.63
2009,ISL,0.22
2010,ISL,0.29
2011,ISL,0.027
2012,ISL,0.03
1995,ISR,0.2
1996,ISR,0.16
1997,ISR,0.15
1998,ISR,0.17
1999,ISR,0.28
2000,ISR,0.23
2001,ISR,0.22
2002,ISR,0.27
2003,ISR,0.5
2004,ISR,0.36
2005,ISR,0.27
2006,ISR,0.41
2007,ISR,0.78
2008,ISR,0.25
2009,ISR,0.26
2010,ISR,0.29
2011,ISR,0.44
2012,ISR,0.64
2013,ISR,0.55
2014,ISR,0.98
2015,ISR,1.1
2016,ISR,0.99
2017,ISR,1.6
2018,ISR,2.2
2019,ISR,1.9
2020,ISR,4.2
2021,ISR,2.4
2022,ISR,1.7
2023,ISR,1.5
2010,JPN,0.12
2011,JPN,0.12
2012,JPN,0.11
2013,JPN,0.12
2014,JPN,0.14
2015,JPN,0.14
2016,JPN,0.12
2017,JPN,0.12
2018,JPN,0.12
2019,JPN,0.12
2020,JPN,0.11
2021,JPN,0.14
2022,JPN,0.18
2023,JPN,0.16
2003,KAZ,-0.12
2004,KAZ,1.2
2005,KAZ,0.22
2006,KAZ,0.3
2007,KAZ,0.22
2008,KAZ,0.16
2009,KAZ,0.039
2010,KAZ,0.046
2011,KAZ,0.026
2012,KAZ,0.014
1986,KOR,0.43
1987,KOR,0.024
1988,KOR,1.2
1989,KOR,0.46
1990,KOR,0.39
1991,KOR,0.32
1992,KOR,0.3
1993,KOR,0.13
1994,KOR,-0.15
1995,KOR,0.11
1996,KOR,0.054
1997,KOR,0.16
1998,KOR,0.21
1999,KOR,0.31
2000,KOR,0.33
2001,KOR,1.5
2002,KOR,2.2
2003,KOR,3.1
2004,KOR,2.6
2005,KOR,0.72
2006,KOR,0.49
2007,KOR,0.38
2008,KOR,0.42
2009,KOR,0.49
2010,KOR,0.69
2011,KOR,0.56
2012,KOR,0.68
2013,KOR,0.97
2014,KOR,0.62
2015,KOR,0.91
2016,KOR,0.58
2017,KOR,0.74
2018,KOR,0.41
2019,KOR,0.99
2020,KOR,0.3
2021,KOR,0.4
2022,KOR,0.79
2023,KOR,0.57
1996,MEX,0.023
1997,MEX,0.073
1998,MEX,0.033
1999,MEX,0.03
2000,MEX,0.023
2002,MEX,0.22
2003,MEX,0.76
2004,MEX,0.96
2005,MEX,0.77
2006,MEX,0.79
2007,MEX,0.61
2008,MEX,1.2
2009,MEX,1.2
2010,MEX,0.59
2011,MEX,1.1
2012,MEX,0.56
2013,MEX,0.94
2014,MEX,1.8
2015,MEX,1.1
2016,MEX,1.8
2017,MEX,1.5
2018,MEX,1.2
2019,MEX,17
2020,MEX,23
2021,MEX,27
2022,MEX,33
2023,MEX,20
1991,NOR,0.054
1992,NOR,0.062
1993,NOR,0.052
1994,NOR,0.43
1995,NOR,0.48
1996,NOR,0.96
1997,NOR,0.95
1998,NOR,0.96
1999,NOR,1.2
2000,NOR,1.3
2001,NOR,0.64
2002,NOR,1.1
2003,NOR,1.7
2004,NOR,1.7
2005,NOR,1.7
2006,NOR,2.2
2007,NOR,2.7
2008,NOR,2.6
2009,NOR,2.5
2010,NOR,2.6
2011,NOR,2.7
2012,NOR,2.6
2013,NOR,2.6
2014,NOR,2.3
2015,NOR,2.2
2016,NOR,2
2017,NOR,2.3
2018,NOR,2.4
