year,geo,value
2021,ALB,1.7
2022,ALB,1.1
2023,ALB,0.8
2024,ALB,1.0
2021,ASM,0.9
2022,ASM,1.4
2024,ASM,0.8
2022,AGO,1.8
2023,AGO,1.9
2024,AGO,1.3
2021,ARG,0.8
2022,ARG,0.4
2021,BGD,1.9
2022,BGD,1.4
2023,BGD,1.6
2021,BLZ,1.6
2021,BIH,1.0
2022,BIH,1.3
2023,BIH,1.2
2024,BIH,1.1
2021,BRA,1.8
2022,BRA,1.6
2022,BGR,2.1
2023,BGR,2.0
2024,BGR,1.1
2023,BDI,0.0
2022,CPV,1.5
2023,CPV,3.8
2023,CYM,1.7
2022,CHL,2.6
2023,CHL,2.7
2024,CHL,2.7
2021,COL,1.2
2022,COL,2.2
2023,COL,2.2
2022,COK,0.0
2023,COK,1.0
2022,TLS,0.1
2021,ECU,1.2
2022,ECU,1.8
2023,ECU,2.0
2024,ECU,1.6
2023,SWZ,1.2
2022,ETH,1.4
2023,ETH,1.6
2024,ETH,2.6
2025,ETH,1.5
2021,FSM,0.6
2022,FSM,0.8
2023,FSM,0.8
2024,FSM,0.7
2021,FJI,0.6
2022,FJI,0.6
2023,FJI,0.5
2024,FJI,0.3
2021,PYF,1.4
2022,PYF,1.9
2023,PYF,1.5
2021,GHA,0.9
2022,GHA,0.1
2023,GHA,1.3
2024,GHA,0.1
2021,GUM,1.5
2022,GUM,2.4
2021,HND,1.2
2022,HND,1.0
2023,HND,1.1
2024,HND,1.0
2023,IND,0.3
2021,JAM,0.9
2022,JAM,0.9
2023,JAM,1.1
2024,JAM,1.3
2021,KEN,0.8
2022,KEN,1.5
2023,KEN,1.2
2024,KEN,1.0
2022,KIR,1.6
2024,KIR,0.6
2022,XKX,1.0
2023,XKX,1.2
2024,XKX,1.1
2021,LSO,1.0
2021,LBR,0.7
2021,MWI,0.5
2022,MWI,1.0
2023,MWI,1.0
2024,MWI,2.2
2022,MHL,1.4
2024,MHL,0.5
2021,MEX,1.2
2022,MNG,0.0
2021,MOZ,0.8
2022,MOZ,1.0
2023,MOZ,1.0
2024,MOZ,1.1
2021,NRU,3.6
2023,NRU,0.1
2024,NRU,9.1
2023,NPL,2.5
2024,NPL,1.7
2021,NCL,2.9
2023,NCL,4.2
2021,NZL,1.8
2023,NZL,2.6
2021,NGA,0.5
2022,NGA,0.2
2023,NGA,0.1
2024,NGA,0.5
2022,MKD,1.0
2023,MKD,1.8
2024,MKD,0.9
2021,NOR,1.7
2022,NOR,1.5
2023,NOR,1.7
2021,PAK,0.5
2022,PAK,0.2
2023,PAK,0.1
2024,PAK,0.8
2022,PLW,0.8
2023,PLW,0.7
2021,PNG,1.5
2023,PNG,1.3
2024,PNG,1.7
2024,PER,1.9
2021,PHL,3.0
2022,PHL,1.8
2023,PHL,3.6
2024,PHL,1.8
2022,PRT,1.1
2023,PRT,1.0
2021,IRL,0.0
2021,ROU,1.2
2022,ROU,1.1
2023,ROU,1.2
2024,ROU,1.1
2022,SHN,1.1
2023,SHN,0.9
2024,SHN,0.3
2022,KNA,1.2
2024,LCA,1.0
2021,WSM,1.3
2023,WSM,0.7
2024,WSM,0.8
2021,SRB,1.2
2022,SRB,0.6
2023,SRB,1.1
2024,SRB,0.5
2021,SLB,0.8
2022,SLB,0.9
2023,SLB,0.9
2022,SOM,1.1
2021,ZAF,1.0
2024,ZAF,0.8
2021,SSD,0.0
2021,LKA,0.8
2021,TZA,0.9
2022,TZA,1.1
2023,TZA,0.1
2024,TZA,0.9
2021,TON,1.2
2022,TON,1.3
2022,TUR,4.7
2021,UGA,0.6
2022,UGA,1.2
2023,UGA,1.1
2024,UGA,3.1
2021,VUT,1.0
2022,VUT,1.1
2023,VUT,2.2
2024,VUT,1.5
2022,VNM,1.6
2023,VNM,1.5
2024,VNM,1.8
2025,VNM,103
2021,PSE,2.0
2022,PSE,1.4
2023,PSE,1.3
2024,PSE,1.9
2021,ZMB,0.8
2022,ZMB,0.8
2023,ZMB,0.5
2024,ZMB,0.6
