year,geo,disagg,disagg_type,value
2021,WLD,alkaline,small ,1460
2021,WLD,alkaline,medium,860
2021,WLD,alkaline,large,630
2021,WLD,PEM,small ,1760
2021,WLD,PEM,medium,1100
2021,WLD,PEM,large,840
