year,geo,disagg,value
2015,WLD,Total,1.26
2016,WLD,Total,1.22
2017,WLD,Total,1.84
2018,WLD,Total,3.14
2019,WLD,Total,3.28
2020,WLD,Total,4.73
2021,WLD,Total,11.4
2022,WLD,Total,27.9
2023,WLD,Total,45.5
2024,WLD,Total,58.2
2025,WLD,Total,78
2015,WLD,Europe,0.169
2016,WLD,Europe,0.354
2017,WLD,Europe,0.591
2018,WLD,Europe,0.675
2019,WLD,Europe,1.01
2020,WLD,Europe,0.489
2021,WLD,Europe,3.05
2022,WLD,Europe,8.24
2023,WLD,Europe,14.4
2024,WLD,Europe,14.3
2025,WLD,Europe,13.5
2015,WLD,Central and South America,0.0054
2016,WLD,Central and South America,0.00692
2017,WLD,Central and South America,0.0417
2018,WLD,Central and South America,0.00566
2019,WLD,Central and South America,0.0117
2020,WLD,Central and South America,0.0572
2021,WLD,Central and South America,0.0679
2022,WLD,Central and South America,0.131
2023,WLD,Central and South America,0.16
2024,WLD,Central and South America,0.8
2025,WLD,Central and South America,2.59
2015,WLD,North America,0.58
2016,WLD,North America,0.195
2017,WLD,North America,0.302
2018,WLD,North America,0.467
2019,WLD,North America,0.64
2020,WLD,North America,1.08
2021,WLD,North America,4.29
2022,WLD,North America,9.41
2023,WLD,North America,12.8
2024,WLD,North America,15.8
2025,WLD,North America,23.6
2015,WLD,Africa,0.00573
2016,WLD,Africa,0.000506
2017,WLD,Africa,0.00911
2018,WLD,Africa,0.0309
2019,WLD,Africa,0.0039
2020,WLD,Africa,0.0139
2021,WLD,Africa,0.0375
2022,WLD,Africa,0.0489
2023,WLD,Africa,0.134
2024,WLD,Africa,1.17
2025,WLD,Africa,1.63
2015,WLD,Middle East,0.00202
2016,WLD,Middle East,0
2017,WLD,Middle East,0.000149
2018,WLD,Middle East,0.0018
2019,WLD,Middle East,0.112
2020,WLD,Middle East,0.00909
2021,WLD,Middle East,0.00589
2022,WLD,Middle East,0.0181
2023,WLD,Middle East,0.0782
2024,WLD,Middle East,0.248
2025,WLD,Middle East,3.2
2015,WLD,Asia Pacific,0.473
2016,WLD,Asia Pacific,0.665
2017,WLD,Asia Pacific,0.897
2018,WLD,Asia Pacific,1.96
2019,WLD,Asia Pacific,1.5
2020,WLD,Asia Pacific,3.08
2021,WLD,Asia Pacific,3.95
2022,WLD,Asia Pacific,10.1
2023,WLD,Asia Pacific,17.9
2024,WLD,Asia Pacific,25.5
2025,WLD,Asia Pacific,33
