year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2013,WLD,Total,64,,,,
2014,WLD,Total,64,,,,
2015,WLD,Total,66,,,,
2016,WLD,Total,68,,,,
2017,WLD,Total,74,,,,
2018,WLD,Total,75,,,,
2019,WLD,Total,76,,,,
2020,WLD,Total,77,,,,
2021,WLD,Total,77,,,,
2022,WLD,Total,78,,,,
2023,WLD,Total,79,,,,
2024,WLD,Total,80,,,,
2029,WLD,Total,,84,,,
2030,WLD,Total,,,,100,
2010,WLD,Rural,44,,,,
2011,WLD,Rural,45,,,,
2012,WLD,Rural,47,,,,
2013,WLD,Rural,48,,,,
2014,WLD,Rural,49,,,,
2015,WLD,Rural,52,,,,
2016,WLD,Rural,54,,,,
2017,WLD,Rural,62,,,,
2018,WLD,Rural,63,,,,
2019,WLD,Rural,65,,,,
2020,WLD,Rural,66,,,,
2021,WLD,Rural,68,,,,
2022,WLD,Rural,70,,,,
2023,WLD,Rural,71,,,,
2024,WLD,Rural,71,,,,
2017,WLD,Urban,84,,,,
2018,WLD,Urban,84,,,,
2019,WLD,Urban,84,,,,
2020,WLD,Urban,85,,,,
2021,WLD,Urban,85,,,,
2022,WLD,Urban,85,,,,
2023,WLD,Urban,86,,,,
2024,WLD,Urban,86,,,,
2013,ABW,Total,99,,,,
2014,ABW,Total,99,,,,
2015,ABW,Total,99,,,,
2016,ABW,Total,99,,,,
2017,ABW,Total,99,,,,
2018,ABW,Total,99,,,,
2019,ABW,Total,99,,,,
2020,ABW,Total,99,,,,
2021,ABW,Total,99,,,,
2022,ABW,Total,99,,,,
2023,ABW,Total,99,,,,
2024,ABW,Total,99,,,,
2005,AFG,Total,35,,,,
2006,AFG,Total,35,,,,
2007,AFG,Total,36,,,,
2008,AFG,Total,36,,,,
2009,AFG,Total,36,,,,
2010,AFG,Total,37,,,,
2011,AFG,Total,38,,,,
2012,AFG,Total,39,,,,
2013,AFG,Total,40,,,,
2014,AFG,Total,41,,,,
2015,AFG,Total,42,,,,
2016,AFG,Total,43,,,,
2017,AFG,Total,45,,,,
2018,AFG,Total,46,,,,
2019,AFG,Total,47,,,,
2020,AFG,Total,48,,,,
2021,AFG,Total,49,,,,
2022,AFG,Total,50,,,,
2023,AFG,Total,51,,,,
2024,AFG,Total,52,,,,
2010,AGO,Total,34,,,,
2011,AGO,Total,35,,,,
2012,AGO,Total,35,,,,
2013,AGO,Total,35,,,,
2014,AGO,Total,35,,,,
2015,AGO,Total,35,,,,
2016,AGO,Total,36,,,,
2017,AGO,Total,36,,,,
2018,AGO,Total,36,,,,
2019,AGO,Total,36,,,,
2020,AGO,Total,36,,,,
2021,AGO,Total,36,,,,
2022,AGO,Total,37,,,,
2023,AGO,Total,37,,,,
2024,AGO,Total,37,,,,
2005,ARM,Total,86,,,,
2006,ARM,Total,87,,,,
2007,ARM,Total,88,,,,
2008,ARM,Total,88,,,,
2009,ARM,Total,89,,,,
2010,ARM,Total,89,,,,
2011,ARM,Total,90,,,,
2012,ARM,Total,91,,,,
2013,ARM,Total,91,,,,
2014,ARM,Total,92,,,,
2015,ARM,Total,93,,,,
2016,ARM,Total,93,,,,
2017,ARM,Total,94,,,,
2018,ARM,Total,94,,,,
2019,ARM,Total,94,,,,
2020,ARM,Total,94,,,,
2021,ARM,Total,94,,,,
2022,ARM,Total,94,,,,
2007,AZE,Total,88,,,,
2008,AZE,Total,88,,,,
2009,AZE,Total,88,,,,
2010,AZE,Total,88,,,,
2011,AZE,Total,88,,,,
2012,AZE,Total,89,,,,
2013,AZE,Total,89,,,,
2014,AZE,Total,90,,,,
2015,AZE,Total,90,,,,
2016,AZE,Total,91,,,,
2017,AZE,Total,92,,,,
2018,AZE,Total,92,,,,
2019,AZE,Total,93,,,,
2020,AZE,Total,94,,,,
2021,AZE,Total,94,,,,
2022,AZE,Total,95,,,,
2023,AZE,Total,95,,,,
2024,AZE,Total,96,,,,
2005,BDI,Total,6,,,,
2006,BDI,Total,6,,,,
2007,BDI,Total,6,,,,
2008,BDI,Total,6,,,,
2009,BDI,Total,6,,,,
2010,BDI,Total,6,,,,
2011,BDI,Total,6,,,,
2012,BDI,Total,6,,,,
2013,BDI,Total,6,,,,
2014,BDI,Total,6,,,,
2015,BDI,Total,6,,,,
2016,BDI,Total,6,,,,
2017,BDI,Total,6,,,,
2018,BDI,Total,6,,,,
2019,BDI,Total,6,,,,
2020,BDI,Total,6,,,,
2021,BDI,Total,6,,,,
2022,BDI,Total,6,,,,
2023,BDI,Total,6,,,,
2005,BEN,Total,4,,,,
2006,BEN,Total,4,,,,
2007,BEN,Total,5,,,,
2008,BEN,Total,5,,,,
2009,BEN,Total,6,,,,
2010,BEN,Total,6,,,,
2011,BEN,Total,7,,,,
2012,BEN,Total,7,,,,
2013,BEN,Total,8,,,,
2014,BEN,Total,8,,,,
2015,BEN,Total,9,,,,
2016,BEN,Total,9,,,,
2017,BEN,Total,10,,,,
2018,BEN,Total,10,,,,
2019,BEN,Total,11,,,,
2020,BEN,Total,11,,,,
2021,BEN,Total,11,,,,
2022,BEN,Total,12,,,,
2023,BEN,Total,12,,,,
2024,BEN,Total,13,,,,
2005,BFA,Total,5,,,,
2006,BFA,Total,6,,,,
2007,BFA,Total,7,,,,
2008,BFA,Total,8,,,,
2009,BFA,Total,10,,,,
2010,BFA,Total,11,,,,
2011,BFA,Total,12,,,,
2012,BFA,Total,13,,,,
2013,BFA,Total,14,,,,
2014,BFA,Total,15,,,,
2015,BFA,Total,17,,,,
2016,BFA,Total,18,,,,
2017,BFA,Total,19,,,,
2018,BFA,Total,20,,,,
2019,BFA,Total,21,,,,
2020,BFA,Total,22,,,,
2021,BFA,Total,23,,,,
2022,BFA,Total,25,,,,
2023,BFA,Total,26,,,,
2024,BFA,Total,26,,,,
2005,BGD,Total,20,,,,
2006,BGD,Total,21,,,,
2007,BGD,Total,21,,,,
2008,BGD,Total,21,,,,
2009,BGD,Total,21,,,,
2010,BGD,Total,25,,,,
2011,BGD,Total,28,,,,
2012,BGD,Total,32,,,,
2013,BGD,Total,35,,,,
2014,BGD,Total,38,,,,
2015,BGD,Total,42,,,,
2016,BGD,Total,45,,,,
2017,BGD,Total,49,,,,
2018,BGD,Total,52,,,,
2019,BGD,Total,55,,,,
2020,BGD,Total,59,,,,
2021,BGD,Total,62,,,,
2022,BGD,Total,65,,,,
2023,BGD,Total,69,,,,
2024,BGD,Total,72,,,,
2005,BHR,Total,100,,,,
2006,BHR,Total,100,,,,
2007,BHR,Total,100,,,,
2008,BHR,Total,100,,,,
2009,BHR,Total,100,,,,
2010,BHR,Total,100,,,,
2011,BHR,Total,100,,,,
2012,BHR,Total,100,,,,
2013,BHR,Total,100,,,,
2014,BHR,Total,100,,,,
2015,BHR,Total,100,,,,
2016,BHR,Total,100,,,,
2017,BHR,Total,100,,,,
2018,BHR,Total,100,,,,
2019,BHR,Total,100,,,,
2020,BHR,Total,100,,,,
2021,BHR,Total,100,,,,
2022,BHR,Total,100,,,,
2023,BHR,Total,100,,,,
2024,BHR,Total,100,,,,
2008,BIH,Total,97,,,,
2009,BIH,Total,97,,,,
2010,BIH,Total,97,,,,
2011,BIH,Total,97,,,,
2012,BIH,Total,97,,,,
2013,BIH,Total,97,,,,
2014,BIH,Total,97,,,,
2015,BIH,Total,97,,,,
2016,BIH,Total,97,,,,
2005,BLZ,Total,82,,,,
2006,BLZ,Total,82,,,,
2007,BLZ,Total,82,,,,
2008,BLZ,Total,82,,,,
2009,BLZ,Total,82,,,,
2010,BLZ,Total,83,,,,
2011,BLZ,Total,84,,,,
2012,BLZ,Total,85,,,,
2013,BLZ,Total,86,,,,
2014,BLZ,Total,87,,,,
2015,BLZ,Total,88,,,,
2016,BLZ,Total,89,,,,
2017,BLZ,Total,89,,,,
2018,BLZ,Total,90,,,,
2019,BLZ,Total,90,,,,
2020,BLZ,Total,90,,,,
2021,BLZ,Total,90,,,,
2022,BLZ,Total,90,,,,
2010,BOL,Total,27,,,,
2011,BOL,Total,27,,,,
2012,BOL,Total,27,,,,
2013,BOL,Total,27,,,,
2014,BOL,Total,27,,,,
2015,BOL,Total,27,,,,
2016,BOL,Total,27,,,,
2017,BOL,Total,27,,,,
2018,BOL,Total,27,,,,
2019,BOL,Total,27,,,,
2020,BOL,Total,27,,,,
2021,BOL,Total,27,,,,
2022,BOL,Total,27,,,,
2023,BOL,Total,27,,,,
2024,BOL,Total,27,,,,
2008,BRB,Total,88,,,,
2009,BRB,Total,88,,,,
2010,BRB,Total,88,,,,
2011,BRB,Total,88,,,,
2012,BRB,Total,88,,,,
2013,BRB,Total,88,,,,
2014,BRB,Total,88,,,,
2015,BRB,Total,88,,,,
2016,BRB,Total,88,,,,
2005,BTN,Total,77,,,,
2006,BTN,Total,77,,,,
2007,BTN,Total,77,,,,
2008,BTN,Total,77,,,,
2009,BTN,Total,79,,,,
2010,BTN,Total,80,,,,
2011,BTN,Total,81,,,,
2012,BTN,Total,82,,,,
2013,BTN,Total,83,,,,
2014,BTN,Total,84,,,,
2015,BTN,Total,85,,,,
2016,BTN,Total,86,,,,
2017,BTN,Total,87,,,,
2018,BTN,Total,89,,,,
2019,BTN,Total,90,,,,
2020,BTN,Total,91,,,,
2021,BTN,Total,92,,,,
2022,BTN,Total,93,,,,
2023,BTN,Total,94,,,,
2024,BTN,Total,95,,,,
2005,CAF,Total,16,,,,
2006,CAF,Total,16,,,,
2007,CAF,Total,16,,,,
2008,CAF,Total,16,,,,
2009,CAF,Total,16,,,,
2010,CAF,Total,17,,,,
2011,CAF,Total,17,,,,
2012,CAF,Total,18,,,,
2013,CAF,Total,18,,,,
2014,CAF,Total,18,,,,
2015,CAF,Total,19,,,,
2016,CAF,Total,19,,,,
2017,CAF,Total,20,,,,
2018,CAF,Total,20,,,,
2019,CAF,Total,21,,,,
2020,CAF,Total,22,,,,
2021,CAF,Total,22,,,,
2022,CAF,Total,22,,,,
2023,CAF,Total,22,,,,
2024,CAF,Total,22,,,,
2017,CHN,Total,97,,,,
2018,CHN,Total,97,,,,
2019,CHN,Total,97,,,,
2020,CHN,Total,97,,,,
2021,CHN,Total,97,,,,
2022,CHN,Total,97,,,,
2023,CHN,Total,97,,,,
2024,CHN,Total,97,,,,
2006,CIV,Total,15,,,,
2007,CIV,Total,15,,,,
2008,CIV,Total,15,,,,
2009,CIV,Total,15,,,,
2010,CIV,Total,15,,,,
2011,CIV,Total,16,,,,
2012,CIV,Total,16,,,,
2013,CIV,Total,17,,,,
2014,CIV,Total,18,,,,
2015,CIV,Total,18,,,,
2016,CIV,Total,19,,,,
2017,CIV,Total,20,,,,
2018,CIV,Total,20,,,,
2019,CIV,Total,21,,,,
2020,CIV,Total,22,,,,
2021,CIV,Total,22,,,,
2022,CIV,Total,22,,,,
2023,CIV,Total,22,,,,
2024,CIV,Total,22,,,,
2013,CMR,Total,37,,,,
2014,CMR,Total,37,,,,
2015,CMR,Total,37,,,,
2016,CMR,Total,37,,,,
2017,CMR,Total,37,,,,
2018,CMR,Total,37,,,,
2019,CMR,Total,37,,,,
2020,CMR,Total,37,,,,
2021,CMR,Total,38,,,,
2022,CMR,Total,38,,,,
2023,CMR,Total,38,,,,
2024,CMR,Total,38,,,,
2014,COD,Total,19,,,,
2015,COD,Total,19,,,,
2016,COD,Total,19,,,,
2017,COD,Total,19,,,,
2018,COD,Total,19,,,,
2019,COD,Total,19,,,,
2020,COD,Total,19,,,,
2021,COD,Total,19,,,,
2022,COD,Total,19,,,,
2011,COG,Total,47,,,,
2012,COG,Total,47,,,,
2013,COG,Total,48,,,,
