year,geo,disagg,value
2014,WLD,Implemented,150
2015,WLD,Implemented,435
2016,WLD,Implemented,517
2017,WLD,Implemented,607
2018,WLD,Implemented,594
2019,WLD,Implemented,699
2020,WLD,Implemented,853
2021,WLD,Implemented,1077
2014,WLD,Planned,0
2015,WLD,Planned,583
2016,WLD,Planned,732
2017,WLD,Planned,782
2018,WLD,Planned,711
2019,WLD,Planned,915
2020,WLD,Planned,1159
2021,WLD,Planned,1601
2014,WLD,Total,150
2015,WLD,Total,1018
2016,WLD,Total,1249
2017,WLD,Total,1389
2018,WLD,Total,1305
2019,WLD,Total,1614
2020,WLD,Total,2012
2014,ARG,Implemented,0
2015,ARG,Implemented,0
2016,ARG,Implemented,1
2017,ARG,Implemented,1
2018,ARG,Implemented,0
2019,ARG,Implemented,0
2020,ARG,Implemented,2
2015,ARG,Planned,0
2016,ARG,Planned,2
2017,ARG,Planned,4
2018,ARG,Planned,1
2019,ARG,Planned,1
2020,ARG,Planned,2
2014,ARG,Total,0
2015,ARG,Total,0
2016,ARG,Total,3
2017,ARG,Total,5
2018,ARG,Total,1
2019,ARG,Total,1
2020,ARG,Total,4
2014,AUS,Implemented,19
2015,AUS,Implemented,20
2016,AUS,Implemented,22
2017,AUS,Implemented,20
2018,AUS,Implemented,18
2019,AUS,Implemented,18
2020,AUS,Implemented,22
2015,AUS,Planned,11
2016,AUS,Planned,15
2017,AUS,Planned,15
2018,AUS,Planned,12
2019,AUS,Planned,12
2020,AUS,Planned,16
2014,AUS,Total,19
2015,AUS,Total,31
2016,AUS,Total,37
2017,AUS,Total,35
2018,AUS,Total,30
2019,AUS,Total,30
2020,AUS,Total,38
2015,BGD,Planned,0
2016,BGD,Planned,0
2017,BGD,Planned,0
2018,BGD,Planned,0
2019,BGD,Planned,0
2020,BGD,Planned,3
2014,BRA,Implemented,4
2015,BRA,Implemented,12
2016,BRA,Implemented,15
2017,BRA,Implemented,17
2018,BRA,Implemented,16
2019,BRA,Implemented,17
2020,BRA,Implemented,26
2015,BRA,Planned,18
2016,BRA,Planned,32
2017,BRA,Planned,39
2018,BRA,Planned,30
2019,BRA,Planned,37
2020,BRA,Planned,41
2014,BRA,Total,4
2015,BRA,Total,30
2016,BRA,Total,47
2017,BRA,Total,56
2018,BRA,Total,46
2019,BRA,Total,54
2020,BRA,Total,67
2014,CAN,Implemented,14
2015,CAN,Implemented,26
2016,CAN,Implemented,34
2017,CAN,Implemented,42
2018,CAN,Implemented,41
2019,CAN,Implemented,43
2020,CAN,Implemented,44
2015,CAN,Planned,12
2016,CAN,Planned,18
2017,CAN,Planned,22
2018,CAN,Planned,16
2019,CAN,Planned,21
2020,CAN,Planned,27
2014,CAN,Total,14
2015,CAN,Total,38
2016,CAN,Total,52
2017,CAN,Total,64
2018,CAN,Total,57
2019,CAN,Total,64
2020,CAN,Total,71
2014,CHE,Implemented,5
2015,CHE,Implemented,9
2016,CHE,Implemented,12
2017,CHE,Implemented,14
2018,CHE,Implemented,17
2019,CHE,Implemented,20
2020,CHE,Implemented,18
2015,CHE,Planned,9
2016,CHE,Planned,7
2017,CHE,Planned,15
2018,CHE,Planned,6
2019,CHE,Planned,5
2020,CHE,Planned,20
2014,CHE,Total,5
2015,CHE,Total,18
2016,CHE,Total,19
2017,CHE,Total,29
2018,CHE,Total,23
2019,CHE,Total,25
2020,CHE,Total,38
2014,CHL,Implemented,0
2015,CHL,Implemented,3
2016,CHL,Implemented,3
2017,CHL,Implemented,4
2018,CHL,Implemented,3
2019,CHL,Implemented,2
2020,CHL,Implemented,2
2015,CHL,Planned,1
2016,CHL,Planned,1
2017,CHL,Planned,2
2018,CHL,Planned,2
2019,CHL,Planned,2
2020,CHL,Planned,3
2014,CHL,Total,0
2015,CHL,Total,4
2016,CHL,Total,4
2017,CHL,Total,6
2018,CHL,Total,5
2019,CHL,Total,4
2020,CHL,Total,5
2014,CHN,Implemented,0
2015,CHN,Implemented,9
2016,CHN,Implemented,12
2017,CHN,Implemented,16
2018,CHN,Implemented,6
2019,CHN,Implemented,6
2020,CHN,Implemented,11
2015,CHN,Planned,61
2016,CHN,Planned,64
2017,CHN,Planned,86
2018,CHN,Planned,69
2019,CHN,Planned,165
2020,CHN,Planned,191
2014,CHN,Total,0
2015,CHN,Total,70
2016,CHN,Total,76
2017,CHN,Total,102
2018,CHN,Total,75
2019,CHN,Total,171
2020,CHN,Total,202
2014,COL,Implemented,0
2015,COL,Implemented,0
2016,COL,Implemented,3
2017,COL,Implemented,7
2018,COL,Implemented,8
2019,COL,Implemented,6
2020,COL,Implemented,5
2015,COL,Planned,8
2016,COL,Planned,11
2017,COL,Planned,8
2018,COL,Planned,1
2019,COL,Planned,2
2020,COL,Planned,4
2014,COL,Total,0
2015,COL,Total,8
2016,COL,Total,14
2017,COL,Total,15
2018,COL,Total,9
2019,COL,Total,8
2020,COL,Total,9
