year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
2011,WLD,22.37,,,,
2014,WLD,27.24,,,,
2017,WLD,26.57,,,,
2021,WLD,29.43,,,,
2030,WLD,,35.87,,100,
2011,AFG,2.82,,,,
2014,AFG,3.57,,,,
2017,AFG,3.67,,,,
2021,AFG,1.34,,,,
2011,ALB,8.56,,,,
2014,ALB,7.48,,,,
2017,ALB,8.66,,,,
2021,ALB,9.66,,,,
2011,DZA,4.33,,,,
2014,DZA,13.77,,,,
2017,DZA,11.42,,,,
2021,DZA,16.05,,,,
2011,AGO,15.92,,,,
2014,AGO,14.86,,,,
2011,ARG,3.8,,,,
2014,ARG,4.08,,,,
2017,ARG,7.2,,,,
2021,ARG,11.15,,,,
2011,ARM,0.82,,,,
2014,ARM,1.64,,,,
2017,ARM,10.02,,,,
2021,ARM,5.6,,,,
2011,AUS,61.92,,,,
2014,AUS,61.43,,,,
2017,AUS,62.12,,,,
2021,AUS,69.17,,,,
2011,AUT,51.59,,,,
2014,AUT,60.37,,,,
2017,AUT,55.8,,,,
2021,AUT,66.67,,,,
2011,AZE,1.61,,,,
2014,AZE,5.33,,,,
2017,AZE,4.53,,,,
2011,BHR,16.29,,,,
2014,BHR,34.68,,,,
2017,BHR,30.71,,,,
2011,BGD,16.64,,,,
2014,BGD,7.45,,,,
2017,BGD,9.92,,,,
2021,BGD,6.01,,,,
2011,BLR,6.81,,,,
2014,BLR,14.88,,,,
2017,BLR,22.19,,,,
2011,BEL,42.58,,,,
2014,BEL,55.51,,,,
2017,BEL,55.64,,,,
2021,BEL,56.95,,,,
2014,BLZ,22.08,,,,
2011,BEN,7.02,,,,
2014,BEN,7.14,,,,
2017,BEN,9.8,,,,
2021,BEN,5.15,,,,
2014,BTN,22.57,,,,
2011,BOL,17.07,,,,
2014,BOL,23.53,,,,
2017,BOL,16.36,,,,
2021,BOL,20.04,,,,
2011,BIH,6.08,,,,
2014,BIH,8.82,,,,
2017,BIH,9.79,,,,
2021,BIH,18.66,,,,
2011,BWA,16.47,,,,
2014,BWA,26.61,,,,
2017,BWA,17.96,,,,
2011,BRA,10.29,,,,
2014,BRA,12.33,,,,
2017,BRA,14.5,,,,
2021,BRA,22.82,,,,
2011,BGR,4.8,,,,
2014,BGR,14.34,,,,
2017,BGR,27.8,,,,
2021,BGR,23.12,,,,
2011,BFA,7.91,,,,
2014,BFA,8.66,,,,
2017,BFA,12.07,,,,
2021,BFA,7.52,,,,
2011,BDI,3.31,,,,
2014,BDI,4,,,,
2011,KHM,0.81,,,,
2014,KHM,3.58,,,,
2017,KHM,5.34,,,,
2021,KHM,6.67,,,,
2011,CMR,9.94,,,,
2014,CMR,7.72,,,,
2017,CMR,10.92,,,,
2021,CMR,8.61,,,,
2011,CAN,53.2,,,,
2014,CAN,62.63,,,,
2017,CAN,67.62,,,,
2021,CAN,63.91,,,,
2011,CAF,2.47,,,,
2017,CAF,5.75,,,,
2011,TCD,6.84,,,,
2014,TCD,4.63,,,,
2017,TCD,2.53,,,,
2011,CHL,12.42,,,,
2014,CHL,15.01,,,,
2017,CHL,21.13,,,,
2021,CHL,31.08,,,,
2011,CHN,32.09,,,,
2014,CHN,41.15,,,,
2017,CHN,33.81,,,,
2021,CHN,44.69,,,,
2011,COL,9.2,,,,
2014,COL,12.25,,,,
2017,COL,8.75,,,,
2021,COL,11.39,,,,
2011,COM,10.77,,,,
2011,COD,1.5,,,,
2014,COD,4.72,,,,
2017,COD,4.71,,,,
2011,COG,5.95,,,,
2014,COG,9.79,,,,
2017,COG,7.38,,,,
2021,COG,5.44,,,,
2011,CRI,19.9,,,,
2014,CRI,24.19,,,,
2017,CRI,23.04,,,,
2021,CRI,21.85,,,,
2014,CIV,8.85,,,,
2017,CIV,6.44,,,,
2021,CIV,5.88,,,,
2011,HRV,12.23,,,,
2014,HRV,27.28,,,,
2017,HRV,35.79,,,,
2021,HRV,25.24,,,,
2011,CYP,30.44,,,,
2014,CYP,21.96,,,,
2017,CYP,26.02,,,,
2021,CYP,28.1,,,,
2011,CZE,35.48,,,,
2014,CZE,37.57,,,,
2017,CZE,45.31,,,,
2021,CZE,59.77,,,,
2011,DNK,56.51,,,,
2014,DNK,64.69,,,,
2017,DNK,63.11,,,,
2021,DNK,67.29,,,,
2011,DJI,3.35,,,,
2011,DOM,15.97,,,,
2014,DOM,26.52,,,,
2017,DOM,19.48,,,,
