year,geo,disagg,value
2010,WLD,Electricity,143.5
2011,WLD,Electricity,147.2
2012,WLD,Electricity,149.9
2013,WLD,Electricity,132.8
2014,WLD,Electricity,124.2
2015,WLD,Electricity,119.2
2016,WLD,Electricity,132.8
2017,WLD,Electricity,136.2
2018,WLD,Electricity,167.4
2019,WLD,Electricity,124.8
2020,WLD,Electricity,52.5
2010,WLD,Natural Gas,113.6
2011,WLD,Natural Gas,100.4
2012,WLD,Natural Gas,132.2
2013,WLD,Natural Gas,119.1
2014,WLD,Natural Gas,104.2
2015,WLD,Natural Gas,83.6
2016,WLD,Natural Gas,56.7
2017,WLD,Natural Gas,65.2
2018,WLD,Natural Gas,106
2019,WLD,Natural Gas,51.1
2020,WLD,Natural Gas,36.9
2010,WLD,Coal,2.7
2011,WLD,Coal,3.6
2012,WLD,Coal,3.3
2013,WLD,Coal,1.7
2014,WLD,Coal,1.1
2015,WLD,Coal,1.5
2016,WLD,Coal,2.2
2017,WLD,Coal,2.7
2018,WLD,Coal,3
2019,WLD,Coal,2.2
2020,WLD,Coal,1.7
2010,WLD,Total,259.8
2011,WLD,Total,251.2
2012,WLD,Total,285.4
2013,WLD,Total,253.7
2014,WLD,Total,229.5
2015,WLD,Total,204.2
2016,WLD,Total,191.7
2017,WLD,Total,204.1
2018,WLD,Total,276.5
2019,WLD,Total,178.1
2020,WLD,Total,91.1
