year,geo,disagg,value
2021,WLD,Net Zero Asset Managers,43
2022,WLD,Net Zero Asset Managers,169
2023,WLD,Net Zero Asset Managers,244
2021,WLD,Net-Zero Asset Owners Alliance,29
2022,WLD,Net-Zero Asset Owners Alliance,44
2023,WLD,Net-Zero Asset Owners Alliance,69
2022,WLD,Net-Zero Banking Alliance,61
2023,WLD,Net-Zero Banking Alliance,96
2023,WLD,Net-Zero Insurance Alliance,3
2022,WLD,Paris Aligned Asset Owners,40
2023,WLD,Paris Aligned Asset Owners,52
2021,WLD,Total,72
2022,WLD,Total,314
2023,WLD,Total,464
