year,year_max,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
1990,2014,KAZ,0.1,,,,
1990,2014,KEN,0.4,,,,
1990,2014,KGZ,0.1,,,,
1990,2014,KHM,-0.1,,,,
1990,2014,KNA,0.1,,,,
1990,2014,KOR,-0.6,,,,
1990,2014,KWT,1.1,,,,
1990,2014,LAO,-0.2,,,,
1990,2014,LBN,-0.1,,,,
1990,2014,LBR,1.4,,,,
1990,2014,LBY,0.2,,,,
1990,2014,LCA,0,,,,
1990,2014,LIE,0,,,,
1990,2014,LKA,-0.4,,,,
1990,2014,LSO,0,,,,
1990,2014,LTU,0.1,,,,
1990,2014,LUX,0.1,,,,
1990,2014,LVA,0.1,,,,
1990,2014,MAC,-0.1,,,,
1990,2014,MDA,0.1,,,,
1990,2014,MDG,0.2,,,,
1990,2014,MEX,0.5,,,,
1990,2014,MKD,0,,,,
1990,2014,MLI,-0.8,,,,
1990,2014,MLT,-0.9,,,,
1990,2014,MMR,0,,,,
1990,2014,MNE,0,,,,
1990,2014,MNG,0,,,,
1990,2014,MNP,0.3,,,,
1990,2014,MOZ,0,,,,
1990,2014,MRT,-0.5,,,,
1990,2014,MSR,0,,,,
1990,2014,MTQ,-0.1,,,,
1990,2014,MWI,-0.2,,,,
1990,2014,MYS,-0.6,,,,
1990,2014,MYT,0,,,,
1990,2014,NAM,-0.2,,,,
1990,2014,NCL,0.2,,,,
1990,2014,NER,0,,,,
1990,2014,NGA,0.5,,,,
1990,2014,NIC,0.3,,,,
1990,2014,NLD,0.5,,,,
1990,2014,NOR,-0.3,,,,
1990,2014,NPL,0.7,,,,
1990,2014,NZL,0.1,,,,
1990,2014,OMN,1.5,,,,
1990,2014,PAK,0.5,,,,
1990,2014,PAN,-0.4,,,,
1990,2014,PER,-0.3,,,,
1990,2014,PHL,-0.4,,,,
1990,2014,PLW,0,,,,
1990,2014,PNG,-0.3,,,,
1990,2014,POL,0.1,,,,
1990,2014,PRI,-0.6,,,,
1990,2014,PRK,-0.6,,,,
1990,2014,PRT,-0.3,,,,
1990,2014,PRY,0.2,,,,
1990,2014,PSE,1.7,,,,
1990,2014,QAT,1,,,,
1990,2014,ROU,0,,,,
1990,2014,RUS,-0.1,,,,
1990,2014,RWA,1.5,,,,
1990,2014,SAU,1.9,,,,
1990,2014,SDN,0.3,,,,
1990,2014,SEN,-0.3,,,,
1990,2014,SGP,-2.1,,,,
1990,2014,SJM,-0.3,,,,
1990,2014,SLB,-0.3,,,,
1990,2014,SLE,1,,,,
1990,2014,SLV,0,,,,
1990,2014,SMR,0.1,,,,
1990,2014,SOM,-0.7,,,,
1990,2014,SRB,-0.1,,,,
1990,2014,SSD,0.7,,,,
1990,2014,STP,0,,,,
1990,2014,SUR,0.7,,,,
1990,2014,SVK,-0.1,,,,
1990,2014,SVN,0,,,,
1990,2014,SWE,-1.3,,,,
1990,2014,SWZ,0,,,,
1990,2014,SYC,0,,,,
1990,2014,SYR,0.1,,,,
1990,2014,TCA,0,,,,
1990,2014,TCD,0.1,,,,
1990,2014,TGO,0.6,,,,
1990,2014,THA,0,,,,
1990,2014,TJK,0,,,,
1990,2014,TKM,0.1,,,,
1990,2014,TLS,0,,,,
1990,2014,TTO,0.3,,,,
1990,2014,TUN,0.4,,,,
1990,2014,TUR,0.1,,,,
1990,2014,TWN,0.5,,,,
1990,2014,TZA,1,,,,
1990,2014,UGA,1.8,,,,
1990,2014,UKR,0.1,,,,
1990,2014,URY,0.5,,,,
1990,2014,USA,0.3,,,,
1990,2014,UZB,0.4,,,,
1990,2014,VCT,0,,,,
1990,2014,VEN,0.2,,,,
1990,2014,VIR,0,,,,
1990,2014,VNM,0,,,,
1990,2014,VUT,0,,,,
1990,2014,XAD,-0.1,,,,
1990,2014,XKO,0,,,,
1990,2014,XNC,-0.1,,,,
1990,2014,YEM,0.7,,,,
1990,2014,ZAF,0,,,,
1990,2014,ZMB,-0.4,,,,
1990,2014,ZWE,0.3,,,,
