year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2020,HND,Total,0,,,,
2021,HND,Total,0,,,,
2022,HND,Total,0,,,,
2018,HRV,Total,1,,,,
2019,HRV,Total,1,,,,
2020,HRV,Total,1,,,,
2021,HRV,Total,1,,,,
2022,HRV,Total,1,,,,
2018,HTI,Total,1,,,,
2019,HTI,Total,1,,,,
2020,HTI,Total,1,,,,
2021,HTI,Total,0,,,,
2022,HTI,Total,0,,,,
2018,HUN,Total,1,,,,
2019,HUN,Total,1,,,,
2020,HUN,Total,1,,,,
2021,HUN,Total,1,,,,
2022,HUN,Total,1,,,,
2018,IDN,Total,1,,,,
2019,IDN,Total,1,,,,
2020,IDN,Total,1,,,,
2021,IDN,Total,1,,,,
2022,IDN,Total,1,,,,
2018,IND,Total,1,,,,
2019,IND,Total,0,,,,
2020,IND,Total,0,,,,
2021,IND,Total,0,,,,
2022,IND,Total,0,,,,
2018,IRL,Total,1,,,,
2019,IRL,Total,1,,,,
2020,IRL,Total,1,,,,
2021,IRL,Total,1,,,,
2022,IRL,Total,1,,,,
2018,IRN,Total,0,,,,
2019,IRN,Total,0,,,,
2020,IRN,Total,0,,,,
2021,IRN,Total,0,,,,
2022,IRN,Total,0,,,,
2018,IRQ,Total,0,,,,
2019,IRQ,Total,0,,,,
2020,IRQ,Total,0,,,,
2021,IRQ,Total,0,,,,
2022,IRQ,Total,0,,,,
2018,ISL,Total,1,,,,
2019,ISL,Total,1,,,,
2020,ISL,Total,1,,,,
2021,ISL,Total,1,,,,
2022,ISL,Total,1,,,,
2018,ISR,Total,1,,,,
2019,ISR,Total,1,,,,
2020,ISR,Total,1,,,,
2021,ISR,Total,1,,,,
2022,ISR,Total,1,,,,
2018,ITA,Total,1,,,,
2019,ITA,Total,1,,,,
2020,ITA,Total,1,,,,
2021,ITA,Total,1,,,,
2022,ITA,Total,1,,,,
2018,JAM,Total,1,,,,
2019,JAM,Total,1,,,,
2020,JAM,Total,1,,,,
2021,JAM,Total,1,,,,
2022,JAM,Total,1,,,,
2018,JOR,Total,1,,,,
2019,JOR,Total,1,,,,
2020,JOR,Total,1,,,,
2021,JOR,Total,0,,,,
2022,JOR,Total,0,,,,
2018,JPN,Total,1,,,,
2019,JPN,Total,1,,,,
2020,JPN,Total,1,,,,
2021,JPN,Total,1,,,,
2022,JPN,Total,1,,,,
2018,KAZ,Total,1,,,,
2019,KAZ,Total,1,,,,
2020,KAZ,Total,1,,,,
2021,KAZ,Total,1,,,,
2022,KAZ,Total,0,,,,
2018,KEN,Total,1,,,,
2019,KEN,Total,1,,,,
2020,KEN,Total,1,,,,
2021,KEN,Total,1,,,,
2022,KEN,Total,1,,,,
2018,KGZ,Total,1,,,,
2019,KGZ,Total,1,,,,
2020,KGZ,Total,1,,,,
2021,KGZ,Total,1,,,,
2022,KGZ,Total,1,,,,
2018,KHM,Total,0,,,,
2019,KHM,Total,0,,,,
2020,KHM,Total,0,,,,
2021,KHM,Total,0,,,,
2022,KHM,Total,0,,,,
2018,KIR,Total,1,,,,
2019,KIR,Total,1,,,,
2020,KIR,Total,1,,,,
2021,KIR,Total,1,,,,
2022,KIR,Total,1,,,,
2018,KNA,Total,1,,,,
2019,KNA,Total,1,,,,
2020,KNA,Total,1,,,,
2021,KNA,Total,1,,,,
2022,KNA,Total,1,,,,
2018,KOR,Total,1,,,,
2019,KOR,Total,1,,,,
2020,KOR,Total,1,,,,
2021,KOR,Total,1,,,,
2022,KOR,Total,1,,,,
2018,KOS,Total,1,,,,
2019,KOS,Total,1,,,,
2020,KOS,Total,1,,,,
2021,KOS,Total,1,,,,
2022,KOS,Total,1,,,,
2018,KWT,Total,0,,,,
2019,KWT,Total,0,,,,
2020,KWT,Total,0,,,,
2021,KWT,Total,0,,,,
2022,KWT,Total,0,,,,
2018,LAO,Total,0,,,,
2019,LAO,Total,0,,,,
2020,LAO,Total,0,,,,
2021,LAO,Total,0,,,,
2022,LAO,Total,0,,,,
2018,LBN,Total,1,,,,
2019,LBN,Total,1,,,,
2020,LBN,Total,1,,,,
2021,LBN,Total,1,,,,
2022,LBN,Total,1,,,,
2018,LBR,Total,1,,,,
2019,LBR,Total,1,,,,
2020,LBR,Total,1,,,,
2021,LBR,Total,1,,,,
2022,LBR,Total,1,,,,
2018,LBY,Total,0,,,,
2019,LBY,Total,0,,,,
2020,LBY,Total,0,,,,
2021,LBY,Total,0,,,,
2022,LBY,Total,0,,,,
2018,LCA,Total,1,,,,
2019,LCA,Total,1,,,,
2020,LCA,Total,1,,,,
2021,LCA,Total,1,,,,
2022,LCA,Total,1,,,,
2018,LIE,Total,1,,,,
2019,LIE,Total,1,,,,
2020,LIE,Total,1,,,,
2021,LIE,Total,1,,,,
2022,LIE,Total,1,,,,
2018,LKA,Total,1,,,,
2019,LKA,Total,1,,,,
2020,LKA,Total,1,,,,
2021,LKA,Total,1,,,,
2022,LKA,Total,1,,,,
2018,LSO,Total,1,,,,
2019,LSO,Total,1,,,,
2020,LSO,Total,1,,,,
2021,LSO,Total,1,,,,
2022,LSO,Total,0,,,,
2018,LTU,Total,1,,,,
2019,LTU,Total,1,,,,
2020,LTU,Total,1,,,,
2021,LTU,Total,1,,,,
2022,LTU,Total,1,,,,
2018,LUX,Total,1,,,,
2019,LUX,Total,1,,,,
2020,LUX,Total,1,,,,
2021,LUX,Total,1,,,,
2022,LUX,Total,1,,,,
2018,LVA,Total,1,,,,
2019,LVA,Total,1,,,,
2020,LVA,Total,1,,,,
2021,LVA,Total,1,,,,
2022,LVA,Total,1,,,,
2018,MAR,Total,1,,,,
2019,MAR,Total,1,,,,
2020,MAR,Total,1,,,,
2021,MAR,Total,1,,,,
2022,MAR,Total,1,,,,
2018,MCO,Total,1,,,,
2019,MCO,Total,1,,,,
2020,MCO,Total,1,,,,
2021,MCO,Total,1,,,,
2022,MCO,Total,1,,,,
2018,MDA,Total,1,,,,
2019,MDA,Total,1,,,,
2020,MDA,Total,1,,,,
2021,MDA,Total,1,,,,
2022,MDA,Total,1,,,,
2018,MDG,Total,1,,,,
2019,MDG,Total,0,,,,
2020,MDG,Total,0,,,,
2021,MDG,Total,0,,,,
2022,MDG,Total,0,,,,
2018,MDV,Total,1,,,,
2019,MDV,Total,1,,,,
2020,MDV,Total,1,,,,
2021,MDV,Total,1,,,,
2022,MDV,Total,1,,,,
2018,MEX,Total,0,,,,
2019,MEX,Total,0,,,,
2020,MEX,Total,0,,,,
2021,MEX,Total,0,,,,
2022,MEX,Total,0,,,,
2018,MHL,Total,1,,,,
2019,MHL,Total,1,,,,
2020,MHL,Total,1,,,,
2021,MHL,Total,1,,,,
2022,MHL,Total,1,,,,
2018,MKD,Total,1,,,,
2019,MKD,Total,1,,,,
2020,MKD,Total,1,,,,
2021,MKD,Total,1,,,,
2022,MKD,Total,1,,,,
2018,MLI,Total,1,,,,
2019,MLI,Total,1,,,,
2020,MLI,Total,1,,,,
2021,MLI,Total,0,,,,
2022,MLI,Total,0,,,,
2018,MLT,Total,1,,,,
2019,MLT,Total,1,,,,
2020,MLT,Total,1,,,,
2021,MLT,Total,1,,,,
2022,MLT,Total,1,,,,
2018,MMR,Total,0,,,,
2019,MMR,Total,0,,,,
2020,MMR,Total,0,,,,
2021,MMR,Total,0,,,,
2022,MMR,Total,0,,,,
2018,MNE,Total,1,,,,
2019,MNE,Total,1,,,,
2020,MNE,Total,1,,,,
2021,MNE,Total,1,,,,
2022,MNE,Total,1,,,,
2018,MNG,Total,1,,,,
2019,MNG,Total,1,,,,
2020,MNG,Total,1,,,,
2021,MNG,Total,1,,,,
2022,MNG,Total,1,,,,
2018,MOZ,Total,1,,,,
2019,MOZ,Total,1,,,,
2020,MOZ,Total,1,,,,
2021,MOZ,Total,0,,,,
2022,MOZ,Total,0,,,,
2018,MRT,Total,0,,,,
2019,MRT,Total,0,,,,
2020,MRT,Total,0,,,,
2021,MRT,Total,0,,,,
2022,MRT,Total,0,,,,
2018,MUS,Total,1,,,,
2019,MUS,Total,1,,,,
2020,MUS,Total,1,,,,
2021,MUS,Total,1,,,,
2022,MUS,Total,1,,,,
2018,MYS,Total,1,,,,
2018,MYS,Total,1,,,,
2019,MYS,Total,1,,,,
2019,MYS,Total,1,,,,
2020,MYS,Total,1,,,,
2020,MYS,Total,1,,,,
2021,MYS,Total,1,,,,
2021,MYS,Total,1,,,,
2022,MYS,Total,1,,,,
2022,MYS,Total,1,,,,
2018,NAM,Total,1,,,,
2019,NAM,Total,1,,,,
2020,NAM,Total,1,,,,
2021,NAM,Total,1,,,,
2022,NAM,Total,1,,,,
2018,NER,Total,1,,,,
2019,NER,Total,1,,,,
2020,NER,Total,0,,,,
2021,NER,Total,0,,,,
2022,NER,Total,0,,,,
2018,NGA,Total,1,,,,
2019,NGA,Total,0,,,,
2020,NGA,Total,0,,,,
2021,NGA,Total,0,,,,
2022,NGA,Total,0,,,,
2018,NIC,Total,0,,,,
2019,NIC,Total,0,,,,
2020,NIC,Total,0,,,,
2021,NIC,Total,0,,,,
2022,NIC,Total,0,,,,
2018,NLD,Total,1,,,,
2019,NLD,Total,1,,,,
2020,NLD,Total,1,,,,
2021,NLD,Total,1,,,,
2022,NLD,Total,1,,,,
2018,NOR,Total,1,,,,
2019,NOR,Total,1,,,,
2020,NOR,Total,1,,,,
2021,NOR,Total,1,,,,
2022,NOR,Total,1,,,,
2018,NPL,Total,1,,,,
2019,NPL,Total,1,,,,
2020,NPL,Total,1,,,,
2021,NPL,Total,1,,,,
2022,NPL,Total,1,,,,
2018,NRU,Total,1,,,,
2019,NRU,Total,1,,,,
2020,NRU,Total,1,,,,
2021,NRU,Total,1,,,,
2022,NRU,Total,1,,,,
2018,NZL,Total,1,,,,
2019,NZL,Total,1,,,,
2020,NZL,Total,1,,,,
2021,NZL,Total,1,,,,
2022,NZL,Total,1,,,,
2018,OMN,Total,0,,,,
2019,OMN,Total,0,,,,
2020,OMN,Total,0,,,,
2021,OMN,Total,0,,,,
2022,OMN,Total,0,,,,
2018,PAK,Total,0,,,,
2019,PAK,Total,0,,,,
2020,PAK,Total,0,,,,
2021,PAK,Total,0,,,,
2022,PAK,Total,0,,,,
2018,PAN,Total,1,,,,
2019,PAN,Total,1,,,,
2020,PAN,Total,1,,,,
2021,PAN,Total,1,,,,
2022,PAN,Total,1,,,,
2018,PER,Total,1,,,,
2019,PER,Total,1,,,,
2020,PER,Total,1,,,,
2021,PER,Total,1,,,,
2022,PER,Total,1,,,,
2018,PHL,Total,1,,,,
2019,PHL,Total,1,,,,
2020,PHL,Total,0,,,,
2021,PHL,Total,0,,,,
2022,PHL,Total,0,,,,
2018,PLW,Total,1,,,,
2019,PLW,Total,1,,,,
2020,PLW,Total,1,,,,
2021,PLW,Total,1,,,,
2022,PLW,Total,1,,,,
2018,PNG,Total,1,,,,
2019,PNG,Total,1,,,,
2020,PNG,Total,1,,,,
2021,PNG,Total,1,,,,
2022,PNG,Total,1,,,,
2018,POL,Total,1,,,,
2019,POL,Total,1,,,,
2020,POL,Total,1,,,,
2021,POL,Total,1,,,,
2022,POL,Total,1,,,,
2018,PRK,Total,0,,,,
2019,PRK,Total,0,,,,
2020,PRK,Total,0,,,,
2021,PRK,Total,0,,,,
2022,PRK,Total,0,,,,
2018,PRT,Total,1,,,,
2019,PRT,Total,1,,,,
2020,PRT,Total,1,,,,
2021,PRT,Total,1,,,,
2022,PRT,Total,1,,,,
2018,PRY,Total,1,,,,
2019,PRY,Total,1,,,,
2020,PRY,Total,1,,,,
2021,PRY,Total,1,,,,
2022,PRY,Total,1,,,,
2018,PSE,Total,0,,,,
2019,PSE,Total,0,,,,
2020,PSE,Total,0,,,,
2021,PSE,Total,0,,,,
2022,PSE,Total,0,,,,
2018,QAT,Total,0,,,,
2019,QAT,Total,0,,,,
2020,QAT,Total,0,,,,
2021,QAT,Total,0,,,,
2022,QAT,Total,0,,,,
2018,ROU,Total,1,,,,
2019,ROU,Total,1,,,,
2020,ROU,Total,1,,,,
2021,ROU,Total,1,,,,
2022,ROU,Total,1,,,,
2018,RUS,Total,0,,,,
2019,RUS,Total,0,,,,
2020,RUS,Total,0,,,,
2021,RUS,Total,0,,,,
2022,RUS,Total,0,,,,
2018,RWA,Total,0,,,,
2019,RWA,Total,0,,,,
2020,RWA,Total,0,,,,
2021,RWA,Total,0,,,,
2022,RWA,Total,0,,,,
2018,SAU,Total,0,,,,
2019,SAU,Total,0,,,,
2020,SAU,Total,0,,,,
2021,SAU,Total,0,,,,
2022,SAU,Total,0,,,,
2018,SDN,Total,0,,,,
2019,SDN,Total,0,,,,
2020,SDN,Total,0,,,,
2021,SDN,Total,0,,,,
2022,SDN,Total,0,,,,
2018,SEN,Total,1,,,,
2019,SEN,Total,1,,,,
2020,SEN,Total,1,,,,
2021,SEN,Total,1,,,,
2022,SEN,Total,1,,,,
2018,SGP,Total,1,,,,
2019,SGP,Total,1,,,,
2020,SGP,Total,1,,,,
2021,SGP,Total,0,,,,
2022,SGP,Total,0,,,,
2018,SLB,Total,1,,,,
2019,SLB,Total,1,,,,
2020,SLB,Total,1,,,,
2021,SLB,Total,1,,,,
2022,SLB,Total,1,,,,
2018,SLE,Total,1,,,,
2019,SLE,Total,1,,,,
2020,SLE,Total,1,,,,
2021,SLE,Total,1,,,,
2022,SLE,Total,1,,,,
2018,SLV,Total,1,,,,
2019,SLV,Total,1,,,,
2020,SLV,Total,1,,,,
2021,SLV,Total,1,,,,
2022,SLV,Total,1,,,,
2018,SMR,Total,1,,,,
2019,SMR,Total,1,,,,
2020,SMR,Total,1,,,,
2021,SMR,Total,1,,,,
2022,SMR,Total,1,,,,
2018,SOM,Total,0,,,,
2019,SOM,Total,0,,,,
2020,SOM,Total,0,,,,
2021,SOM,Total,0,,,,
2022,SOM,Total,0,,,,
2018,SRB,Total,1,,,,
2019,SRB,Total,1,,,,
2020,SRB,Total,1,,,,
2021,SRB,Total,1,,,,
2022,SRB,Total,1,,,,
2018,SSD,Total,0,,,,
2019,SSD,Total,0,,,,
2020,SSD,Total,0,,,,
2021,SSD,Total,0,,,,
2022,SSD,Total,0,,,,
2018,STP,Total,1,,,,
2019,STP,Total,1,,,,
2020,STP,Total,1,,,,
2021,STP,Total,1,,,,
2022,STP,Total,1,,,,
2018,SUR,Total,1,,,,
2019,SUR,Total,1,,,,
2020,SUR,Total,1,,,,
2021,SUR,Total,1,,,,
2022,SUR,Total,1,,,,
2018,SVK,Total,1,,,,
2019,SVK,Total,1,,,,
2020,SVK,Total,1,,,,
2021,SVK,Total,1,,,,
2022,SVK,Total,1,,,,
2018,SVN,Total,1,,,,
2019,SVN,Total,1,,,,
2020,SVN,Total,1,,,,
2021,SVN,Total,1,,,,
2022,SVN,Total,1,,,,
2018,SWE,Total,1,,,,
2019,SWE,Total,1,,,,
2020,SWE,Total,1,,,,
2021,SWE,Total,1,,,,
2022,SWE,Total,1,,,,
2018,SWZ,Total,0,,,,
