year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2010,WLD,Total,116,,,,
2011,WLD,Total,120,,,,
2012,WLD,Total,120,,,,
2013,WLD,Total,122,,,,
2014,WLD,Total,122,,,,
2015,WLD,Total,120,,,,
2016,WLD,Total,118,,,,
2017,WLD,Total,119,,,,
2018,WLD,Total,122,,,,
2019,WLD,Total,124,,,,
2020,WLD,Total,115,,,,
2021,WLD,Total,117,,,,
2022,WLD,Total,118,,,,
2023,WLD,Total,121,,,,
2024,WLD,Total,121,,,,
2029,WLD,Total,,129,,,
2030,WLD,Total,,,,30,
2050,WLD,Total,,,,2.4,
2010,WLD,Oil and gas,74.7,,,,
2011,WLD,Oil and gas,76.2,,,,
2012,WLD,Oil and gas,76.9,,,,
2013,WLD,Oil and gas,77.6,,,,
2014,WLD,Oil and gas,78.7,,,,
2015,WLD,Oil and gas,78.7,,,,
2016,WLD,Oil and gas,78.6,,,,
2017,WLD,Oil and gas,79.2,,,,
2018,WLD,Oil and gas,81.1,,,,
2019,WLD,Oil and gas,83,,,,
2020,WLD,Oil and gas,75.8,,,,
2021,WLD,Oil and gas,77.1,,,,
2022,WLD,Oil and gas,78,,,,
2023,WLD,Oil and gas,80,,,,
2024,WLD,Oil and gas,80.7,,,,
2010,WLD,Coal,41.1,,,,
2011,WLD,Coal,43.6,,,,
2012,WLD,Coal,43.5,,,,
2013,WLD,Coal,43.9,,,,
2014,WLD,Coal,43.7,,,,
2015,WLD,Coal,41.6,,,,
2016,WLD,Coal,39.6,,,,
2017,WLD,Coal,39.6,,,,
2018,WLD,Coal,40.6,,,,
2019,WLD,Coal,41,,,,
2020,WLD,Coal,39,,,,
2021,WLD,Coal,39.4,,,,
2022,WLD,Coal,40.1,,,,
2023,WLD,Coal,41,,,,
2024,WLD,Coal,40.3,,,,
