year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
2000,WLD,29.3,,,,
2001,WLD,29,,,,
2002,WLD,28.8,,,,
2003,WLD,28.7,,,,
2004,WLD,28.5,,,,
2005,WLD,28.4,,,,
2006,WLD,28.2,,,,
2007,WLD,28.1,,,,
2008,WLD,27.9,,,,
2009,WLD,27.7,,,,
2010,WLD,27.6,,,,
2011,WLD,27.5,,,,
2012,WLD,27.6,,,,
2013,WLD,27.6,,,,
2014,WLD,27.8,,,,
2015,WLD,28,,,,
2016,WLD,28.2,,,,
2017,WLD,28.4,,,,
2018,WLD,28.6,,,,
2019,WLD,28.9,,,,
2020,WLD,29.2,,,,
2021,WLD,29.6,,,,
2022,WLD,30.1,,,,
2023,WLD,30.7,,,,
2028,WLD,,32.95,,,
2030,WLD,,,,0,
2000,AFG,31.6,,,,
2001,AFG,31.5,,,,
2002,AFG,31.4,,,,
2003,AFG,31.6,,,,
2004,AFG,31.9,,,,
2005,AFG,32.3,,,,
2006,AFG,32.7,,,,
2007,AFG,33.2,,,,
2008,AFG,33.7,,,,
2009,AFG,34.3,,,,
2010,AFG,34.9,,,,
2011,AFG,35.7,,,,
2012,AFG,36.5,,,,
2013,AFG,37.4,,,,
2014,AFG,38.3,,,,
2015,AFG,39.2,,,,
2016,AFG,40.1,,,,
2017,AFG,40.9,,,,
2018,AFG,41.7,,,,
2019,AFG,42.4,,,,
2020,AFG,43.1,,,,
2021,AFG,43.7,,,,
2022,AFG,44.5,,,,
2023,AFG,45.4,,,,
2000,AGO,52.9,,,,
2001,AGO,52.4,,,,
2002,AGO,51.9,,,,
2003,AGO,51.4,,,,
2004,AGO,50.9,,,,
2005,AGO,50.3,,,,
2006,AGO,49.7,,,,
2007,AGO,49,,,,
2008,AGO,48.2,,,,
2009,AGO,47.3,,,,
2010,AGO,46.5,,,,
2011,AGO,45.8,,,,
2012,AGO,45.2,,,,
2013,AGO,44.8,,,,
2014,AGO,44.5,,,,
2015,AGO,44.2,,,,
2016,AGO,44.1,,,,
2017,AGO,44,,,,
2018,AGO,43.9,,,,
2019,AGO,43.7,,,,
2020,AGO,43.6,,,,
2021,AGO,43.6,,,,
2022,AGO,43.7,,,,
2023,AGO,43.8,,,,
2000,ALB,22.7,,,,
2001,ALB,22.3,,,,
2002,ALB,21.9,,,,
2003,ALB,21.7,,,,
2004,ALB,21.4,,,,
2005,ALB,21.2,,,,
2006,ALB,20.9,,,,
2007,ALB,20.6,,,,
2008,ALB,20.4,,,,
2009,ALB,20.1,,,,
2010,ALB,19.9,,,,
2011,ALB,20,,,,
2012,ALB,20.1,,,,
2013,ALB,20.3,,,,
2014,ALB,20.6,,,,
2015,ALB,21,,,,
2016,ALB,21.4,,,,
2017,ALB,21.9,,,,
2018,ALB,22.3,,,,
2019,ALB,22.6,,,,
2020,ALB,22.9,,,,
2021,ALB,23.4,,,,
2022,ALB,24,,,,
2023,ALB,24.7,,,,
2000,AND,12.5,,,,
2001,AND,12.3,,,,
2002,AND,12.2,,,,
2003,AND,12.1,,,,
2004,AND,12.1,,,,
2005,AND,12.1,,,,
2006,AND,12.1,,,,
2007,AND,12.2,,,,
2008,AND,12.2,,,,
2009,AND,12.3,,,,
2010,AND,12.3,,,,
2011,AND,12.4,,,,
2012,AND,12.6,,,,
2013,AND,12.7,,,,
2014,AND,12.9,,,,
2015,AND,13.1,,,,
2016,AND,13.3,,,,
2017,AND,13.6,,,,
2018,AND,14,,,,
2019,AND,14.3,,,,
2020,AND,14.8,,,,
2021,AND,15.3,,,,
2022,AND,15.8,,,,
2023,AND,16.4,,,,
2000,ARE,28.7,,,,
2001,ARE,28.5,,,,
2002,ARE,28.5,,,,
2003,ARE,28.5,,,,
2004,ARE,28.5,,,,
2005,ARE,28.5,,,,
2006,ARE,28.5,,,,
2007,ARE,28.6,,,,
2008,ARE,28.6,,,,
2009,ARE,28.4,,,,
2010,ARE,28.2,,,,
2011,ARE,28.3,,,,
2012,ARE,28.3,,,,
2013,ARE,28.3,,,,
2014,ARE,28.2,,,,
2015,ARE,28.2,,,,
2016,ARE,28.2,,,,
2017,ARE,28.1,,,,
2018,ARE,28,,,,
2019,ARE,27.9,,,,
2020,ARE,27.9,,,,
2021,ARE,27.9,,,,
2022,ARE,28.1,,,,
2023,ARE,28.2,,,,
2000,ARG,20.7,,,,
2001,ARG,20.6,,,,
2002,ARG,20.6,,,,
2003,ARG,20.6,,,,
2004,ARG,20.7,,,,
2005,ARG,20.8,,,,
2006,ARG,20.7,,,,
2007,ARG,20.6,,,,
2008,ARG,20.5,,,,
2009,ARG,20.3,,,,
2010,ARG,20.2,,,,
2011,ARG,20.3,,,,
2012,ARG,20.4,,,,
2013,ARG,20.5,,,,
2014,ARG,20.7,,,,
2015,ARG,20.9,,,,
2016,ARG,21.1,,,,
2017,ARG,21.4,,,,
2018,ARG,21.5,,,,
2019,ARG,21.8,,,,
2020,ARG,22,,,,
2021,ARG,22.4,,,,
2022,ARG,22.9,,,,
2023,ARG,23.5,,,,
2000,ARM,17.8,,,,
2001,ARM,17.9,,,,
2002,ARM,18.2,,,,
2003,ARM,18.6,,,,
2004,ARM,18.9,,,,
2005,ARM,19.1,,,,
2006,ARM,19.3,,,,
2007,ARM,19.4,,,,
2008,ARM,19.4,,,,
2009,ARM,19.2,,,,
2010,ARM,19,,,,
2011,ARM,18.8,,,,
2012,ARM,18.7,,,,
