year,geo,disagg,value
2000,WLD,Total,305
2001,WLD,Total,319
2002,WLD,Total,335
2003,WLD,Total,336
2004,WLD,Total,351
2005,WLD,Total,361
2006,WLD,Total,386
2007,WLD,Total,408
2008,WLD,Total,420
2009,WLD,Total,431
2010,WLD,Total,447
2011,WLD,Total,460
2012,WLD,Total,481
2013,WLD,Total,486
2014,WLD,Total,499
2015,WLD,Total,502
2016,WLD,Total,506
2017,WLD,Total,508
2018,WLD,Total,510
2019,WLD,Total,513
2020,WLD,Total,509
2021,WLD,Total,514
2022,WLD,Total,518
2023,WLD,Total,519
2024,WLD,Total,517
2025,WLD,Total,519
2000,WLD,Taxes,269
2001,WLD,Taxes,281
2002,WLD,Taxes,297
2003,WLD,Taxes,296
2004,WLD,Taxes,308
2005,WLD,Taxes,315
2006,WLD,Taxes,339
2007,WLD,Taxes,358
2008,WLD,Taxes,370
2009,WLD,Taxes,381
2010,WLD,Taxes,396
2011,WLD,Taxes,408
2012,WLD,Taxes,428
2013,WLD,Taxes,430
2014,WLD,Taxes,442
2015,WLD,Taxes,445
2016,WLD,Taxes,448
2017,WLD,Taxes,450
2018,WLD,Taxes,452
2019,WLD,Taxes,454
2020,WLD,Taxes,450
2021,WLD,Taxes,452
2022,WLD,Taxes,454
2023,WLD,Taxes,452
2024,WLD,Taxes,450
2025,WLD,Taxes,449
2000,WLD,Fees,36
2001,WLD,Fees,38
2002,WLD,Fees,38
2003,WLD,Fees,40
2004,WLD,Fees,43
2005,WLD,Fees,46
2006,WLD,Fees,47
2007,WLD,Fees,50
2008,WLD,Fees,50
2009,WLD,Fees,50
2010,WLD,Fees,51
2011,WLD,Fees,52
2012,WLD,Fees,53
2013,WLD,Fees,56
2014,WLD,Fees,57
2015,WLD,Fees,57
2016,WLD,Fees,58
2017,WLD,Fees,58
2018,WLD,Fees,58
2019,WLD,Fees,59
2020,WLD,Fees,59
2021,WLD,Fees,62
2022,WLD,Fees,64
2023,WLD,Fees,67
2024,WLD,Fees,67
2025,WLD,Fees,70
