year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
2000,WLD,31.2,,,,
2002,WLD,30.9,,,,
2004,WLD,30.1,,,,
2006,WLD,29.2,,,,
2008,WLD,28.2,,,,
2010,WLD,27.3,,,,
2012,WLD,26.3,,,,
2014,WLD,25.4,,,,
2016,WLD,24.6,,,,
2018,WLD,24.4,,,,
2020,WLD,24.2,,,,
2030,WLD,,,,0,
2006,AFG,63.6,,,,
2008,AFG,63.6,,,,
2010,AFG,64.8,,,,
2012,AFG,67.2,,,,
2014,AFG,69.7,,,,
2016,AFG,72.1,,,,
2018,AFG,73.3,,,,
2020,AFG,73.3,,,,
2000,ALB,28.1,,,,
2002,ALB,25.5,,,,
2004,ALB,23,,,,
2006,ALB,20.5,,,,
2008,ALB,17.9,,,,
2010,ALB,15.4,,,,
2012,ALB,12.9,,,,
2014,ALB,10.3,,,,
2016,ALB,7.8,,,,
2018,ALB,5.3,,,,
2020,ALB,2.8,,,,
2008,DZA,30.8,,,,
2010,DZA,30.8,,,,
2012,DZA,28.9,,,,
2014,DZA,25,,,,
2016,DZA,21.1,,,,
2018,DZA,17.2,,,,
2020,DZA,13.3,,,,
2000,AGO,19.7,,,,
2002,AGO,19.7,,,,
2004,AGO,19.7,,,,
2006,AGO,25.8,,,,
2008,AGO,31.9,,,,
2010,AGO,38.1,,,,
2012,AGO,44.2,,,,
2014,AGO,50.3,,,,
2016,AGO,56.4,,,,
2018,AGO,62.6,,,,
2020,AGO,62.6,,,,
2000,AZE,50.9,,,,
2002,AZE,44.9,,,,
2004,AZE,38.9,,,,
2006,AZE,32.9,,,,
2008,AZE,26.9,,,,
2010,AZE,26.9,,,,
2012,AZE,26.9,,,,
2000,ARG,20.3,,,,
2002,ARG,19.6,,,,
2004,ARG,18.8,,,,
2006,ARG,18.1,,,,
2008,ARG,17.4,,,,
2010,ARG,16.7,,,,
2012,ARG,15.9,,,,
2000,AUT,4.5,,,,
2002,AUT,4.4,,,,
2004,AUT,4.4,,,,
2006,AUT,4.4,,,,
2000,BGD,58.3,,,,
2002,BGD,57.7,,,,
2004,BGD,57,,,,
2006,BGD,56.4,,,,
2008,BGD,55.7,,,,
2010,BGD,55.1,,,,
2012,BGD,54.4,,,,
2014,BGD,53.8,,,,
2016,BGD,53.2,,,,
2018,BGD,52.5,,,,
2020,BGD,51.9,,,,
2000,ARM,12.8,,,,
2002,ARM,12.3,,,,
2004,ARM,11.8,,,,
2006,ARM,11.3,,,,
2008,ARM,10.8,,,,
2010,ARM,10.4,,,,
2012,ARM,9.9,,,,
2014,ARM,9.4,,,,
2016,ARM,8.9,,,,
2018,ARM,8.4,,,,
2020,ARM,8.4,,,,
2000,BOL,57.9,,,,
2002,BOL,55.7,,,,
2004,BOL,53.4,,,,
2006,BOL,51.2,,,,
2008,BOL,48.9,,,,
2010,BOL,46.6,,,,
2012,BOL,46.6,,,,
2014,BOL,46.6,,,,
2000,BIH,5.1,,,,
2002,BIH,5.1,,,,
2004,BIH,5.1,,,,
2006,BIH,4.9,,,,
2008,BIH,4.7,,,,
2010,BIH,4.5,,,,
2012,BIH,4.3,,,,
2014,BIH,4,,,,
2016,BIH,4,,,,
2018,BIH,4,,,,
2000,BWA,58.7,,,,
2002,BWA,56.6,,,,
2004,BWA,54.4,,,,
2006,BWA,52.3,,,,
2008,BWA,50.2,,,,
2010,BWA,48.1,,,,
2012,BWA,46,,,,
2014,BWA,43.8,,,,
2016,BWA,41.7,,,,
2018,BWA,39.6,,,,
2020,BWA,39.6,,,,
2000,BRA,34.7,,,,
2002,BRA,31.4,,,,
2004,BRA,28.1,,,,
2006,BRA,24.8,,,,
2008,BRA,21.5,,,,
2010,BRA,18.2,,,,
2012,BRA,14.9,,,,
2014,BRA,14.9,,,,
2016,BRA,14.9,,,,
2000,BLZ,15.8,,,,
2002,BLZ,15.8,,,,
2004,BLZ,15.8,,,,
2006,BLZ,15.8,,,,
2008,BLZ,15.7,,,,
2010,BLZ,15.7,,,,
2012,BLZ,15.7,,,,
2014,BLZ,15.7,,,,
2016,BLZ,15.7,,,,
2018,BLZ,15.7,,,,
2020,BLZ,15.7,,,,
2000,MMR,29.4,,,,
2002,MMR,32.6,,,,
2004,MMR,35.8,,,,
2006,MMR,39,,,,
2008,MMR,42.2,,,,
2010,MMR,45.4,,,,
2012,MMR,48.7,,,,
2014,MMR,51.9,,,,
2016,MMR,55.1,,,,
2018,MMR,58.3,,,,
2020,MMR,58.3,,,,
2000,BDI,79.7,,,,
2002,BDI,79.7,,,,
2004,BDI,77,,,,
2006,BDI,71.7,,,,
2008,BDI,66.3,,,,
2010,BDI,61,,,,
2012,BDI,55.6,,,,
2014,BDI,50.2,,,,
2016,BDI,44.9,,,,
2018,BDI,39.5,,,,
2020,BDI,36.8,,,,
2000,BLR,17.6,,,,
2002,BLR,16,,,,
2004,BLR,14.5,,,,
2006,BLR,13,,,,
2008,BLR,11.4,,,,
2010,BLR,9.9,,,,
2012,BLR,8.4,,,,
2014,BLR,6.9,,,,
2016,BLR,5.3,,,,
2018,BLR,3.8,,,,
2020,BLR,2.3,,,,
2000,KHM,84.8,,,,
2002,KHM,79.2,,,,
2004,KHM,73.6,,,,
2006,KHM,67.9,,,,
2008,KHM,62.3,,,,
2010,KHM,56.6,,,,
2012,KHM,51,,,,
2014,KHM,45.4,,,,
2016,KHM,39.7,,,,
2018,KHM,39.7,,,,
2020,KHM,39.7,,,,
2000,CMR,65.4,,,,
2002,CMR,62.1,,,,
2004,CMR,58.8,,,,
2006,CMR,55.6,,,,
2008,CMR,52.3,,,,
2010,CMR,49,,,,
2012,CMR,45.7,,,,
2014,CMR,42.5,,,,
2016,CMR,39.2,,,,
2018,CMR,35.9,,,,
2020,CMR,32.7,,,,
2000,CAF,86,,,,
2002,CAF,83.1,,,,
2004,CAF,80.3,,,,
2006,CAF,77.4,,,,
2008,CAF,74.6,,,,
2010,CAF,71.8,,,,
2012,CAF,68.9,,,,
2014,CAF,68.9,,,,
2016,CAF,68.9,,,,
2000,TCD,91.6,,,,
2002,TCD,90.5,,,,
2004,TCD,89.3,,,,
2006,TCD,88.2,,,,
2008,TCD,87.1,,,,
2010,TCD,85.9,,,,
2012,TCD,84.8,,,,
2014,TCD,83.7,,,,
2016,TCD,82.6,,,,
2018,TCD,82,,,,
2020,TCD,82,,,,
2000,CHL,14.6,,,,
2002,CHL,11,,,,
2004,CHL,7.3,,,,
2006,CHL,7.3,,,,
2008,CHL,7.3,,,,
2000,COL,21.2,,,,
2002,COL,19.8,,,,
2004,COL,18.5,,,,
2006,COL,17.1,,,,
2008,COL,15.8,,,,
2010,COL,14.5,,,,
2012,COL,13.1,,,,
2014,COL,11.8,,,,
2016,COL,10.4,,,,
2018,COL,9.7,,,,
2020,COL,9.7,,,,
2000,COM,64.5,,,,
2002,COM,65.1,,,,
2004,COM,65.7,,,,
2006,COM,66.3,,,,
2008,COM,66.9,,,,
2010,COM,67.5,,,,
2012,COM,68,,,,
2014,COM,68.6,,,,
2016,COM,68.6,,,,
2018,COM,68.6,,,,
2000,COG,87.8,,,,
2002,COG,87.8,,,,
2004,COG,84.7,,,,
2006,COG,78.5,,,,
2008,COG,72.2,,,,
2010,COG,66,,,,
2012,COG,59.8,,,,
2014,COG,53.5,,,,
2016,COG,47.3,,,,
2018,COG,44.2,,,,
2020,COG,44.2,,,,
2002,COD,71.9,,,,
2004,COD,71.9,,,,
2006,COD,72.4,,,,
2008,COD,73.3,,,,
2010,COD,74.2,,,,
2012,COD,75.1,,,,
2014,COD,76.1,,,,
2016,COD,77,,,,
2018,COD,77.9,,,,
2020,COD,78.4,,,,
2000,CRI,12.7,,,,
2002,CRI,11.8,,,,
2004,CRI,10.9,,,,
2006,CRI,10,,,,
2008,CRI,9,,,,
2010,CRI,8.1,,,,
2012,CRI,7.2,,,,
2014,CRI,6.3,,,,
2016,CRI,5.4,,,,
2018,CRI,4.5,,,,
2020,CRI,3.5,,,,
2000,CUB,2.2,,,,
2002,CUB,2.2,,,,
2004,CUB,2.2,,,,
2006,CUB,3.2,,,,
2008,CUB,4.3,,,,
2010,CUB,5.3,,,,
2012,CUB,6.3,,,,
2014,CUB,7.4,,,,
2016,CUB,8.4,,,,
2018,CUB,9.5,,,,
2020,CUB,10.5,,,,
2000,BEN,71.9,,,,
2002,BEN,71.5,,,,
2004,BEN,71.1,,,,
2006,BEN,70.7,,,,
2008,BEN,70.3,,,,
2010,BEN,69.9,,,,
2012,BEN,69.5,,,,
2014,BEN,69.1,,,,
2016,BEN,68.7,,,,
2018,BEN,68.3,,,,
2020,BEN,67.9,,,,
2000,DOM,30.2,,,,
2002,DOM,27.8,,,,
2004,DOM,25.4,,,,
2006,DOM,23.1,,,,
2008,DOM,20.7,,,,
2010,DOM,18.3,,,,
2012,DOM,16,,,,
2014,DOM,13.6,,,,
2016,DOM,11.2,,,,
2018,DOM,11.2,,,,
2020,DOM,11.2,,,,
2000,ECU,57.4,,,,
2002,ECU,57.8,,,,
2004,ECU,57.8,,,,
2006,ECU,57.8,,,,
2002,SLV,49.5,,,,
2004,SLV,49.5,,,,
2006,SLV,46.5,,,,
2008,SLV,40.5,,,,
2010,SLV,34.5,,,,
2012,SLV,28.5,,,,
2014,SLV,22.5,,,,
2016,SLV,16.5,,,,
2018,SLV,16.5,,,,
2020,SLV,16.5,,,,
2000,ETH,92.2,,,,
2002,ETH,89.1,,,,
2004,ETH,86,,,,
2006,ETH,82.9,,,,
2008,ETH,79.8,,,,
2010,ETH,76.7,,,,
2012,ETH,73.6,,,,
2014,ETH,70.5,,,,
2016,ETH,67.4,,,,
2018,ETH,64.3,,,,
2020,ETH,64.3,,,,
2002,FJI,15,,,,
2004,FJI,15,,,,
2006,FJI,14.5,,,,
2008,FJI,13.5,,,,
2010,FJI,12.5,,,,
2012,FJI,11.4,,,,
2014,FJI,10.4,,,,
2016,FJI,9.4,,,,
2018,FJI,9.4,,,,
2020,FJI,9.4,,,,
2000,GAB,57.4,,,,
2002,GAB,55.6,,,,
2004,GAB,53.7,,,,
2006,GAB,51.8,,,,
2008,GAB,49.9,,,,
2010,GAB,48.1,,,,
2012,GAB,46.2,,,,
2014,GAB,44.3,,,,
2016,GAB,44.3,,,,
2018,GAB,44.3,,,,
2000,GEO,13.6,,,,
2002,GEO,13.6,,,,
2004,GEO,13.2,,,,
2006,GEO,12.4,,,,
2008,GEO,11.7,,,,
2010,GEO,10.9,,,,
2012,GEO,10.1,,,,
2014,GEO,9.4,,,,
2016,GEO,8.6,,,,
2018,GEO,7.8,,,,
2020,GEO,7.1,,,,
2000,GMB,56.9,,,,
2002,GMB,55.1,,,,
2004,GMB,53.3,,,,
2006,GMB,51.5,,,,
2008,GMB,49.7,,,,
2010,GMB,47.9,,,,
2012,GMB,46.1,,,,
2014,GMB,44.3,,,,
2016,GMB,42.5,,,,
2018,GMB,40.7,,,,
2020,GMB,38.9,,,,
2002,PSE,30,,,,
2004,PSE,30,,,,
2006,PSE,29.1,,,,
2008,PSE,27.2,,,,
2010,PSE,25.3,,,,
2012,PSE,23.4,,,,
2014,PSE,21.4,,,,
2016,PSE,19.5,,,,
2018,PSE,19.5,,,,
2020,PSE,19.5,,,,
2000,GHA,60.4,,,,
2002,GHA,57,,,,
2004,GHA,53.6,,,,
2006,GHA,50.3,,,,
2008,GHA,46.9,,,,
2010,GHA,43.6,,,,
2012,GHA,40.2,,,,
2014,GHA,36.8,,,,
2016,GHA,33.5,,,,
2018,GHA,33.5,,,,
2020,GHA,33.5,,,,
2000,GTM,55.5,,,,
2002,GTM,53.3,,,,
2004,GTM,51,,,,
2006,GTM,48.8,,,,
2008,GTM,46.5,,,,
2010,GTM,44.3,,,,
2012,GTM,42.1,,,,
2014,GTM,39.8,,,,
2016,GTM,37.6,,,,
2018,GTM,37.6,,,,
