year,geo,value
2016,BEL,0
2017,BEL,0
2018,BEL,5400
2019,BEL,2863
2020,BEL,2436
2021,BEL,901
2016,FRA,0
2017,FRA,11636
2018,FRA,6115
2019,FRA,7061
2020,FRA,8038
2021,FRA,10199
2016,HKG,0
2017,HKG,0
2018,HKG,0
2019,HKG,2000
2020,HKG,0
2021,HKG,5000
2016,IRL,0
2017,IRL,0
2018,IRL,3600
2019,IRL,2400
2020,IRL,1321
2021,IRL,0
2016,ITA,0
2017,ITA,0
2018,ITA,0
2019,ITA,0
2020,ITA,0
2021,ITA,10115
2016,KOR,0
2017,KOR,0
2018,KOR,0
2019,KOR,1000
2020,KOR,0
2021,KOR,0
2016,LTU,0
2017,LTU,0
2018,LTU,24
2019,LTU,0
2020,LTU,58
2021,LTU,0
2016,NLD,0
2017,NLD,0
2018,NLD,0
2019,NLD,7182
2020,NLD,3610
2021,NLD,2058
2016,SWE,0
2017,SWE,0
2018,SWE,0
2019,SWE,0
2020,SWE,4708
2021,SWE,0
2016,EME,1
2017,EME,0
2018,EME,2
2019,EME,6
2020,EME,10
2021,EME,1
2016,DEU,0
2017,DEU,0
2018,DEU,0
2019,DEU,0
2020,DEU,13685
2021,DEU,0
2016,WLD,1
2017,WLD,11636
2018,WLD,15141
2019,WLD,22512
2020,WLD,33866
2021,WLD,28274
