year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
1990,WLD,61.0,,,,
1991,WLD,61.0,,,,
1992,WLD,61.0,,,,
1993,WLD,61.0,,,,
1994,WLD,80.0,,,,
1995,WLD,81.0,,,,
1996,WLD,80.0,,,,
1997,WLD,80.0,,,,
1998,WLD,81.0,,,,
1999,WLD,81.0,,,,
2000,WLD,82.0,,,,
2001,WLD,82.0,,,,
2002,WLD,82.0,,,,
2003,WLD,82.0,,,,
2004,WLD,82.0,,,,
2005,WLD,82.0,,,,
2006,WLD,82.0,,,,
2007,WLD,82.0,,,,
2008,WLD,82.0,,,,
2009,WLD,82.0,,,,
2010,WLD,83.0,,,,
2011,WLD,83.0,,,,
2012,WLD,86.0,,,,
2013,WLD,83.0,,,,
2014,WLD,66.0,,,,
2015,WLD,66.0,,,,
2016,WLD,64.0,,,,
2017,WLD,64.0,,,,
2018,WLD,69.0,,,,
2019,WLD,68.0,,,,
2020,WLD,70.0,,,,
2021,WLD,69.0,,,,
2022,WLD,69.0,,,,
2030,WLD,,70.0,,,
