year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2000,WLD,Total,61,,,,
2001,WLD,Total,61,,,,
2002,WLD,Total,62,,,,
2003,WLD,Total,62,,,,
2004,WLD,Total,63,,,,
2005,WLD,Total,64,,,,
2006,WLD,Total,64,,,,
2007,WLD,Total,65,,,,
2008,WLD,Total,65,,,,
2009,WLD,Total,65,,,,
2010,WLD,Total,66,,,,
2011,WLD,Total,66,,,,
2012,WLD,Total,67,,,,
2013,WLD,Total,68,,,,
2014,WLD,Total,68,,,,
2015,WLD,Total,69,,,,
2016,WLD,Total,70,,,,
2017,WLD,Total,70,,,,
2018,WLD,Total,71,,,,
2019,WLD,Total,72,,,,
2020,WLD,Total,72,,,,
2021,WLD,Total,72,,,,
2022,WLD,Total,73,,,,
2027,WLD,Total,,76,,,
2000,WLD,Rural,44,,,,
2001,WLD,Rural,44,,,,
2002,WLD,Rural,45,,,,
2003,WLD,Rural,46,,,,
2004,WLD,Rural,47,,,,
2005,WLD,Rural,48,,,,
2006,WLD,Rural,48,,,,
2007,WLD,Rural,49,,,,
2008,WLD,Rural,50,,,,
2009,WLD,Rural,50,,,,
2010,WLD,Rural,51,,,,
2011,WLD,Rural,52,,,,
2012,WLD,Rural,53,,,,
2013,WLD,Rural,54,,,,
2014,WLD,Rural,55,,,,
2015,WLD,Rural,56,,,,
2016,WLD,Rural,57,,,,
2017,WLD,Rural,58,,,,
2018,WLD,Rural,59,,,,
2019,WLD,Rural,60,,,,
2020,WLD,Rural,61,,,,
2021,WLD,Rural,61,,,,
2022,WLD,Rural,62,,,,
2000,WLD,Urban,80,,,,
2001,WLD,Urban,80,,,,
2002,WLD,Urban,80,,,,
2003,WLD,Urban,80,,,,
2004,WLD,Urban,80,,,,
2005,WLD,Urban,80,,,,
2006,WLD,Urban,80,,,,
2007,WLD,Urban,80,,,,
2008,WLD,Urban,80,,,,
2009,WLD,Urban,80,,,,
2010,WLD,Urban,80,,,,
2011,WLD,Urban,80,,,,
2012,WLD,Urban,80,,,,
2013,WLD,Urban,80,,,,
2014,WLD,Urban,80,,,,
2015,WLD,Urban,80,,,,
2016,WLD,Urban,81,,,,
2017,WLD,Urban,81,,,,
2018,WLD,Urban,81,,,,
2019,WLD,Urban,81,,,,
2020,WLD,Urban,81,,,,
2021,WLD,Urban,81,,,,
2022,WLD,Urban,81,,,,
2000,AFG,Total,11,,,,
2001,AFG,Total,11,,,,
2002,AFG,Total,12,,,,
2003,AFG,Total,13,,,,
2004,AFG,Total,14,,,,
2005,AFG,Total,15,,,,
2006,AFG,Total,16,,,,
2007,AFG,Total,17,,,,
2008,AFG,Total,17,,,,
2009,AFG,Total,18,,,,
2010,AFG,Total,19,,,,
2011,AFG,Total,20,,,,
2012,AFG,Total,21,,,,
2013,AFG,Total,22,,,,
2014,AFG,Total,23,,,,
2015,AFG,Total,24,,,,
2016,AFG,Total,25,,,,
2017,AFG,Total,26,,,,
2018,AFG,Total,27,,,,
2019,AFG,Total,27,,,,
