year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2023,AUS,Total,11.2,,,,
2024,AUS,Total,11.4,,,,
2025,AUS,Total,11.5,,,,
2022,BOL,Total,18.8,,,,
2022,CHL,Total,10.3,,,,
2022,COL,Total,15.8,,,,
2001,GBR,Total,6.9,,,,
2002,GBR,Total,6.8,,,,
2003,GBR,Total,6.7,,,,
2004,GBR,Total,6.6,,,,
2005,GBR,Total,6.6,,,,
2006,GBR,Total,6.7,,,,
2007,GBR,Total,6.8,,,,
2008,GBR,Total,6.9,,,,
2009,GBR,Total,7.1,,,,
2010,GBR,Total,7.3,,,,
2011,GBR,Total,7.5,,,,
2012,GBR,Total,7.7,,,,
2013,GBR,Total,7.8,,,,
2014,GBR,Total,7.9,,,,
2015,GBR,Total,7.9,,,,
2016,GBR,Total,8,,,,
2017,GBR,Total,8,,,,
2018,GBR,Total,8.1,,,,
2019,GBR,Total,8.2,,,,
2020,GBR,Total,8.5,,,,
2021,GBR,Total,8.8,,,,
2022,GBR,Total,9.1,,,,
2022,GBR,Total,9,,,,
2023,GBR,Total,9.3,,,,
2023,GBR,Total,9,,,,
2024,GBR,Total,9.5,,,,
2024,GBR,Total,8.9,,,,
2022,GTM,Total,20,,,,
2022,MEX,Total,16.1,,,,
2022,PER,Total,11.6,,,,
2000,USA,Total,8.9,,,,
2001,USA,Total,8.9,,,,
2002,USA,Total,9.6,,,,
2003,USA,Total,9.7,,,,
2004,USA,Total,9.8,,,,
2005,USA,Total,9.8,,,,
2006,USA,Total,9.9,,,,
2007,USA,Total,10,,,,
2008,USA,Total,10.1,,,,
2009,USA,Total,10.3,,,,
2010,USA,Total,10.6,,,,
2011,USA,Total,10.9,,,,
2012,USA,Total,11.2,,,,
2013,USA,Total,11.4,,,,
2014,USA,Total,11.4,,,,
2015,USA,Total,11.5,,,,
2016,USA,Total,11.6,,,,
2017,USA,Total,11.7,,,,
2018,USA,Total,11.7,,,,
2019,USA,Total,11.8,,,,
2020,USA,Total,11.9,,,,
2021,USA,Total,12.1,,,,
2022,USA,Total,12.2,,,,
2023,USA,Total,12.5,,,,
2024,USA,Total,12.6,,,,
2023,AUS,Articulated trucks,12.5,,,,
2024,AUS,Articulated trucks,12.5,,,,
2025,AUS,Articulated trucks,12.5,,,,
2020,AUT,Buses,4.9,,,,
2021,AUT,Buses,5,,,,
2022,AUT,Buses,4.4,,,,
2023,AUT,Buses,5.8,,,,
2024,AUT,Buses,6.5,,,,
2020,BEL,Buses,11.1,,,,
2021,BEL,Buses,11.1,,,,
2022,BEL,Buses,11.4,,,,
2023,BEL,Buses,11.6,,,,
2024,BEL,Buses,11.4,,,,
2022,CHE,Buses,8.5,,,,
2023,CHE,Buses,8.6,,,,
2024,CHE,Buses,9,,,,
2024,CYP,Buses,14.8,,,,
2020,CZE,Buses,14.6,,,,
2021,CZE,Buses,14.7,,,,
2022,CZE,Buses,14.7,,,,
2023,CZE,Buses,15,,,,
2024,CZE,Buses,15,,,,
2020,DEU,Buses,8.4,,,,
2021,DEU,Buses,8.3,,,,
2022,DEU,Buses,8,,,,
2023,DEU,Buses,8.1,,,,
2024,DEU,Buses,8.3,,,,
2020,DNK,Buses,10.5,,,,
2021,DNK,Buses,8.1,,,,
2022,DNK,Buses,7.9,,,,
2023,DNK,Buses,8.4,,,,
2024,DNK,Buses,8.5,,,,
2020,ESP,Buses,11.4,,,,
2021,ESP,Buses,11.5,,,,
2022,ESP,Buses,11.8,,,,
2023,ESP,Buses,11.7,,,,
2024,ESP,Buses,11.5,,,,
2020,EST,Buses,13.6,,,,
2021,EST,Buses,13.3,,,,
2022,EST,Buses,14.8,,,,
2023,EST,Buses,9.8,,,,
2024,EST,Buses,16.8,,,,
2019,EUU,Buses,11.9,,,,
2020,EUU,Buses,12.8,,,,
2021,EUU,Buses,12.7,,,,
2022,EUU,Buses,12.5,,,,
2023,EUU,Buses,12.2,,,,
2024,EUU,Buses,12.2,,,,
2020,FIN,Buses,12,,,,
2021,FIN,Buses,12.3,,,,
2022,FIN,Buses,12.6,,,,
2023,FIN,Buses,13.1,,,,
2024,FIN,Buses,13.2,,,,
2020,FRA,Buses,8.1,,,,
2021,FRA,Buses,7.7,,,,
2022,FRA,Buses,7.7,,,,
2023,FRA,Buses,7.8,,,,
2024,FRA,Buses,7.9,,,,
2022,GBR,Buses,15.5,,,,
2023,GBR,Buses,16,,,,
2024,GBR,Buses,15.9,,,,
2020,GRC,Buses,19.4,,,,
2021,GRC,Buses,19,,,,
2022,GRC,Buses,18.8,,,,
2023,GRC,Buses,17.6,,,,
2024,GRC,Buses,17.2,,,,
2020,HRV,Buses,13.5,,,,
