year,geo,disagg,value
2015,WLD,Total,712
2016,WLD,Total,721
2017,WLD,Total,692
2018,WLD,Total,677
2019,WLD,Total,720
2020,WLD,Total,745
2021,WLD,Total,787
2022,WLD,Total,928
2023,WLD,Total,1103
2024,WLD,Total,1237
2025,WLD,Total,1300
2015,WLD,Nuclear,47
2016,WLD,Nuclear,44
2017,WLD,Nuclear,38
2018,WLD,Nuclear,37
2019,WLD,Nuclear,41
2020,WLD,Nuclear,47
2021,WLD,Nuclear,61
2022,WLD,Nuclear,69
2023,WLD,Nuclear,71
2024,WLD,Nuclear,77
2025,WLD,Nuclear,83
2015,WLD,Renewables,350
2016,WLD,Renewables,354
2017,WLD,Renewables,344
2018,WLD,Renewables,341
2019,WLD,Renewables,383
2020,WLD,Renewables,397
2021,WLD,Renewables,401
2022,WLD,Renewables,509
2023,WLD,Renewables,634
2024,WLD,Renewables,698
2025,WLD,Renewables,690
2015,WLD,Other clean power,0
2016,WLD,Other clean power,0
2017,WLD,Other clean power,0
2018,WLD,Other clean power,0
2019,WLD,Other clean power,0
2020,WLD,Other clean power,0
2021,WLD,Other clean power,0
2022,WLD,Other clean power,0
2023,WLD,Other clean power,0
2024,WLD,Other clean power,0.0000092
2025,WLD,Other clean power,1.5
2015,WLD,Battery storage,1.3
2016,WLD,Battery storage,1.2
2017,WLD,Battery storage,1.8
2018,WLD,Battery storage,3.1
2019,WLD,Battery storage,3.3
2020,WLD,Battery storage,4.7
2021,WLD,Battery storage,11
2022,WLD,Battery storage,28
2023,WLD,Battery storage,46
2024,WLD,Battery storage,58
2025,WLD,Battery storage,78
2015,WLD,Electricity networks,314
2016,WLD,Electricity networks,322
2017,WLD,Electricity networks,308
2018,WLD,Electricity networks,296
2019,WLD,Electricity networks,293
2020,WLD,Electricity networks,296
2021,WLD,Electricity networks,314
2022,WLD,Electricity networks,322
2023,WLD,Electricity networks,353
2024,WLD,Electricity networks,403
2025,WLD,Electricity networks,448
