year,geo,disagg,value
2018,ALB,Total,36.4
2018,ALB,Female,21.9
2016,ARM,Total,41.9
2016,ARM,Female,29.7
2016,BDI,Total,7.8
2016,BDI,Female,3.6
2011,BEL,Total,94.8
2011,BEL,Female,54.3
2018,BEN,Total,17.1
2018,BEN,Female,10
2018,BFA,Total,24.6
2018,BFA,Female,13.2
2018,CIV,Total,17.9
2018,CIV,Female,9
2018,CMR,Total,9.8
2018,CMR,Female,2.7
2011,CRI,Total,100
2016,ETH,Total,32.2
2016,ETH,Female,18
2018,GIN,Total,16.5
2018,GIN,Female,6.6
2018,GNB,Total,21.7
2018,GNB,Female,21.2
2017,IDN,Total,45.8
2017,IDN,Female,12
2016,KOR,Total,100
2013,LSO,Total,61.1
2018,MLI,Total,26.9
2018,MLI,Female,11.4
2012,MNG,Total,65.4
2012,MNG,Female,26.8
2011,MOZ,Total,49.8
2011,MOZ,Female,11.2
2015,MWI,Total,1.9
2015,MWI,Female,22.6
2018,NER,Total,12.8
2018,NER,Female,1.8
2013,NGA,Total,2.1
2013,NGA,Female,16.2
2018,NGA,Total,7.7
2018,NGA,Female,3.4
2011,NLD,Total,100
2011,NLD,Female,64
2013,NZL,Total,99
2018,PAK,Total,9.8
2018,PAK,Female,1.5
2015,RWA,Total,85.8
2015,RWA,Female,86.4
2018,SEN,Total,39.9
2018,SEN,Female,22.4
2011,SWE,Total,99.3
2011,SWE,Female,30.2
2018,TGO,Total,9.2
2018,TGO,Female,29.2
2013,TZA,Total,25
2013,TZA,Female,33.9
2014,UGA,Total,8
2014,UGA,Female,52.5
2016,ZAF,Total,15.8
2016,ZAF,Female,10.6
2018,ZMB,Total,10.3
2018,ZMB,Female,3.9
2015,ZWE,Total,21.4
2015,ZWE,Female,8.2
