year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
2000,WLD,1,,,,
2001,WLD,0,,,,
2002,WLD,0,,,,
2003,WLD,1,,,,
2004,WLD,0,,,,
2005,WLD,0,,,,
2006,WLD,3,,,,
2007,WLD,7,,,,
2008,WLD,20,,,,
2009,WLD,22,,,,
2010,WLD,161,,,,
2011,WLD,93,,,,
2012,WLD,23,,,,
2013,WLD,81,,,,
2014,WLD,59,,,,
2015,WLD,27,,,,
2016,WLD,135,,,,
2017,WLD,139,,,,
2018,WLD,92,,,,
2019,WLD,403,,,,
2020,WLD,384,,,,
2021,WLD,146,,,,
2022,WLD,212,,,,
2023,WLD,273,,,,
2024,WLD,284,,,,
2029,WLD,,399,,,
2000,JPN,1,,,,
2003,USA,1,,,,
2006,CHN,1,,,,
2006,JPN,2,,,,
2006,PRK,1,,,,
2006,KOR,1,,,,
2006,ESP,1,,,,
2006,RUS,1,,,,
2007,MEX,1,,,,
2007,USA,1,,,,
2007,AGO,2,,,,
2007,BWA,2,,,,
2007,COD,1,,,,
2007,SWZ,1,,,,
2007,KEN,1,,,,
2007,MOZ,1,,,,
2007,NAM,3,,,,
2007,ZAF,2,,,,
2007,TZA,1,,,,
2007,ZMB,4,,,,
2007,ZWE,3,,,,
2008,CHN,13,,,,
2008,RUS,2,,,,
2008,IDN,1,,,,
2008,LAO,1,,,,
2008,PHL,1,,,,
2008,LKA,2,,,,
2009,CHN,7,,,,
2009,GTM,1,,,,
2009,NIC,1,,,,
2009,ARG,1,,,,
2009,BRA,1,,,,
2009,COL,1,,,,
2009,ECU,1,,,,
2009,PER,4,,,,
2009,URY,1,,,,
2009,VEN,1,,,,
2009,PHL,3,,,,
2009,CMR,1,,,,
2010,ALB,10,,,,
2010,AND,1,,,,
2010,AUT,4,,,,
2010,BEL,1,,,,
2010,BIH,2,,,,
2010,BGR,1,,,,
2010,HRV,4,,,,
2010,CZE,1,,,,
2010,DNK,1,,,,
2010,EST,1,,,,
2010,FIN,1,,,,
2010,FRA,6,,,,
2010,DEU,2,,,,
2010,GRC,11,,,,
2010,HUN,1,,,,
2010,IRL,1,,,,
2010,ITA,8,,,,
2010,LVA,1,,,,
2010,LIE,2,,,,
2010,LTU,1,,,,
2010,LUX,1,,,,
2010,MNE,2,,,,
2010,NLD,1,,,,
2010,MKD,8,,,,
2010,NOR,1,,,,
2010,POL,1,,,,
2010,PRT,4,,,,
2010,ROU,1,,,,
2010,SRB,1,,,,
2010,SVK,1,,,,
2010,SVN,2,,,,
2010,ESP,5,,,,
2010,SWE,1,,,,
2010,CHE,2,,,,
2010,GBR,2,,,,
2010,MEX,4,,,,
2010,DZA,3,,,,
2010,LBY,1,,,,
2010,MAR,8,,,,
2010,TUN,1,,,,
2010,USA,12,,,,
2010,BLR,1,,,,
2010,MDA,1,,,,
2010,RUS,1,,,,
2010,UKR,1,,,,
2010,AUS,42,,,,
2010,PNG,1,,,,
2010,BGD,1,,,,
2010,BTN,1,,,,
2010,IND,2,,,,
2010,NPL,2,,,,
2010,CMR,2,,,,
2010,CAF,1,,,,
2010,COG,1,,,,
2010,COD,2,,,,
2010,KEN,18,,,,
2010,LBR,1,,,,
2010,NGA,1,,,,
2010,SLE,1,,,,
2010,ZAF,11,,,,
2010,TZA,58,,,,
2010,UGA,30,,,,
2010,AFG,1,,,,
2010,CYP,2,,,,
2010,GEO,1,,,,
2010,PAK,1,,,,
2010,SYR,1,,,,
2010,TUR,2,,,,
2011,CHN,9,,,,
2011,JPN,3,,,,
2011,AUT,2,,,,
2011,BEL,1,,,,
2011,BIH,1,,,,
2011,BGR,2,,,,
2011,HRV,1,,,,
2011,CZE,1,,,,
2011,EST,1,,,,
2011,FRA,1,,,,
2011,DEU,2,,,,
2011,GRC,3,,,,
2011,HUN,2,,,,
2011,LVA,1,,,,
2011,LIE,1,,,,
2011,LUX,1,,,,
2011,NLD,1,,,,
2011,POL,1,,,,
2011,ROU,2,,,,
2011,SRB,2,,,,
2011,SVK,2,,,,
2011,SVN,1,,,,
2011,ESP,4,,,,
2011,CHE,1,,,,
2011,GBR,1,,,,
2011,MEX,2,,,,
2011,BLR,1,,,,
2011,MDA,1,,,,
2011,RUS,2,,,,
2011,UKR,1,,,,
2011,AUS,2,,,,
2011,NCL,5,,,,
2011,BOL,3,,,,
2011,PER,4,,,,
2011,BGD,1,,,,
2011,BTN,1,,,,
