year,geo,disagg,value
2022,WLD,Taxonomy developed,36
2022,WLD,Taxonomy in development,12
2022,WLD,Total,48
2022,CHN,Total,1
2022,EUU,Total,1
2022,JPN,Total,1
2022,GEO,Total,1
2022,BGD,Total,1
2022,CHL,Total,1
2022,MNG,Total,1
2022,RUS,Total,1
2022,KOR,Total,1
2022,IDN,Total,1
2022,MYS,Total,1
2022,SGP,Total,1
2022,COL,Total,1
2022,BRA,Total,1
2022,CAN,Total,1
2022,IND,Total,1
2022,THA,Total,1
2022,PHL,Total,1
2022,NZL,Total,1
2022,KAZ,Total,1
2022,DOM,Total,1
2022,LKA,Total,1
