year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
2015,WLD,32,,,,
2016,WLD,42,,,,
2017,WLD,42,,,,
2018,WLD,46,,,,
2020,WLD,50,,,,
2022,WLD,50,,,,
2024,WLD,56,,,,
2029,WLD,,62,,,
2015,MAR,32,,,,
2016,MAR,29,,,,
2017,MAR,30,,,,
2018,MAR,59,,,,
2020,MAR,64,,,,
2022,MAR,69,,,,
2024,MAR,76,,,,
2022,ABW,39,,,,
2024,ABW,45,,,,
2015,AFG,38,,,,
2017,AFG,24,,,,
2018,AFG,34,,,,
2020,AFG,33,,,,
2022,AFG,33,,,,
2024,AFG,43,,,,
2015,AGO,17,,,,
2016,AGO,24,,,,
2017,AGO,21,,,,
2018,AGO,20,,,,
2020,AGO,42,,,,
2022,AGO,35,,,,
2024,AGO,44,,,,
2015,AIA,13,,,,
2016,AIA,12,,,,
2017,AIA,12,,,,
2018,AIA,21,,,,
2020,AIA,13,,,,
2022,AIA,21,,,,
2024,AIA,27,,,,
2015,ALB,39,,,,
2016,ALB,56,,,,
2017,ALB,54,,,,
2018,ALB,57,,,,
2020,ALB,52,,,,
2022,ALB,60,,,,
2024,ALB,57,,,,
2017,AND,29,,,,
2018,AND,33,,,,
2020,AND,31,,,,
2022,AND,58,,,,
2024,AND,58,,,,
2016,ARE,36,,,,
2017,ARE,53,,,,
2018,ARE,52,,,,
2020,ARE,74,,,,
2022,ARE,79,,,,
2024,ARE,84,,,,
2015,ARG,38,,,,
2016,ARG,33,,,,
2017,ARG,39,,,,
2018,ARG,41,,,,
2020,ARG,48,,,,
2022,ARG,47,,,,
2024,ARG,58,,,,
2015,ARM,53,,,,
2016,ARM,54,,,,
2017,ARM,54,,,,
2018,ARM,53,,,,
2020,ARM,54,,,,
2022,ARM,57,,,,
2024,ARM,59,,,,
2020,ATG,38,,,,
2022,ATG,33,,,,
2024,ATG,39,,,,
2016,AUS,63,,,,
2017,AUS,69,,,,
2018,AUS,68,,,,
2020,AUS,64,,,,
2022,AUS,72,,,,
2024,AUS,76,,,,
2016,AUT,66,,,,
2017,AUT,58,,,,
2018,AUT,67,,,,
2020,AUT,68,,,,
2022,AUT,61,,,,
2024,AUT,71,,,,
2015,AZE,48,,,,
2016,AZE,49,,,,
2017,AZE,50,,,,
2018,AZE,50,,,,
2020,AZE,55,,,,
2022,AZE,56,,,,
2024,AZE,60,,,,
2015,BDI,20,,,,
2016,BDI,39,,,,
2017,BDI,32,,,,
2018,BDI,39,,,,
2020,BDI,40,,,,
2022,BDI,41,,,,
2024,BDI,65,,,,
2016,BEL,54,,,,
2017,BEL,49,,,,
2018,BEL,48,,,,
2020,BEL,45,,,,
2022,BEL,56,,,,
2024,BEL,53,,,,
2015,BEN,25,,,,
2016,BEN,24,,,,
2017,BEN,16,,,,
2018,BEN,23,,,,
2020,BEN,53,,,,
2022,BEN,53,,,,
2024,BEN,59,,,,
2015,BFA,27,,,,
2016,BFA,33,,,,
2017,BFA,31,,,,
2018,BFA,33,,,,
2020,BFA,53,,,,
2022,BFA,50,,,,
2024,BFA,75,,,,
2015,BGD,35,,,,
2016,BGD,36,,,,
2017,BGD,38,,,,
2018,BGD,40,,,,
2020,BGD,38,,,,
2022,BGD,38,,,,
2024,BGD,46,,,,
2015,BGR,47,,,,
2016,BGR,61,,,,
2017,BGR,73,,,,
2018,BGR,67,,,,
2020,BGR,69,,,,
2022,BGR,69,,,,
2024,BGR,73,,,,
2016,BHR,46,,,,
2020,BHR,65,,,,
2022,BHR,64,,,,
2024,BHR,64,,,,
2016,BHS,32,,,,
2017,BHS,31,,,,
2018,BHS,34,,,,
2020,BHS,36,,,,
2022,BHS,34,,,,
2024,BHS,35,,,,
2015,BIH,21,,,,
2016,BIH,35,,,,
2017,BIH,34,,,,
2018,BIH,36,,,,
2020,BIH,41,,,,
2022,BIH,45,,,,
2024,BIH,48,,,,
2015,BLR,36,,,,
2016,BLR,51,,,,
2017,BLR,49,,,,
2018,BLR,51,,,,
2020,BLR,66,,,,
2022,BLR,64,,,,
2015,BLZ,30,,,,
2016,BLZ,31,,,,
2017,BLZ,37,,,,
2018,BLZ,41,,,,
2020,BLZ,41,,,,
2022,BLZ,45,,,,
2024,BLZ,52,,,,
2015,BOL,38,,,,
2016,BOL,42,,,,
2017,BOL,42,,,,
2018,BOL,50,,,,
2020,BOL,45,,,,
2022,BOL,52,,,,
2024,BOL,58,,,,
2015,BRA,43,,,,
2016,BRA,44,,,,
2017,BRA,39,,,,
2018,BRA,54,,,,
2020,BRA,61,,,,
2022,BRA,63,,,,
2024,BRA,68,,,,
2022,BRB,22,,,,
2024,BRB,37,,,,
2020,BRN,52,,,,
