year,geo,disagg_type,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2003,DEU,Sex,Female,17.9,,,,
2004,DEU,Sex,Female,18.1,,,,
2005,DEU,Sex,Female,18.3,,,,
2006,DEU,Sex,Female,18.5,,,,
2007,DEU,Sex,Female,18.6,,,,
2008,DEU,Sex,Female,18.7,,,,
2009,DEU,Sex,Female,18.8,,,,
2010,DEU,Sex,Female,18.8,,,,
2011,DEU,Sex,Female,18.9,,,,
2012,DEU,Sex,Female,18.8,,,,
2013,DEU,Sex,Female,18.8,,,,
2014,DEU,Sex,Female,18.8,,,,
2015,DEU,Sex,Female,18.7,,,,
2016,DEU,Sex,Female,18.7,,,,
2017,DEU,Sex,Female,18.7,,,,
2018,DEU,Sex,Female,18.6,,,,
2019,DEU,Sex,Female,18.6,,,,
2020,DEU,Sex,Female,18.5,,,,
2021,DEU,Sex,Female,18.5,,,,
2022,DEU,Sex,Female,18.4,,,,
2000,DEU,Sex,Male,18.3,,,,
2001,DEU,Sex,Male,18.8,,,,
2002,DEU,Sex,Male,19.3,,,,
2003,DEU,Sex,Male,19.8,,,,
2004,DEU,Sex,Male,20.3,,,,
2005,DEU,Sex,Male,20.7,,,,
2006,DEU,Sex,Male,21.1,,,,
2007,DEU,Sex,Male,21.4,,,,
2008,DEU,Sex,Male,21.6,,,,
2009,DEU,Sex,Male,21.8,,,,
2010,DEU,Sex,Male,21.9,,,,
2011,DEU,Sex,Male,22,,,,
2012,DEU,Sex,Male,22,,,,
2013,DEU,Sex,Male,22,,,,
2014,DEU,Sex,Male,22,,,,
2015,DEU,Sex,Male,22,,,,
2016,DEU,Sex,Male,22,,,,
2017,DEU,Sex,Male,22,,,,
2018,DEU,Sex,Male,22.1,,,,
2019,DEU,Sex,Male,22.1,,,,
2020,DEU,Sex,Male,22.2,,,,
2021,DEU,Sex,Male,22.2,,,,
2022,DEU,Sex,Male,22.3,,,,
2000,DEU,All,Total,17.8,,,,
2001,DEU,All,Total,18.2,,,,
2002,DEU,All,Total,18.6,,,,
2003,DEU,All,Total,19,,,,
2004,DEU,All,Total,19.3,,,,
2005,DEU,All,Total,19.6,,,,
2006,DEU,All,Total,19.9,,,,
2007,DEU,All,Total,20.1,,,,
2008,DEU,All,Total,20.3,,,,
2009,DEU,All,Total,20.4,,,,
2010,DEU,All,Total,20.4,,,,
2011,DEU,All,Total,20.5,,,,
2012,DEU,All,Total,20.5,,,,
2013,DEU,All,Total,20.4,,,,
2014,DEU,All,Total,20.4,,,,
2015,DEU,All,Total,20.4,,,,
2016,DEU,All,Total,20.4,,,,
2017,DEU,All,Total,20.4,,,,
2018,DEU,All,Total,20.4,,,,
2019,DEU,All,Total,20.4,,,,
2020,DEU,All,Total,20.4,,,,
2021,DEU,All,Total,20.4,,,,
2022,DEU,All,Total,20.4,,,,
2000,DJI,Sex,Female,5.8,,,,
2001,DJI,Sex,Female,6.1,,,,
2002,DJI,Sex,Female,6.5,,,,
2003,DJI,Sex,Female,6.9,,,,
2004,DJI,Sex,Female,7.2,,,,
2005,DJI,Sex,Female,7.6,,,,
2006,DJI,Sex,Female,8,,,,
2007,DJI,Sex,Female,8.5,,,,
2008,DJI,Sex,Female,8.9,,,,
2009,DJI,Sex,Female,9.3,,,,
2010,DJI,Sex,Female,9.8,,,,
2011,DJI,Sex,Female,10.2,,,,
2012,DJI,Sex,Female,10.7,,,,
2013,DJI,Sex,Female,11.1,,,,
2014,DJI,Sex,Female,11.7,,,,
2015,DJI,Sex,Female,12.2,,,,
2016,DJI,Sex,Female,12.7,,,,
2017,DJI,Sex,Female,13.3,,,,
2018,DJI,Sex,Female,13.8,,,,
2019,DJI,Sex,Female,14.4,,,,
2020,DJI,Sex,Female,15,,,,
2021,DJI,Sex,Female,15.7,,,,
2022,DJI,Sex,Female,16.3,,,,
2000,DJI,Sex,Male,1.8,,,,
2001,DJI,Sex,Male,1.9,,,,
2002,DJI,Sex,Male,2,,,,
2003,DJI,Sex,Male,2.1,,,,
2004,DJI,Sex,Male,2.3,,,,
2005,DJI,Sex,Male,2.4,,,,
2006,DJI,Sex,Male,2.5,,,,
2007,DJI,Sex,Male,2.7,,,,
2008,DJI,Sex,Male,2.8,,,,
2009,DJI,Sex,Male,3,,,,
2010,DJI,Sex,Male,3.1,,,,
2011,DJI,Sex,Male,3.3,,,,
2012,DJI,Sex,Male,3.4,,,,
2013,DJI,Sex,Male,3.6,,,,
2014,DJI,Sex,Male,3.8,,,,
2015,DJI,Sex,Male,4,,,,
2016,DJI,Sex,Male,4.2,,,,
2017,DJI,Sex,Male,4.4,,,,
2018,DJI,Sex,Male,4.7,,,,
2019,DJI,Sex,Male,5,,,,
2020,DJI,Sex,Male,5.3,,,,
2021,DJI,Sex,Male,5.7,,,,
2022,DJI,Sex,Male,6.1,,,,
2000,DJI,All,Total,3.8,,,,
2001,DJI,All,Total,4.1,,,,
2002,DJI,All,Total,4.3,,,,
2003,DJI,All,Total,4.6,,,,
2004,DJI,All,Total,4.8,,,,
2005,DJI,All,Total,5.1,,,,
2006,DJI,All,Total,5.4,,,,
2007,DJI,All,Total,5.6,,,,
2008,DJI,All,Total,5.9,,,,
2009,DJI,All,Total,6.2,,,,
2010,DJI,All,Total,6.5,,,,
2011,DJI,All,Total,6.8,,,,
2012,DJI,All,Total,7.1,,,,
2013,DJI,All,Total,7.5,,,,
2014,DJI,All,Total,7.8,,,,
2015,DJI,All,Total,8.2,,,,
2016,DJI,All,Total,8.6,,,,
2017,DJI,All,Total,9,,,,
2018,DJI,All,Total,9.4,,,,
2019,DJI,All,Total,9.8,,,,
2020,DJI,All,Total,10.3,,,,
2021,DJI,All,Total,10.8,,,,
2022,DJI,All,Total,11.3,,,,
2000,DMA,Sex,Female,27,,,,
2001,DMA,Sex,Female,27.9,,,,
2002,DMA,Sex,Female,28.8,,,,
2003,DMA,Sex,Female,29.6,,,,
2004,DMA,Sex,Female,30.4,,,,
2005,DMA,Sex,Female,31.3,,,,
2006,DMA,Sex,Female,32.1,,,,
2007,DMA,Sex,Female,32.9,,,,
2008,DMA,Sex,Female,33.7,,,,
2009,DMA,Sex,Female,34.5,,,,
2010,DMA,Sex,Female,35.3,,,,
2011,DMA,Sex,Female,36.1,,,,
2012,DMA,Sex,Female,36.9,,,,
2013,DMA,Sex,Female,37.7,,,,
2014,DMA,Sex,Female,38.5,,,,
2015,DMA,Sex,Female,39.3,,,,
2016,DMA,Sex,Female,40.1,,,,
2017,DMA,Sex,Female,40.8,,,,
2018,DMA,Sex,Female,41.6,,,,
2019,DMA,Sex,Female,42.4,,,,
2020,DMA,Sex,Female,43.1,,,,
2021,DMA,Sex,Female,43.9,,,,
2022,DMA,Sex,Female,44.6,,,,
2000,DMA,Sex,Male,7.6,,,,
2001,DMA,Sex,Male,8.1,,,,
2002,DMA,Sex,Male,8.5,,,,
2003,DMA,Sex,Male,8.9,,,,
2004,DMA,Sex,Male,9.3,,,,
2005,DMA,Sex,Male,9.8,,,,
2006,DMA,Sex,Male,10.2,,,,
2007,DMA,Sex,Male,10.6,,,,
2008,DMA,Sex,Male,11,,,,
2009,DMA,Sex,Male,11.5,,,,
2010,DMA,Sex,Male,11.9,,,,
2011,DMA,Sex,Male,12.3,,,,
2012,DMA,Sex,Male,12.7,,,,
2013,DMA,Sex,Male,13.2,,,,
2014,DMA,Sex,Male,13.6,,,,
2015,DMA,Sex,Male,14.1,,,,
2016,DMA,Sex,Male,14.5,,,,
2017,DMA,Sex,Male,15,,,,
2018,DMA,Sex,Male,15.6,,,,
2019,DMA,Sex,Male,16.1,,,,
2020,DMA,Sex,Male,16.7,,,,
2021,DMA,Sex,Male,17.3,,,,
2022,DMA,Sex,Male,17.9,,,,
2000,DMA,All,Total,17.3,,,,
2001,DMA,All,Total,17.9,,,,
2002,DMA,All,Total,18.5,,,,
2003,DMA,All,Total,19.1,,,,
2004,DMA,All,Total,19.7,,,,
2005,DMA,All,Total,20.3,,,,
2006,DMA,All,Total,20.9,,,,
2007,DMA,All,Total,21.5,,,,
2008,DMA,All,Total,22.1,,,,
2009,DMA,All,Total,22.7,,,,
2010,DMA,All,Total,23.3,,,,
2011,DMA,All,Total,23.9,,,,
2012,DMA,All,Total,24.5,,,,
2013,DMA,All,Total,25.1,,,,
2014,DMA,All,Total,25.8,,,,
2015,DMA,All,Total,26.5,,,,
2016,DMA,All,Total,27.2,,,,
2017,DMA,All,Total,27.8,,,,
2018,DMA,All,Total,28.5,,,,
2019,DMA,All,Total,29.2,,,,
2020,DMA,All,Total,29.9,,,,
2021,DMA,All,Total,30.6,,,,
2022,DMA,All,Total,31.3,,,,
2000,DNK,Sex,Female,9.4,,,,
2001,DNK,Sex,Female,9.6,,,,
2002,DNK,Sex,Female,9.8,,,,
2003,DNK,Sex,Female,9.9,,,,
2004,DNK,Sex,Female,10.1,,,,
2005,DNK,Sex,Female,10.2,,,,
2006,DNK,Sex,Female,10.3,,,,
2007,DNK,Sex,Female,10.4,,,,
2008,DNK,Sex,Female,10.5,,,,
2009,DNK,Sex,Female,10.5,,,,
2010,DNK,Sex,Female,10.6,,,,
2011,DNK,Sex,Female,10.7,,,,
2012,DNK,Sex,Female,10.7,,,,
2013,DNK,Sex,Female,10.7,,,,
2014,DNK,Sex,Female,10.8,,,,
2015,DNK,Sex,Female,10.8,,,,
2016,DNK,Sex,Female,10.9,,,,
2017,DNK,Sex,Female,10.9,,,,
2018,DNK,Sex,Female,11,,,,
2019,DNK,Sex,Female,11,,,,
2020,DNK,Sex,Female,11.1,,,,
2021,DNK,Sex,Female,11.1,,,,
2022,DNK,Sex,Female,11.2,,,,
2000,DNK,Sex,Male,11.7,,,,
2001,DNK,Sex,Male,12.1,,,,
2002,DNK,Sex,Male,12.4,,,,
2003,DNK,Sex,Male,12.8,,,,
2004,DNK,Sex,Male,13.1,,,,
2005,DNK,Sex,Male,13.4,,,,
2006,DNK,Sex,Male,13.7,,,,
2007,DNK,Sex,Male,13.9,,,,
2008,DNK,Sex,Male,14.1,,,,
2009,DNK,Sex,Male,14.2,,,,
2010,DNK,Sex,Male,14.3,,,,
2011,DNK,Sex,Male,14.4,,,,
2012,DNK,Sex,Male,14.4,,,,
2013,DNK,Sex,Male,14.4,,,,
2014,DNK,Sex,Male,14.5,,,,
2015,DNK,Sex,Male,14.5,,,,
2016,DNK,Sex,Male,14.6,,,,
2017,DNK,Sex,Male,14.7,,,,
2018,DNK,Sex,Male,14.8,,,,
2019,DNK,Sex,Male,14.9,,,,
2020,DNK,Sex,Male,15.1,,,,
2021,DNK,Sex,Male,15.2,,,,
2022,DNK,Sex,Male,15.3,,,,
2000,DNK,All,Total,10.6,,,,
2001,DNK,All,Total,10.9,,,,
2002,DNK,All,Total,11.1,,,,
2003,DNK,All,Total,11.4,,,,
2004,DNK,All,Total,11.6,,,,
2005,DNK,All,Total,11.8,,,,
2006,DNK,All,Total,12,,,,
2007,DNK,All,Total,12.2,,,,
2008,DNK,All,Total,12.3,,,,
2009,DNK,All,Total,12.4,,,,
2010,DNK,All,Total,12.5,,,,
2011,DNK,All,Total,12.5,,,,
2012,DNK,All,Total,12.5,,,,
2013,DNK,All,Total,12.6,,,,
2014,DNK,All,Total,12.6,,,,
2015,DNK,All,Total,12.7,,,,
2016,DNK,All,Total,12.7,,,,
2017,DNK,All,Total,12.8,,,,
2018,DNK,All,Total,12.9,,,,
2019,DNK,All,Total,13,,,,
2020,DNK,All,Total,13.1,,,,
2021,DNK,All,Total,13.2,,,,
2022,DNK,All,Total,13.3,,,,
2000,DOM,Sex,Female,18.2,,,,
2001,DOM,Sex,Female,18.9,,,,
2002,DOM,Sex,Female,19.7,,,,
2003,DOM,Sex,Female,20.5,,,,
2004,DOM,Sex,Female,21.2,,,,
2005,DOM,Sex,Female,22,,,,
2006,DOM,Sex,Female,22.7,,,,
2007,DOM,Sex,Female,23.5,,,,
2008,DOM,Sex,Female,24.3,,,,
2009,DOM,Sex,Female,25,,,,
2010,DOM,Sex,Female,25.8,,,,
2011,DOM,Sex,Female,26.5,,,,
2012,DOM,Sex,Female,27.3,,,,
2013,DOM,Sex,Female,28.1,,,,
2014,DOM,Sex,Female,28.9,,,,
2015,DOM,Sex,Female,29.7,,,,
2016,DOM,Sex,Female,30.5,,,,
2017,DOM,Sex,Female,31.3,,,,
2018,DOM,Sex,Female,32.1,,,,
2019,DOM,Sex,Female,32.9,,,,
2020,DOM,Sex,Female,33.7,,,,
2021,DOM,Sex,Female,34.6,,,,
2022,DOM,Sex,Female,35.4,,,,
2000,DOM,Sex,Male,10.3,,,,
2001,DOM,Sex,Male,10.9,,,,
2002,DOM,Sex,Male,11.5,,,,
2003,DOM,Sex,Male,12.1,,,,
2004,DOM,Sex,Male,12.7,,,,
2005,DOM,Sex,Male,13.3,,,,
2006,DOM,Sex,Male,13.9,,,,
2007,DOM,Sex,Male,14.5,,,,
2008,DOM,Sex,Male,15.1,,,,
2009,DOM,Sex,Male,15.7,,,,
2010,DOM,Sex,Male,16.2,,,,
2011,DOM,Sex,Male,16.8,,,,
2012,DOM,Sex,Male,17.3,,,,
2013,DOM,Sex,Male,17.8,,,,
2014,DOM,Sex,Male,18.4,,,,
2015,DOM,Sex,Male,18.9,,,,
2016,DOM,Sex,Male,19.5,,,,
2017,DOM,Sex,Male,20.1,,,,
2018,DOM,Sex,Male,20.7,,,,
2019,DOM,Sex,Male,21.3,,,,
2020,DOM,Sex,Male,21.9,,,,
2021,DOM,Sex,Male,22.6,,,,
2022,DOM,Sex,Male,23.2,,,,
2000,DOM,All,Total,14.2,,,,
2001,DOM,All,Total,14.9,,,,
2002,DOM,All,Total,15.6,,,,
2003,DOM,All,Total,16.3,,,,
2004,DOM,All,Total,16.9,,,,
2005,DOM,All,Total,17.6,,,,
2006,DOM,All,Total,18.3,,,,
2007,DOM,All,Total,19,,,,
2008,DOM,All,Total,19.6,,,,
2009,DOM,All,Total,20.3,,,,
2010,DOM,All,Total,21,,,,
2011,DOM,All,Total,21.6,,,,
2012,DOM,All,Total,22.3,,,,
2013,DOM,All,Total,23,,,,
2014,DOM,All,Total,23.6,,,,
2015,DOM,All,Total,24.3,,,,
2016,DOM,All,Total,25,,,,
2017,DOM,All,Total,25.7,,,,
2018,DOM,All,Total,26.4,,,,
2019,DOM,All,Total,27.1,,,,
2020,DOM,All,Total,27.8,,,,
2021,DOM,All,Total,28.6,,,,
2022,DOM,All,Total,29.3,,,,
2000,DZA,Sex,Female,20.4,,,,
2001,DZA,Sex,Female,20.9,,,,
2002,DZA,Sex,Female,21.4,,,,
2003,DZA,Sex,Female,22,,,,
2004,DZA,Sex,Female,22.5,,,,
2005,DZA,Sex,Female,23,,,,
2006,DZA,Sex,Female,23.5,,,,
2007,DZA,Sex,Female,24,,,,
2008,DZA,Sex,Female,24.5,,,,
2009,DZA,Sex,Female,25,,,,
2010,DZA,Sex,Female,25.5,,,,
2011,DZA,Sex,Female,26,,,,
2012,DZA,Sex,Female,26.6,,,,
2013,DZA,Sex,Female,27.1,,,,
2014,DZA,Sex,Female,27.7,,,,
2015,DZA,Sex,Female,28.3,,,,
2016,DZA,Sex,Female,28.9,,,,
2017,DZA,Sex,Female,29.5,,,,
2018,DZA,Sex,Female,30,,,,
2019,DZA,Sex,Female,30.6,,,,
2020,DZA,Sex,Female,31.2,,,,
2021,DZA,Sex,Female,31.7,,,,
2022,DZA,Sex,Female,32.3,,,,
2000,DZA,Sex,Male,6.6,,,,
2001,DZA,Sex,Male,6.9,,,,
2002,DZA,Sex,Male,7.3,,,,
2003,DZA,Sex,Male,7.6,,,,
2004,DZA,Sex,Male,8,,,,
2005,DZA,Sex,Male,8.3,,,,
2006,DZA,Sex,Male,8.7,,,,
2007,DZA,Sex,Male,9.1,,,,
2008,DZA,Sex,Male,9.5,,,,
2009,DZA,Sex,Male,9.9,,,,
2010,DZA,Sex,Male,10.3,,,,
2011,DZA,Sex,Male,10.7,,,,
2012,DZA,Sex,Male,11.1,,,,
2013,DZA,Sex,Male,11.5,,,,
2014,DZA,Sex,Male,11.9,,,,
2015,DZA,Sex,Male,12.4,,,,
2016,DZA,Sex,Male,12.9,,,,
2017,DZA,Sex,Male,13.3,,,,
2018,DZA,Sex,Male,13.7,,,,
2019,DZA,Sex,Male,14.2,,,,
2020,DZA,Sex,Male,14.6,,,,
2021,DZA,Sex,Male,15.1,,,,
2022,DZA,Sex,Male,15.5,,,,
2000,DZA,All,Total,13.4,,,,
2001,DZA,All,Total,13.9,,,,
2002,DZA,All,Total,14.3,,,,
2003,DZA,All,Total,14.7,,,,
2004,DZA,All,Total,15.2,,,,
2005,DZA,All,Total,15.6,,,,
2006,DZA,All,Total,16,,,,
2007,DZA,All,Total,16.5,,,,
2008,DZA,All,Total,16.9,,,,
2009,DZA,All,Total,17.4,,,,
2010,DZA,All,Total,17.8,,,,
2011,DZA,All,Total,18.3,,,,
2012,DZA,All,Total,18.8,,,,
2013,DZA,All,Total,19.2,,,,
2014,DZA,All,Total,19.7,,,,
2015,DZA,All,Total,20.2,,,,
2016,DZA,All,Total,20.8,,,,
2017,DZA,All,Total,21.3,,,,
2018,DZA,All,Total,21.8,,,,
2019,DZA,All,Total,22.3,,,,
2020,DZA,All,Total,22.8,,,,
2021,DZA,All,Total,23.3,,,,
2022,DZA,All,Total,23.8,,,,
2000,ECU,Sex,Female,18.3,,,,
2001,ECU,Sex,Female,18.8,,,,
2002,ECU,Sex,Female,19.4,,,,
2003,ECU,Sex,Female,19.9,,,,
2004,ECU,Sex,Female,20.5,,,,
2005,ECU,Sex,Female,21,,,,
2006,ECU,Sex,Female,21.6,,,,
2007,ECU,Sex,Female,22.2,,,,
2008,ECU,Sex,Female,22.8,,,,
2009,ECU,Sex,Female,23.4,,,,
2010,ECU,Sex,Female,24,,,,
2011,ECU,Sex,Female,24.7,,,,
2012,ECU,Sex,Female,25.3,,,,
2013,ECU,Sex,Female,26,,,,
2014,ECU,Sex,Female,26.6,,,,
2015,ECU,Sex,Female,27.3,,,,
2016,ECU,Sex,Female,28,,,,
2017,ECU,Sex,Female,28.7,,,,
2018,ECU,Sex,Female,29.4,,,,
2019,ECU,Sex,Female,30.1,,,,
2020,ECU,Sex,Female,30.8,,,,
2021,ECU,Sex,Female,31.6,,,,
2022,ECU,Sex,Female,32.3,,,,
2000,ECU,Sex,Male,8.6,,,,
2001,ECU,Sex,Male,9,,,,
2002,ECU,Sex,Male,9.4,,,,
2003,ECU,Sex,Male,9.9,,,,
2004,ECU,Sex,Male,10.3,,,,
2005,ECU,Sex,Male,10.8,,,,
2006,ECU,Sex,Male,11.2,,,,
2007,ECU,Sex,Male,11.8,,,,
2008,ECU,Sex,Male,12.3,,,,
2009,ECU,Sex,Male,12.8,,,,
2010,ECU,Sex,Male,13.4,,,,
2011,ECU,Sex,Male,14,,,,
2012,ECU,Sex,Male,14.7,,,,
2013,ECU,Sex,Male,15.3,,,,
2014,ECU,Sex,Male,16,,,,
2015,ECU,Sex,Male,16.7,,,,
2016,ECU,Sex,Male,17.4,,,,
2017,ECU,Sex,Male,18.2,,,,
2018,ECU,Sex,Male,18.9,,,,
2019,ECU,Sex,Male,19.7,,,,
2020,ECU,Sex,Male,20.5,,,,
2021,ECU,Sex,Male,21.4,,,,
2022,ECU,Sex,Male,22.3,,,,
2000,ECU,All,Total,13.6,,,,
2001,ECU,All,Total,14,,,,
2002,ECU,All,Total,14.5,,,,
2003,ECU,All,Total,15,,,,
2004,ECU,All,Total,15.5,,,,
2005,ECU,All,Total,16,,,,
2006,ECU,All,Total,16.5,,,,
2007,ECU,All,Total,17.1,,,,
2008,ECU,All,Total,17.6,,,,
2009,ECU,All,Total,18.2,,,,
2010,ECU,All,Total,18.8,,,,
2011,ECU,All,Total,19.5,,,,
2012,ECU,All,Total,20.1,,,,
2013,ECU,All,Total,20.8,,,,
2014,ECU,All,Total,21.4,,,,
2015,ECU,All,Total,22.1,,,,
2016,ECU,All,Total,22.8,,,,
2017,ECU,All,Total,23.5,,,,
2018,ECU,All,Total,24.2,,,,
2019,ECU,All,Total,25,,,,
2020,ECU,All,Total,25.8,,,,
2021,ECU,All,Total,26.6,,,,
2022,ECU,All,Total,27.4,,,,
2000,EGY,Sex,Female,36.8,,,,
2001,EGY,Sex,Female,37.9,,,,
2002,EGY,Sex,Female,39,,,,
2003,EGY,Sex,Female,40.1,,,,
2004,EGY,Sex,Female,41.1,,,,
2005,EGY,Sex,Female,42.1,,,,
2006,EGY,Sex,Female,43.1,,,,
2007,EGY,Sex,Female,44,,,,
2008,EGY,Sex,Female,44.9,,,,
2009,EGY,Sex,Female,45.8,,,,
2010,EGY,Sex,Female,46.8,,,,
2011,EGY,Sex,Female,47.7,,,,
2012,EGY,Sex,Female,48.6,,,,
2013,EGY,Sex,Female,49.5,,,,
2014,EGY,Sex,Female,50.4,,,,
2015,EGY,Sex,Female,51.3,,,,
2016,EGY,Sex,Female,52.2,,,,
2017,EGY,Sex,Female,53.1,,,,
2018,EGY,Sex,Female,54,,,,
2019,EGY,Sex,Female,54.8,,,,
2020,EGY,Sex,Female,55.6,,,,
2021,EGY,Sex,Female,56.4,,,,
2022,EGY,Sex,Female,57.1,,,,
2000,EGY,Sex,Male,18.7,,,,
2001,EGY,Sex,Male,19.3,,,,
2002,EGY,Sex,Male,20,,,,
2003,EGY,Sex,Male,20.7,,,,
2004,EGY,Sex,Male,21.3,,,,
2005,EGY,Sex,Male,22,,,,
2006,EGY,Sex,Male,22.6,,,,
2007,EGY,Sex,Male,23.2,,,,
2008,EGY,Sex,Male,23.8,,,,
2009,EGY,Sex,Male,24.4,,,,
2010,EGY,Sex,Male,25,,,,
2011,EGY,Sex,Male,25.6,,,,
2012,EGY,Sex,Male,26.2,,,,
2013,EGY,Sex,Male,26.7,,,,
2014,EGY,Sex,Male,27.3,,,,
2015,EGY,Sex,Male,27.9,,,,
2016,EGY,Sex,Male,28.4,,,,
2017,EGY,Sex,Male,29,,,,
2018,EGY,Sex,Male,29.4,,,,
2019,EGY,Sex,Male,29.9,,,,
2020,EGY,Sex,Male,30.4,,,,
2021,EGY,Sex,Male,30.8,,,,
2022,EGY,Sex,Male,31.3,,,,
2000,EGY,All,Total,27.8,,,,
2001,EGY,All,Total,28.7,,,,
2002,EGY,All,Total,29.6,,,,
2003,EGY,All,Total,30.5,,,,
2004,EGY,All,Total,31.3,,,,
2005,EGY,All,Total,32.1,,,,
2006,EGY,All,Total,32.9,,,,
2007,EGY,All,Total,33.7,,,,
2008,EGY,All,Total,34.4,,,,
2009,EGY,All,Total,35.2,,,,
2010,EGY,All,Total,35.9,,,,
2011,EGY,All,Total,36.7,,,,
2012,EGY,All,Total,37.4,,,,
2013,EGY,All,Total,38.2,,,,
2014,EGY,All,Total,38.9,,,,
2015,EGY,All,Total,39.6,,,,
2016,EGY,All,Total,40.4,,,,
2017,EGY,All,Total,41.1,,,,
2018,EGY,All,Total,41.7,,,,
2019,EGY,All,Total,42.4,,,,
2020,EGY,All,Total,43,,,,
2021,EGY,All,Total,43.6,,,,
2022,EGY,All,Total,44.3,,,,
2000,ERI,Sex,Female,1.7,,,,
2001,ERI,Sex,Female,1.8,,,,
2002,ERI,Sex,Female,1.9,,,,
2003,ERI,Sex,Female,2.1,,,,
2004,ERI,Sex,Female,2.2,,,,
2005,ERI,Sex,Female,2.4,,,,
2006,ERI,Sex,Female,2.6,,,,
2007,ERI,Sex,Female,2.7,,,,
2008,ERI,Sex,Female,2.9,,,,
2009,ERI,Sex,Female,3.1,,,,
2010,ERI,Sex,Female,3.3,,,,
2011,ERI,Sex,Female,3.5,,,,
2012,ERI,Sex,Female,3.7,,,,
2013,ERI,Sex,Female,3.9,,,,
2014,ERI,Sex,Female,4.2,,,,
2015,ERI,Sex,Female,4.4,,,,
2016,ERI,Sex,Female,4.7,,,,
2017,ERI,Sex,Female,5,,,,
2018,ERI,Sex,Female,5.3,,,,
2019,ERI,Sex,Female,5.6,,,,
2020,ERI,Sex,Female,5.9,,,,
2021,ERI,Sex,Female,6.2,,,,
2022,ERI,Sex,Female,6.6,,,,
2000,ERI,Sex,Male,0.8,,,,
2001,ERI,Sex,Male,0.8,,,,
2002,ERI,Sex,Male,0.9,,,,
2003,ERI,Sex,Male,0.9,,,,
2004,ERI,Sex,Male,1,,,,
2005,ERI,Sex,Male,1,,,,
2006,ERI,Sex,Male,1.1,,,,
2007,ERI,Sex,Male,1.1,,,,
2008,ERI,Sex,Male,1.2,,,,
2009,ERI,Sex,Male,1.3,,,,
2010,ERI,Sex,Male,1.3,,,,
2011,ERI,Sex,Male,1.4,,,,
2012,ERI,Sex,Male,1.5,,,,
2013,ERI,Sex,Male,1.5,,,,
2014,ERI,Sex,Male,1.6,,,,
2015,ERI,Sex,Male,1.7,,,,
2016,ERI,Sex,Male,1.8,,,,
2017,ERI,Sex,Male,1.9,,,,
2018,ERI,Sex,Male,2.1,,,,
2019,ERI,Sex,Male,2.2,,,,
2020,ERI,Sex,Male,2.4,,,,
2021,ERI,Sex,Male,2.6,,,,
2022,ERI,Sex,Male,2.8,,,,
2000,ERI,All,Total,1.3,,,,
2001,ERI,All,Total,1.3,,,,
2002,ERI,All,Total,1.4,,,,
2003,ERI,All,Total,1.5,,,,
2004,ERI,All,Total,1.7,,,,
2005,ERI,All,Total,1.8,,,,
2006,ERI,All,Total,1.9,,,,
2007,ERI,All,Total,2,,,,
2008,ERI,All,Total,2.1,,,,
2009,ERI,All,Total,2.2,,,,
2010,ERI,All,Total,2.4,,,,
2011,ERI,All,Total,2.5,,,,
2012,ERI,All,Total,2.7,,,,
2013,ERI,All,Total,2.8,,,,
2014,ERI,All,Total,3,,,,
2015,ERI,All,Total,3.2,,,,
2016,ERI,All,Total,3.4,,,,
2017,ERI,All,Total,3.6,,,,
2018,ERI,All,Total,3.8,,,,
2019,ERI,All,Total,4,,,,
2020,ERI,All,Total,4.3,,,,
2021,ERI,All,Total,4.5,,,,
2022,ERI,All,Total,4.8,,,,
2000,ESP,Sex,Female,18.3,,,,
2001,ESP,Sex,Female,18.3,,,,
2002,ESP,Sex,Female,18.4,,,,
2003,ESP,Sex,Female,18.4,,,,
2004,ESP,Sex,Female,18.4,,,,
2005,ESP,Sex,Female,18.3,,,,
2006,ESP,Sex,Female,18.2,,,,
2007,ESP,Sex,Female,18,,,,
2008,ESP,Sex,Female,17.8,,,,
2009,ESP,Sex,Female,17.5,,,,
2010,ESP,Sex,Female,17.2,,,,
2011,ESP,Sex,Female,16.9,,,,
2012,ESP,Sex,Female,16.5,,,,
2013,ESP,Sex,Female,16.1,,,,
2014,ESP,Sex,Female,15.7,,,,
2015,ESP,Sex,Female,15.3,,,,
2016,ESP,Sex,Female,14.8,,,,
2017,ESP,Sex,Female,14.4,,,,
2018,ESP,Sex,Female,14,,,,
2019,ESP,Sex,Female,13.7,,,,
2020,ESP,Sex,Female,13.3,,,,
2021,ESP,Sex,Female,12.9,,,,
2022,ESP,Sex,Female,12.6,,,,
2000,ESP,Sex,Male,17.8,,,,
2001,ESP,Sex,Male,18.4,,,,
2002,ESP,Sex,Male,19,,,,
2003,ESP,Sex,Male,19.6,,,,
2004,ESP,Sex,Male,20.1,,,,
2005,ESP,Sex,Male,20.5,,,,
2006,ESP,Sex,Male,20.9,,,,
2007,ESP,Sex,Male,21.2,,,,
2008,ESP,Sex,Male,21.3,,,,
2009,ESP,Sex,Male,21.4,,,,
2010,ESP,Sex,Male,21.4,,,,
2011,ESP,Sex,Male,21.3,,,,
2012,ESP,Sex,Male,21.1,,,,
2013,ESP,Sex,Male,20.9,,,,
2014,ESP,Sex,Male,20.6,,,,
2015,ESP,Sex,Male,20.4,,,,
2016,ESP,Sex,Male,20.1,,,,
2017,ESP,Sex,Male,19.9,,,,
