year,geo,disagg,value
2020,WLD,Avg BF-BOF,462
2020,WLD,BAT BF-BOF,486
2020,WLD,BAT BF-BOF_bio PCI,544
2020,WLD,BAT BF-BOF_H2 PCI,534
2020,WLD,BAT BF-BOF+BECCUS,819
2020,WLD,BAT BF-BOF+CCU,1120
2020,WLD,BAT BF-BOF+CCUS,736
2020,WLD,DRI-EAF,484
2020,WLD,DRI-EAF_50% bio-CH4,546
2020,WLD,DRI-EAF_50% green H2,534
2020,WLD,DRI-EAF_100% green H2,716
2020,WLD,DRI-EAF+CCUS,628
2020,WLD,DRI-Melt-BOF,429
2020,WLD,DRI-Melt-BOF_100% zero-C H2,698
2020,WLD,DRI-Melt-BOF+CCUS,542
2020,WLD,Smelting Reduction,458
2020,WLD,Smelting Reduction+CCUS,548
2020,WLD,Electrolyzer-EAF,674
2020,WLD,Electrowinning-EAF,653
2020,WLD,EAF,411
2020,,,
