<<<<<<< HEAD
﻿year,geo,value
2015,WLD,7.05
2020,WLD,7.18
=======
﻿year,geo,value
2024,WLD,28
>>>>>>> 3e45220694a1eed209d5a5f4fbab26f117c91cd8
