year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2000,WLD,Total,850,,,,
2005,WLD,Total,1148,,,,
2010,WLD,Total,1435,,,,
2011,WLD,Total,1540,,,,
2012,WLD,Total,1563,,,,
2013,WLD,Total,1654,,,,
2014,WLD,Total,1676,,,,
2015,WLD,Total,1626,,,,
2016,WLD,Total,1634,,,,
2017,WLD,Total,1738,,,,
2018,WLD,Total,1831,,,,
2019,WLD,Total,1879,,,,
2020,WLD,Total,1883,,,,
2021,WLD,Total,1963,,,,
2022,WLD,Total,1889,,,,
2023,WLD,Total,1904,,,,
2024,WLD,Total,1885,,,,
2020,WLD,Oxygen,1373,,,,
2020,WLD,Electric,493,,,,
2020,WLD,Open hearth,5.6,,,,
2020,WLD,Other,3.8,,,,
2021,WLD,Oxygen,1381,,,,
2021,WLD,Electric,564,,,,
2021,WLD,Open hearth,5.8,,,,
2022,WLD,Oxygen,1347,,,,
2022,WLD,Electric,531,,,,
2022,WLD,Other,7.5,,,,
2023,WLD,Oxygen,1345,,,,
2023,WLD,Electric,541,,,,
2023,WLD,Other,5.7,,,,
2024,WLD,Oxygen,1327,,,,
2024,WLD,Electric,548,,,,
2024,WLD,Other,9.4,,,,
2024,AUT,Total,7.1,,,,
2024,BEL,Total,7.1,,,,
2024,BGR,Total,0.5,,,,
2024,HRV,Total,0.2,,,,
2024,CZE,Total,2.5,,,,
2024,FIN,Total,3.7,,,,
2024,FRA,Total,11,,,,
2024,DEU,Total,37,,,,
2024,GRC,Total,1.3,,,,
2024,HUN,Total,0.2,,,,
2024,ITA,Total,20,,,,
2024,LUX,Total,1.8,,,,
2024,NLD,Total,6.4,,,,
2024,POL,Total,7.1,,,,
2024,PRT,Total,1.9,,,,
2024,ROU,Total,1.4,,,,
2024,SVK,Total,3.9,,,,
2024,SVN,Total,0.6,,,,
2024,ESP,Total,12,,,,
2024,SWE,Total,4,,,,
2024,EUU,Total,130,,,,
2024,TUR,Total,37,,,,
2024,GBR,Total,4,,,,
2024,RUS,Total,71,,,,
2024,UKR,Total,7.6,,,,
2024,CAN,Total,12,,,,
2024,MEX,Total,14,,,,
2024,USA,Total,80,,,,
2024,ARG,Total,3.9,,,,
2024,BRA,Total,34,,,,
2024,CHL,Total,0.8,,,,
2024,EGY,Total,11,,,,
2024,IRN,Total,31,,,,
2024,SAU,Total,9.6,,,,
2024,CHN,Total,1005,,,,
2024,IND,Total,149,,,,
2024,JPN,Total,84,,,,
2024,KOR,Total,64,,,,
2024,TWN,Total,19,,,,
2024,AUS,Total,4.7,,,,
2024,NZL,Total,0.6,,,,
2024,AUT,Oxygen,6.5,,,,
2024,BEL,Oxygen,5.1,,,,
2024,CZE,Oxygen,2.4,,,,
2024,FIN,Oxygen,2.3,,,,
2024,FRA,Oxygen,6.8,,,,
