year,geo,disagg,value
2000,WLD,Total,4060
2001,WLD,Total,1603
2002,WLD,Total,4198
2003,WLD,Total,4405
2004,WLD,Total,1950
2005,WLD,Total,4317
2006,WLD,Total,2407
2007,WLD,Total,15026
2008,WLD,Total,11820
2009,WLD,Total,12825
2010,WLD,Total,17752
2011,WLD,Total,13257
2012,WLD,Total,25007
2013,WLD,Total,24111
2014,WLD,Total,23162
2015,WLD,Total,38615
2016,WLD,Total,36550
2017,WLD,Total,31304
2018,WLD,Total,37680
2019,WLD,Total,36033
2020,WLD,Total,57253
2021,WLD,Total,47178
2022,WLD,Total,39928
2023,WLD,Total,41743
2024,WLD,Total,34754
2000,WLD,Coal,4060
2001,WLD,Coal,1603
2002,WLD,Coal,4198
2003,WLD,Coal,4405
2004,WLD,Coal,1950
2005,WLD,Coal,4317
2006,WLD,Coal,2407
2007,WLD,Coal,15026
2008,WLD,Coal,11820
2009,WLD,Coal,12825
2010,WLD,Coal,17752
2011,WLD,Coal,13257
2012,WLD,Coal,25007
2013,WLD,Coal,24111
2014,WLD,Coal,23162
2015,WLD,Coal,38615
2016,WLD,Coal,36550
2017,WLD,Coal,31304
2018,WLD,Coal,37680
2019,WLD,Coal,36033
2020,WLD,Coal,43987
2021,WLD,Coal,35162
2022,WLD,Coal,27873
2023,WLD,Coal,24617
2024,WLD,Coal,26812
2020,WLD,Gas,6923
2021,WLD,Gas,7218
2022,WLD,Gas,6516
2023,WLD,Gas,4654
2024,WLD,Gas,3873
2020,WLD,Oil,4085
2021,WLD,Oil,391
2022,WLD,Oil,2079
2023,WLD,Oil,8634
2024,WLD,Oil,1863
2020,WLD,Oil and gas,2258
2021,WLD,Oil and gas,4406
2022,WLD,Oil and gas,3460
2023,WLD,Oil and gas,3838
2024,WLD,Oil and gas,2206
2002,AUS,Total,396
2010,AUS,Total,490
2011,AUS,Total,125
2012,AUS,Total,905
2014,AUS,Total,1301
2015,AUS,Total,590
2016,AUS,Total,760
2017,AUS,Total,1840
2020,AUS,Total,240
2021,AUS,Total,120
2022,AUS,Total,820
2023,AUS,Total,1534
2024,AUS,Total,34
2001,AUT,Total,137
2006,AUT,Total,330
2008,AUT,Total,66
2010,AUT,Total,55
2011,AUT,Total,192
2015,AUT,Total,450
2016,AUT,Total,165
2019,AUT,Total,352
2020,AUT,Total,246
2022,AUT,Total,43
2020,BGD,Total,110
2022,BGD,Total,281
2024,BGD,Total,150
2020,BLR,Total,50
2022,BLR,Total,60
2000,BEL,Total,272
2001,BEL,Total,133
2006,BEL,Total,341
2009,BEL,Total,252
2010,BEL,Total,457
2012,BEL,Total,260
2013,BEL,Total,590
2016,BEL,Total,560
2021,BEL,Total,24
2023,BEL,Total,105
2024,BEL,Total,40
2016,BRA,Total,72
2017,BRA,Total,446
2024,BRA,Total,76
2004,BGR,Total,120
2013,BGR,Total,210
2014,BGR,Total,210
2015,BGR,Total,840
2000,CAN,Total,60
2005,CAN,Total,2658
2010,CAN,Total,2319
2011,CAN,Total,980
2012,CAN,Total,230
2013,CAN,Total,3086
2014,CAN,Total,382
2018,CAN,Total,665
2019,CAN,Total,149
2020,CAN,Total,380
2021,CAN,Total,3476
2022,CAN,Total,433
2023,CAN,Total,616
2024,CAN,Total,880
2019,CHL,Total,327
2020,CHL,Total,352
2022,CHL,Total,618
2023,CHL,Total,220
2024,CHL,Total,277
2000,CHN,Total,386
2001,CHN,Total,100
2002,CHN,Total,350
2004,CHN,Total,228
2005,CHN,Total,50
2006,CHN,Total,662
2007,CHN,Total,10228
2008,CHN,Total,9715
2009,CHN,Total,10525
2010,CHN,Total,9902
2011,CHN,Total,4154
2012,CHN,Total,3926
2013,CHN,Total,3473
2014,CHN,Total,8777
2015,CHN,Total,6229
2016,CHN,Total,7579
2017,CHN,Total,7200
2018,CHN,Total,10709
2019,CHN,Total,7817
2020,CHN,Total,12283
2021,CHN,Total,2126
2022,CHN,Total,3378
2023,CHN,Total,4011
2024,CHN,Total,3030
2023,CUB,Total,80
2024,CUB,Total,80
2008,CZE,Total,30
2012,CZE,Total,630
2016,CZE,Total,420
2019,CZE,Total,200
2020,CZE,Total,1170
2021,CZE,Total,546.5
2023,CZE,Total,41
2002,DNK,Total,262
2004,DNK,Total,70
2009,DNK,Total,195
2010,DNK,Total,326
2012,DNK,Total,266
2014,DNK,Total,305
2016,DNK,Total,751
2019,DNK,Total,1057
2020,DNK,Total,263
2021,DNK,Total,44
2024,DNK,Total,1149
2021,EGY,Total,330
2022,EGY,Total,875
2023,EGY,Total,550
2003,FIN,Total,35
2006,FIN,Total,78
2013,FIN,Total,80
2014,FIN,Total,1000
2017,FIN,Total,467
2019,FIN,Total,138
2020,FIN,Total,396
2022,FIN,Total,60
2023,FIN,Total,228
2024,FIN,Total,205
2000,FRA,Total,250
2005,FRA,Total,730
2006,FRA,Total,250
2013,FRA,Total,1585
2014,FRA,Total,516
2015,FRA,Total,2058
2020,FRA,Total,43
2021,FRA,Total,1230
2023,FRA,Total,108
2024,FRA,Total,122
2000,DEU,Total,1230
2001,DEU,Total,585
2002,DEU,Total,522
2003,DEU,Total,421
2004,DEU,Total,90
2005,DEU,Total,510
2007,DEU,Total,200
2011,DEU,Total,746
2012,DEU,Total,2963
2013,DEU,Total,1313.6
2014,DEU,Total,2328.9
2015,DEU,Total,1075
2016,DEU,Total,680
2017,DEU,Total,3350
2018,DEU,Total,1052
2019,DEU,Total,1244.5
2020,DEU,Total,844
2021,DEU,Total,7136.1
2022,DEU,Total,745.7
2023,DEU,Total,180
2024,DEU,Total,6729
2010,GRC,Total,70
2011,GRC,Total,250
2013,GRC,Total,33
2016,GRC,Total,550
2019,GRC,Total,600
2020,GRC,Total,600
2021,GRC,Total,650
