year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
1996,WLD,85,,,,
2000,WLD,89,,,,
2001,WLD,89,,,,
2002,WLD,100,,,,
2003,WLD,100,,,,
2004,WLD,83,,,,
2005,WLD,83,,,,
2006,WLD,70,,,,
2007,WLD,43,,,,
2008,WLD,25,,,,
2009,WLD,23,,,,
2010,WLD,46,,,,
2011,WLD,41,,,,
2012,WLD,20,,,,
2013,WLD,44,,,,
2014,WLD,72,,,,
2015,WLD,86,,,,
2016,WLD,44,,,,
2017,WLD,68,,,,
2018,WLD,53,,,,
2019,WLD,60,,,,
2020,WLD,61,,,,
2021,WLD,50,,,,
2022,WLD,59,,,,
2023,WLD,72,,,,
2024,WLD,89,,,,
2025,WLD,77,,,,
2030,WLD,,92,,,
