year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
2000,WLD,507,,,,
2001,WLD,500,,,,
2002,WLD,529,,,,
2003,WLD,609,,,,
2004,WLD,674,,,,
2005,WLD,719,,,,
2006,WLD,742,,,,
2007,WLD,821,,,,
2008,WLD,862,,,,
2009,WLD,846,,,,
2010,WLD,919,,,,
2011,WLD,1008,,,,
2012,WLD,1009,,,,
2013,WLD,975,,,,
2014,WLD,984,,,,
2015,WLD,886,,,,
2016,WLD,907,,,,
2017,WLD,937,,,,
2018,WLD,991,,,,
2019,WLD,928,,,,
2020,WLD,850,,,,
2021,WLD,937,,,,
2022,WLD,534,,,,
2027,WLD,,81,,,
2000,ALB,0.03,,,,
2001,ALB,0.04,,,,
2002,ALB,0.05,,,,
2003,ALB,0.04,,,,
2004,ALB,0.1,,,,
2005,ALB,0.03,,,,
2006,ALB,0.04,,,,
2000,ATG,0.002,,,,
2001,ATG,0.001,,,,
2002,ATG,0.01,,,,
2003,ATG,0.01,,,,
2004,ATG,0.01,,,,
2005,ATG,0.01,,,,
2006,ATG,0.01,,,,
2007,ATG,0.01,,,,
2008,ATG,0.01,,,,
2009,ATG,0.01,,,,
2010,ATG,0.01,,,,
2011,ATG,0.004,,,,
2012,ATG,0.004,,,,
2013,ATG,0.01,,,,
2014,ATG,0.005,,,,
2015,ATG,0.01,,,,
2016,ATG,0.005,,,,
2017,ATG,0.01,,,,
2018,ATG,0.01,,,,
2019,ATG,0.01,,,,
2020,ATG,0.005,,,,
2021,ATG,0.01,,,,
2022,ATG,0.01,,,,
2000,ARG,4.5,,,,
2001,ARG,4.4,,,,
2002,ARG,1.8,,,,
2003,ARG,2.1,,,,
2004,ARG,2.3,,,,
2005,ARG,2.6,,,,
2006,ARG,2.8,,,,
2007,ARG,3.2,,,,
2008,ARG,4.1,,,,
2009,ARG,4.2,,,,
2010,ARG,5,,,,
2011,ARG,5.8,,,,
2012,ARG,7.3,,,,
2013,ARG,7.5,,,,
2014,ARG,7.1,,,,
2015,ARG,8,,,,
2016,ARG,6.8,,,,
2017,ARG,8.5,,,,
2018,ARG,5.7,,,,
2019,ARG,4.9,,,,
2020,ARG,4.1,,,,
2021,ARG,5.4,,,,
2022,ARG,5.3,,,,
2014,ARM,0.1,,,,
2015,ARM,0.1,,,,
2016,ARM,0.1,,,,
2017,ARM,0.1,,,,
2018,ARM,0.1,,,,
2019,ARM,0.1,,,,
2020,ARM,0.1,,,,
2021,ARM,0.1,,,,
2022,ARM,0.2,,,,
2000,AUS,10.6,,,,
2001,AUS,10,,,,
2002,AUS,10.7,,,,
2003,AUS,13.5,,,,
2004,AUS,16.1,,,,
2005,AUS,16.5,,,,
2006,AUS,17,,,,
2007,AUS,19.9,,,,
2008,AUS,19.3,,,,
2009,AUS,19.5,,,,
2010,AUS,24.3,,,,
2011,AUS,28.2,,,,
2012,AUS,36.9,,,,
2013,AUS,35.4,,,,
2014,AUS,27,,,,
2015,AUS,23.4,,,,
