year,geo,disagg,value
2000,WLD,Total,146
2001,WLD,Total,152
2002,WLD,Total,170
2003,WLD,Total,181
2004,WLD,Total,198
2005,WLD,Total,208
2006,WLD,Total,224
2007,WLD,Total,230
2008,WLD,Total,240
2009,WLD,Total,245
2010,WLD,Total,250
2011,WLD,Total,256
2012,WLD,Total,264
2013,WLD,Total,268
2014,WLD,Total,267
2015,WLD,Total,275
2016,WLD,Total,273
2017,WLD,Total,281
2018,WLD,Total,284
2019,WLD,Total,287
2020,WLD,Total,288
2021,WLD,Total,291
2022,WLD,Total,300
2023,WLD,Total,292
2024,WLD,Total,295
2025,WLD,Total,293
2000,WLD,Taxes,90
2001,WLD,Taxes,92
2002,WLD,Taxes,102
2003,WLD,Taxes,108
2004,WLD,Taxes,121
2005,WLD,Taxes,124
2006,WLD,Taxes,131
2007,WLD,Taxes,132
2008,WLD,Taxes,140
2009,WLD,Taxes,142
2010,WLD,Taxes,143
2011,WLD,Taxes,147
2012,WLD,Taxes,152
2013,WLD,Taxes,156
2014,WLD,Taxes,154
2015,WLD,Taxes,161
2016,WLD,Taxes,160
2017,WLD,Taxes,167
2018,WLD,Taxes,168
2019,WLD,Taxes,168
2020,WLD,Taxes,168
2021,WLD,Taxes,170
2022,WLD,Taxes,174
2023,WLD,Taxes,165
2024,WLD,Taxes,165
2025,WLD,Taxes,165
2000,WLD,Fees,56
2001,WLD,Fees,60
2002,WLD,Fees,68
2003,WLD,Fees,73
2004,WLD,Fees,77
2005,WLD,Fees,84
2006,WLD,Fees,93
2007,WLD,Fees,98
2008,WLD,Fees,100
2009,WLD,Fees,103
2010,WLD,Fees,107
2011,WLD,Fees,109
2012,WLD,Fees,112
2013,WLD,Fees,112
2014,WLD,Fees,113
2015,WLD,Fees,114
2016,WLD,Fees,113
2017,WLD,Fees,114
2018,WLD,Fees,116
2019,WLD,Fees,119
2020,WLD,Fees,120
2021,WLD,Fees,121
2022,WLD,Fees,126
2023,WLD,Fees,127
2024,WLD,Fees,130
2025,WLD,Fees,128
