year,geo,disagg,value
2022,WLD,Water supply and sanitation - large systems,1301
2022,WLD,Sanitation - large systems,1073
2022,WLD,Waste management/disposal,364
2022,WLD,Basic sanitation,220
2022,AFG,Basic sanitation,0.017
2022,AFG,Water supply and sanitation - large systems,38
2022,AGO,Basic sanitation,0.011
2022,AGO,Water supply and sanitation - large systems,0.097
2022,AGO,Waste management/disposal,0.14
2022,ALB,Sanitation - large systems,0.039
2022,ALB,Water supply and sanitation - large systems,8.8
2022,ALB,Waste management/disposal,8.9
2022,ARG,Water supply and sanitation - large systems,0.0075
2022,ARG,Waste management/disposal,5.1
2022,ARG,Sanitation - large systems,28
2022,ARM,Waste management/disposal,2.2
2022,ARM,Water supply and sanitation - large systems,6.3
2022,AZE,Sanitation - large systems,0.0009
2022,AZE,Waste management/disposal,0.017
2022,BDI,Waste management/disposal,0.0088
2022,BDI,Basic sanitation,0.13
2022,BDI,Water supply and sanitation - large systems,0.25
2022,BDI,Sanitation - large systems,6
2022,BEN,Sanitation - large systems,0.033
2022,BEN,Water supply and sanitation - large systems,0.33
2022,BEN,Basic sanitation,0.95
2022,BEN,Waste management/disposal,6
2022,BFA,Waste management/disposal,0.046
2022,BFA,Sanitation - large systems,4.6
2022,BFA,Basic sanitation,6.2
2022,BFA,Water supply and sanitation - large systems,11
2022,BGD,Waste management/disposal,5.6
2022,BGD,Water supply and sanitation - large systems,18
2022,BGD,Basic sanitation,18
2022,BGD,Sanitation - large systems,25
2022,BIH,Basic sanitation,0.043
2022,BIH,Waste management/disposal,0.72
2022,BIH,Water supply and sanitation - large systems,1.3
2022,BIH,Sanitation - large systems,1.9
2022,BLR,Waste management/disposal,0.048
2022,BLZ,Sanitation - large systems,0.11
2022,BLZ,Waste management/disposal,0.58
2022,BOL,Waste management/disposal,2.4
2022,BOL,Sanitation - large systems,9.2
2022,BOL,Water supply and sanitation - large systems,14
2022,BOL,Basic sanitation,18
2022,BRA,Basic sanitation,0.095
