year,geo,disagg,value
2020,WLD,Total,6.7
2021,WLD,Total,8.7
2022,WLD,Total,13.1
2023,WLD,Total,25.4
2020,WLD,Europe,2.7
2021,WLD,Europe,2.7
2022,WLD,Europe,2.9
2023,WLD,Europe,4.7
2020,WLD,China,1.9
2021,WLD,China,2.9
2022,WLD,China,6.1
2023,WLD,China,15
2020,WLD,North America,0.8
2021,WLD,North America,1.3
2022,WLD,North America,2.3
2023,WLD,North America,3.8
2020,WLD,India,0.3
2021,WLD,India,0.8
2022,WLD,India,0.8
2023,WLD,India,0.8
2020,WLD,Rest of the world,1
2021,WLD,Rest of the world,1
2022,WLD,Rest of the world,1
2023,WLD,Rest of the world,1.1
