year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
2000,WLD,51,,,,
2001,WLD,51,,,,
2002,WLD,52,,,,
2003,WLD,52,,,,
2004,WLD,52,,,,
2005,WLD,52,,,,
2006,WLD,52,,,,
2007,WLD,52,,,,
2008,WLD,52,,,,
2009,WLD,52,,,,
2010,WLD,52,,,,
2011,WLD,52,,,,
2012,WLD,52,,,,
2013,WLD,52,,,,
2014,WLD,52,,,,
2015,WLD,52,,,,
2016,WLD,52,,,,
2017,WLD,52,,,,
2018,WLD,52,,,,
2019,WLD,53,,,,
2020,WLD,53,,,,
2021,WLD,53,,,,
2022,WLD,53,,,,
2023,WLD,53,,,,
2028,WLD,,53,,,
2000,AFG,33,,,,
2001,AFG,34,,,,
2002,AFG,30,,,,
2003,AFG,29,,,,
2004,AFG,29,,,,
2005,AFG,23,,,,
2006,AFG,21,,,,
2007,AFG,19,,,,
2008,AFG,18,,,,
2009,AFG,18,,,,
2010,AFG,18,,,,
2011,AFG,18,,,,
2012,AFG,15,,,,
2013,AFG,22,,,,
2014,AFG,24,,,,
2015,AFG,25,,,,
2016,AFG,25,,,,
2017,AFG,27,,,,
2018,AFG,29,,,,
2019,AFG,29,,,,
2020,AFG,31,,,,
2021,AFG,45,,,,
2022,AFG,45,,,,
2023,AFG,47,,,,
2000,AGO,32,,,,
2001,AGO,32,,,,
2002,AGO,28,,,,
2003,AGO,26,,,,
2004,AGO,26,,,,
2005,AGO,26,,,,
2006,AGO,25,,,,
2007,AGO,26,,,,
2008,AGO,26,,,,
2009,AGO,26,,,,
2010,AGO,26,,,,
2011,AGO,26,,,,
2012,AGO,26,,,,
2013,AGO,26,,,,
2014,AGO,26,,,,
2015,AGO,26,,,,
2016,AGO,26,,,,
2017,AGO,31,,,,
2018,AGO,39,,,,
2019,AGO,41,,,,
2020,AGO,42,,,,
2021,AGO,46,,,,
2022,AGO,47,,,,
2023,AGO,48,,,,
2000,ALB,50,,,,
2001,ALB,50,,,,
2002,ALB,50,,,,
2003,ALB,50,,,,
2004,ALB,50,,,,
2005,ALB,51,,,,
2006,ALB,51,,,,
2007,ALB,51,,,,
2008,ALB,49,,,,
2009,ALB,48,,,,
2010,ALB,48,,,,
2011,ALB,48,,,,
2012,ALB,48,,,,
2013,ALB,46,,,,
2014,ALB,46,,,,
2015,ALB,46,,,,
2016,ALB,46,,,,
2017,ALB,46,,,,
2018,ALB,46,,,,
2019,ALB,46,,,,
2020,ALB,46,,,,
2021,ALB,46,,,,
2022,ALB,46,,,,
2023,ALB,45,,,,
2000,ARE,65,,,,
2001,ARE,65,,,,
2002,ARE,65,,,,
2003,ARE,65,,,,
2004,ARE,65,,,,
2005,ARE,65,,,,
2006,ARE,66,,,,
2007,ARE,69,,,,
2008,ARE,70,,,,
2009,ARE,71,,,,
2010,ARE,71,,,,
2011,ARE,71,,,,
2012,ARE,71,,,,
2013,ARE,71,,,,
2014,ARE,71,,,,
2015,ARE,71,,,,
2016,ARE,71,,,,
2017,ARE,71,,,,
2018,ARE,71,,,,
2019,ARE,71,,,,
2020,ARE,71,,,,
2021,ARE,71,,,,
2022,ARE,70,,,,
2023,ARE,70,,,,
2000,ARG,55,,,,
2001,ARG,55,,,,
2002,ARG,55,,,,
2003,ARG,52,,,,
2004,ARG,51,,,,
2005,ARG,51,,,,
2006,ARG,51,,,,
2007,ARG,51,,,,
2008,ARG,51,,,,
2009,ARG,51,,,,
2010,ARG,51,,,,
2011,ARG,51,,,,
2012,ARG,51,,,,
2013,ARG,49,,,,
2014,ARG,49,,,,
2015,ARG,50,,,,
2016,ARG,53,,,,
2017,ARG,53,,,,
2018,ARG,54,,,,
2019,ARG,54,,,,
2020,ARG,52,,,,
2021,ARG,51,,,,
2022,ARG,51,,,,
2023,ARG,51,,,,
2000,ARM,40,,,,
2001,ARM,34,,,,
2002,ARM,32,,,,
2003,ARM,32,,,,
2004,ARM,32,,,,
2005,ARM,31,,,,
2006,ARM,31,,,,
2007,ARM,31,,,,
2008,ARM,34,,,,
2009,ARM,35,,,,
2010,ARM,35,,,,
2011,ARM,35,,,,
2012,ARM,35,,,,
2013,ARM,35,,,,
2014,ARM,35,,,,
