year,geo,disagg,value
2015,WLD,Total,18
2020,WLD,Total,19
2015,WLD,Area designated ,7.1
2020,WLD,Area designated ,7.2
2015,WLD,Area owned,11
2020,WLD,Area owned,11
2015,AGO,Total,0.001
2015,ARG,Total,3.6
2015,AUS,Total,150
2015,BOL,Total,27
2015,BRA,Total,150
2015,BWA,Total,30
2015,CAF,Total,0
2015,CAN,Total,370
2015,CHL,Total,2.6
2015,CHN,Total,470
2015,CMR,Total,2.5
2015,COD,Total,0
2015,COG,Total,0
2015,COL,Total,38
2015,CRI,Total,0.33
2015,DZA,Total,34
2015,ECU,Total,5.6
2015,EGY,Total,0
2015,ETH,Total,1.4
2015,FIN,Total,0.16
2015,GAB,Total,0.01
2015,GHA,Total,18
2015,GTM,Total,1.8
2015,GUY,Total,3.8
2015,HND,Total,1.9
2015,IDN,Total,0.36
2015,IND,Total,0.13
2015,IRQ,Total,0
2015,KAZ,Total,21
2015,KEN,Total,3.5
2015,KGZ,Total,7.7
2015,KHM,Total,0.39
2015,LAO,Total,0.02
2015,LBR,Total,3.1
2015,LBY,Total,0
2015,MAR,Total,14
2015,MDG,Total,3
2015,MEX,Total,100
2015,MLI,Total,0
2015,MMR,Total,0.08
2015,MNG,Total,2.3
2015,MOZ,Total,52
2015,NAM,Total,33
2015,NIC,Total,3.6
2015,NOR,Total,5.2
2015,NPL,Total,1.9
2015,OMN,Total,0
2015,PAN,Total,0.94
2015,PER,Total,39
2015,PHL,Total,6.6
2015,PNG,Total,44
2015,RUS,Total,72
2015,SAU,Total,0
2015,SDN,Total,0.12
2015,SEN,Total,0
2015,SSD,Total,0
2015,SUR,Total,0
2015,SWE,Total,24
2015,TCD,Total,0
2015,THA,Total,0.48
2015,TJK,Total,0
2015,TKM,Total,30
2015,TLS,Total,0
2015,TUN,Total,1.9
2015,TZA,Total,67
2015,UGA,Total,8.9
2015,USA,Total,36
2015,UZB,Total,0
2015,VEN,Total,2.8
2015,VNM,Total,1.1
2015,YEM,Total,0
2015,ZMB,Total,54
2015,ZWE,Total,16
2020,AGO,Total,0.01
2020,ARG,Total,3.6
2020,AUS,Total,170
