year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2000,WLD,Total,1.98,,,,
2001,WLD,Total,1.93,,,,
2002,WLD,Total,1.95,,,,
2003,WLD,Total,1.99,,,,
2004,WLD,Total,2.04,,,,
2005,WLD,Total,2.02,,,,
2006,WLD,Total,2.01,,,,
2007,WLD,Total,2.03,,,,
2008,WLD,Total,2.11,,,,
2009,WLD,Total,2.12,,,,
2010,WLD,Total,2.13,,,,
2011,WLD,Total,2.06,,,,
2012,WLD,Total,1.96,,,,
2013,WLD,Total,1.89,,,,
2014,WLD,Total,1.74,,,,
2015,WLD,Total,1.76,,,,
2016,WLD,Total,1.67,,,,
2017,WLD,Total,1.58,,,,
2018,WLD,Total,1.49,,,,
2019,WLD,Total,1.55,,,,
2024,WLD,Total,,1.19,,,
2000,AUS,Total,1.3,,,,
2001,AUS,Total,1.2,,,,
2002,AUS,Total,1.1,,,,
2003,AUS,Total,1.1,,,,
2004,AUS,Total,1.2,,,,
2005,AUS,Total,1.3,,,,
2006,AUS,Total,1.3,,,,
2007,AUS,Total,1.4,,,,
2008,AUS,Total,1.4,,,,
2009,AUS,Total,1.3,,,,
2010,AUS,Total,1.2,,,,
2011,AUS,Total,1.0,,,,
2012,AUS,Total,0.9,,,,
2013,AUS,Total,1.0,,,,
2014,AUS,Total,0.8,,,,
2015,AUS,Total,0.9,,,,
2016,AUS,Total,1.0,,,,
2017,AUS,Total,0.8,,,,
2018,AUS,Total,0.7,,,,
2019,AUS,Total,0.7,,,,
2000,BRA,Total,0.97,,,,
2001,BRA,Total,0.97,,,,
2002,BRA,Total,0.98,,,,
2003,BRA,Total,0.92,,,,
2004,BRA,Total,0.79,,,,
2005,BRA,Total,0.78,,,,
2006,BRA,Total,0.75,,,,
2007,BRA,Total,0.93,,,,
2008,BRA,Total,0.65,,,,
2009,BRA,Total,0.77,,,,
2010,BRA,Total,0.77,,,,
2011,BRA,Total,0.84,,,,
2012,BRA,Total,0.83,,,,
2013,BRA,Total,0.81,,,,
2014,BRA,Total,0.90,,,,
2015,BRA,Total,0.86,,,,
2016,BRA,Total,0.86,,,,
2017,BRA,Total,0.70,,,,
2018,BRA,Total,0.56,,,,
2019,BRA,Total,0.56,,,,
2000,WLD,Caribbean,0.36,,,,
2001,WLD,Caribbean,0.38,,,,
2002,WLD,Caribbean,0.39,,,,
2003,WLD,Caribbean,0.39,,,,
2004,WLD,Caribbean,0.37,,,,
2005,WLD,Caribbean,0.34,,,,
2006,WLD,Caribbean,0.32,,,,
2007,WLD,Caribbean,0.31,,,,
2008,WLD,Caribbean,0.32,,,,
2009,WLD,Caribbean,0.32,,,,
2010,WLD,Caribbean,0.33,,,,
2011,WLD,Caribbean,0.31,,,,
2012,WLD,Caribbean,0.33,,,,
2013,WLD,Caribbean,0.33,,,,
2014,WLD,Caribbean,0.33,,,,
2015,WLD,Caribbean,0.33,,,,
2016,WLD,Caribbean,0.33,,,,
2017,WLD,Caribbean,0.31,,,,
2018,WLD,Caribbean,0.30,,,,
2019,WLD,Caribbean,0.30,,,,
2000,WLD,East Asia,3.40,,,,
2001,WLD,East Asia,3.38,,,,
2002,WLD,East Asia,3.64,,,,
2003,WLD,East Asia,3.78,,,,
2004,WLD,East Asia,3.92,,,,
2005,WLD,East Asia,3.92,,,,
2006,WLD,East Asia,3.81,,,,
2007,WLD,East Asia,3.66,,,,
2008,WLD,East Asia,4.38,,,,
2009,WLD,East Asia,4.90,,,,
2010,WLD,East Asia,5.13,,,,
2011,WLD,East Asia,5.12,,,,
2012,WLD,East Asia,4.70,,,,
2013,WLD,East Asia,4.53,,,,
2014,WLD,East Asia,3.91,,,,
2015,WLD,East Asia,4.44,,,,
2016,WLD,East Asia,4.54,,,,
2017,WLD,East Asia,4.58,,,,
2018,WLD,East Asia,4.53,,,,
2019,WLD,East Asia,4.65,,,,
2000,WLD,ETP,0.86,,,,
2001,WLD,ETP,0.83,,,,
2002,WLD,ETP,0.78,,,,
2003,WLD,ETP,0.73,,,,
2004,WLD,ETP,0.72,,,,
2005,WLD,ETP,0.66,,,,
2006,WLD,ETP,0.63,,,,
2007,WLD,ETP,0.60,,,,
2008,WLD,ETP,0.58,,,,
2009,WLD,ETP,0.57,,,,
2010,WLD,ETP,0.63,,,,
2011,WLD,ETP,0.60,,,,
2012,WLD,ETP,0.60,,,,
2013,WLD,ETP,0.59,,,,
2014,WLD,ETP,0.54,,,,
2015,WLD,ETP,0.54,,,,
2016,WLD,ETP,0.49,,,,
2017,WLD,ETP,0.46,,,,
2018,WLD,ETP,0.47,,,,
2019,WLD,ETP,0.47,,,,
2000,WLD,Pacific,2.89,,,,
2001,WLD,Pacific,2.64,,,,
2002,WLD,Pacific,2.74,,,,
2003,WLD,Pacific,2.84,,,,
2004,WLD,Pacific,2.83,,,,
2005,WLD,Pacific,2.71,,,,
2006,WLD,Pacific,2.72,,,,
2007,WLD,Pacific,2.65,,,,
2008,WLD,Pacific,2.40,,,,
2009,WLD,Pacific,2.28,,,,
2010,WLD,Pacific,2.41,,,,
2011,WLD,Pacific,2.47,,,,
2012,WLD,Pacific,2.31,,,,
2013,WLD,Pacific,2.16,,,,
2014,WLD,Pacific,2.11,,,,
2015,WLD,Pacific,1.86,,,,
2016,WLD,Pacific,1.60,,,,
2017,WLD,Pacific,1.51,,,,
2018,WLD,Pacific,1.50,,,,
2019,WLD,Pacific,1.58,,,,
2000,WLD,PERSGA,5.84,,,,
2001,WLD,PERSGA,6.66,,,,
2002,WLD,PERSGA,7.20,,,,
2003,WLD,PERSGA,6.22,,,,
2004,WLD,PERSGA,5.40,,,,
2005,WLD,PERSGA,4.55,,,,
2006,WLD,PERSGA,4.10,,,,
2007,WLD,PERSGA,4.40,,,,
2008,WLD,PERSGA,4.93,,,,
2009,WLD,PERSGA,4.55,,,,
2010,WLD,PERSGA,4.32,,,,
2011,WLD,PERSGA,4.41,,,,
2012,WLD,PERSGA,4.25,,,,
2013,WLD,PERSGA,3.86,,,,
2014,WLD,PERSGA,3.58,,,,
2015,WLD,PERSGA,2.88,,,,
2016,WLD,PERSGA,2.39,,,,
2017,WLD,PERSGA,3.17,,,,
2018,WLD,PERSGA,2.70,,,,
2019,WLD,PERSGA,2.34,,,,
2000,WLD,ROPME,1.08,,,,
2001,WLD,ROPME,1.13,,,,
2002,WLD,ROPME,1.24,,,,
2003,WLD,ROPME,1.64,,,,
2004,WLD,ROPME,1.48,,,,
2005,WLD,ROPME,1.46,,,,
2006,WLD,ROPME,1.44,,,,
2007,WLD,ROPME,1.57,,,,
2008,WLD,ROPME,1.34,,,,
2009,WLD,ROPME,1.15,,,,
2010,WLD,ROPME,1.09,,,,
2011,WLD,ROPME,0.85,,,,
2012,WLD,ROPME,1.00,,,,
2013,WLD,ROPME,1.06,,,,
2014,WLD,ROPME,1.06,,,,
2015,WLD,ROPME,1.14,,,,
2016,WLD,ROPME,0.90,,,,
2017,WLD,ROPME,0.78,,,,
2018,WLD,ROPME,0.50,,,,
2019,WLD,ROPME,0.58,,,,
2000,WLD,South Asia,1.16,,,,
2001,WLD,South Asia,1.33,,,,
2002,WLD,South Asia,1.06,,,,
2003,WLD,South Asia,1.32,,,,
2004,WLD,South Asia,1.80,,,,
2005,WLD,South Asia,2.05,,,,
2006,WLD,South Asia,2.38,,,,
2007,WLD,South Asia,2.96,,,,
2008,WLD,South Asia,3.83,,,,
2009,WLD,South Asia,3.95,,,,
2010,WLD,South Asia,4.10,,,,
2011,WLD,South Asia,3.61,,,,
2012,WLD,South Asia,3.88,,,,
2013,WLD,South Asia,3.64,,,,
2014,WLD,South Asia,3.19,,,,
2015,WLD,South Asia,3.12,,,,
2016,WLD,South Asia,1.98,,,,
2017,WLD,South Asia,1.89,,,,
2018,WLD,South Asia,1.75,,,,
2019,WLD,South Asia,1.68,,,,
2000,WLD,WIO,0.90,,,,
2001,WLD,WIO,0.90,,,,
2002,WLD,WIO,0.90,,,,
2003,WLD,WIO,0.91,,,,
2004,WLD,WIO,0.93,,,,
2005,WLD,WIO,0.88,,,,
2006,WLD,WIO,0.87,,,,
2007,WLD,WIO,0.92,,,,
2008,WLD,WIO,0.93,,,,
2009,WLD,WIO,0.94,,,,
2010,WLD,WIO,1.01,,,,
2011,WLD,WIO,1.08,,,,
2012,WLD,WIO,1.22,,,,
2013,WLD,WIO,1.05,,,,
2014,WLD,WIO,0.97,,,,
2015,WLD,WIO,1.12,,,,
2016,WLD,WIO,1.12,,,,
2017,WLD,WIO,0.98,,,,
2018,WLD,WIO,0.96,,,,
2019,WLD,WIO,1.05,,,,
