year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
1992,WLD,Total,-70,,,,
1993,WLD,Total,91,,,,
1994,WLD,Total,182,,,,
1995,WLD,Total,119,,,,
1996,WLD,Total,32,,,,
1997,WLD,Total,26,,,,
1998,WLD,Total,87,,,,
1999,WLD,Total,-42,,,,
2000,WLD,Total,-236,,,,
2001,WLD,Total,-343,,,,
2002,WLD,Total,-347,,,,
2003,WLD,Total,-453,,,,
2004,WLD,Total,-197,,,,
2005,WLD,Total,-127,,,,
2006,WLD,Total,-295,,,,
2007,WLD,Total,-258,,,,
2008,WLD,Total,-212,,,,
2009,WLD,Total,-185,,,,
2010,WLD,Total,-278,,,,
2011,WLD,Total,-258,,,,
2012,WLD,Total,-401,,,,
2013,WLD,Total,-407,,,,
2014,WLD,Total,-448,,,,
2015,WLD,Total,-572,,,,
2016,WLD,Total,-464,,,,
2017,WLD,Total,-359,,,,
2018,WLD,Total,-279,,,,
2019,WLD,Total,-225,,,,
2020,WLD,Total,-24,,,,
2025,WLD,Total,,107,,,
1992,WLD,Natural lakes,229,,,,
1993,WLD,Natural lakes,315,,,,
1994,WLD,Natural lakes,393,,,,
1995,WLD,Natural lakes,356,,,,
1996,WLD,Natural lakes,324,,,,
1997,WLD,Natural lakes,275,,,,
1998,WLD,Natural lakes,287,,,,
1999,WLD,Natural lakes,188,,,,
2000,WLD,Natural lakes,37,,,,
2001,WLD,Natural lakes,25,,,,
2002,WLD,Natural lakes,18,,,,
2003,WLD,Natural lakes,8,,,,
2004,WLD,Natural lakes,131,,,,
2005,WLD,Natural lakes,161,,,,
2006,WLD,Natural lakes,-16,,,,
2007,WLD,Natural lakes,-22,,,,
2008,WLD,Natural lakes,-10,,,,
2009,WLD,Natural lakes,-8,,,,
2010,WLD,Natural lakes,-90,,,,
2011,WLD,Natural lakes,-173,,,,
2012,WLD,Natural lakes,-235,,,,
2013,WLD,Natural lakes,-259,,,,
2014,WLD,Natural lakes,-248,,,,
2015,WLD,Natural lakes,-335,,,,
2016,WLD,Natural lakes,-332,,,,
2017,WLD,Natural lakes,-277,,,,
2018,WLD,Natural lakes,-257,,,,
2019,WLD,Natural lakes,-239,,,,
2020,WLD,Natural lakes,-102,,,,
1992,WLD,Reservoirs,-301,,,,
1993,WLD,Reservoirs,-230,,,,
1994,WLD,Reservoirs,-211,,,,
1995,WLD,Reservoirs,-240,,,,
1996,WLD,Reservoirs,-300,,,,
1997,WLD,Reservoirs,-250,,,,
1998,WLD,Reservoirs,-200,,,,
1999,WLD,Reservoirs,-230,,,,
2000,WLD,Reservoirs,-275,,,,
2001,WLD,Reservoirs,-365,,,,
2002,WLD,Reservoirs,-360,,,,
2003,WLD,Reservoirs,-432,,,,
2004,WLD,Reservoirs,-327,,,,
2005,WLD,Reservoirs,-294,,,,
2006,WLD,Reservoirs,-285,,,,
2007,WLD,Reservoirs,-232,,,,
2008,WLD,Reservoirs,-221,,,,
2009,WLD,Reservoirs,-199,,,,
2010,WLD,Reservoirs,-179,,,,
2011,WLD,Reservoirs,-108,,,,
2012,WLD,Reservoirs,-171,,,,
2013,WLD,Reservoirs,-131,,,,
2014,WLD,Reservoirs,-193,,,,
2015,WLD,Reservoirs,-245,,,,
2016,WLD,Reservoirs,-147,,,,
2017,WLD,Reservoirs,-72,,,,
2018,WLD,Reservoirs,-31,,,,
2019,WLD,Reservoirs,43,,,,
2020,WLD,Reservoirs,99,,,,
