year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2001,WLD,Total,0.74,,,,
2002,WLD,Total,0.83,,,,
2003,WLD,Total,0.86,,,,
2004,WLD,Total,1.2,,,,
2005,WLD,Total,1.3,,,,
2006,WLD,Total,1.1,,,,
2007,WLD,Total,1.3,,,,
2008,WLD,Total,1.2,,,,
2009,WLD,Total,1.2,,,,
2010,WLD,Total,1.2,,,,
2011,WLD,Total,1.3,,,,
2012,WLD,Total,1.5,,,,
2013,WLD,Total,1.2,,,,
2014,WLD,Total,1.6,,,,
2015,WLD,Total,1.3,,,,
2016,WLD,Total,2.6,,,,
2017,WLD,Total,2.2,,,,
2018,WLD,Total,1.6,,,,
2019,WLD,Total,2.1,,,,
2020,WLD,Total,2.3,,,,
2021,WLD,Total,1.6,,,,
2022,WLD,Total,1.5,,,,
2023,WLD,Total,1.8,,,,
2024,WLD,Total,2.4,,,,
2029,WLD,Total,,2.43,,,
2001,AFG,Total,0.000025,,,,
2001,AGO,Total,0.0071,,,,
2001,AIA,Total,0.00000015,,,,
2001,ALB,Total,0.0015,,,,
2001,AND,Total,0.0000017,,,,
2001,ARG,Total,0.013,,,,
2001,ARM,Total,0.000023,,,,
2001,ATG,Total,0.0000014,,,,
2001,AUS,Total,0.027,,,,
2001,AUT,Total,0.001,,,,
2001,AZE,Total,0.000078,,,,
2001,BDI,Total,0.000068,,,,
2001,BEL,Total,0.00033,,,,
2001,BEN,Total,0.000045,,,,
2001,BES,Total,0.00000097,,,,
2001,BFA,Total,0.00000015,,,,
2001,BGD,Total,0.00038,,,,
2001,BGR,Total,0.0022,,,,
2001,BHS,Total,0.00012,,,,
2001,BIH,Total,0.000016,,,,
2001,BLR,Total,0.0013,,,,
2001,BLZ,Total,0.0044,,,,
2001,BOL,Total,0.014,,,,
2001,BRA,Total,0.14,,,,
2001,BRB,Total,0.0000015,,,,
2001,BRN,Total,0.00013,,,,
2001,BTN,Total,0.000081,,,,
2001,BWA,Total,0.000033,,,,
2001,CAF,Total,0.001,,,,
2001,CAN,Total,0.011,,,,
2001,CHE,Total,0.00012,,,,
2001,CHL,Total,0.00053,,,,
2001,CHN,Total,0.015,,,,
2001,CIV,Total,0.0035,,,,
2001,CMR,Total,0.00068,,,,
2001,COD,Total,0.009,,,,
2001,COG,Total,0.0039,,,,
2001,COL,Total,0.013,,,,
2001,COM,Total,0.000017,,,,
2001,CPV,Total,0.0000003,,,,
2001,CRI,Total,0.0043,,,,
2001,CUB,Total,0.0023,,,,
2001,CUW,Total,0.000000075,,,,
2001,CYM,Total,0.0000037,,,,
2001,CYP,Total,0.000057,,,,
2001,CZE,Total,0.00047,,,,
2001,DEU,Total,0.0027,,,,
2001,DMA,Total,0.000011,,,,
2001,DNK,Total,0.00065,,,,
2001,DOM,Total,0.0014,,,,
2001,DZA,Total,0.001,,,,
2001,ECU,Total,0.0055,,,,
2001,EGY,Total,0.000021,,,,
2001,ERI,Total,0.000000074,,,,
2001,ESP,Total,0.0085,,,,
2001,EST,Total,0.00065,,,,
2001,ETH,Total,0.0032,,,,
2001,FIN,Total,0.00051,,,,
2001,FJI,Total,0.00002,,,,
2001,FRA,Total,0.0021,,,,
2001,GAB,Total,0.00036,,,,
2001,GBR,Total,0.0054,,,,
2001,GEO,Total,0.00011,,,,
2001,GHA,Total,0.0012,,,,
2001,GIB,Total,0.00000037,,,,
2001,GIN,Total,0.00017,,,,
2001,GLP,Total,0.000016,,,,
2001,GMB,Total,0,,,,
2001,GNB,Total,0.0005,,,,
2001,GNQ,Total,0.00012,,,,
2001,GRC,Total,0.002,,,,
2001,GRD,Total,0.0000011,,,,
2001,GTM,Total,0.021,,,,
2001,GUF,Total,0.00025,,,,
2001,GUY,Total,0.000027,,,,
2001,HND,Total,0.0066,,,,
2001,HRV,Total,0.0013,,,,
2001,HTI,Total,0.00041,,,,
2001,HUN,Total,0.0015,,,,
2001,IDN,Total,0.051,,,,
2001,IMN,Total,0.000024,,,,
2001,IND,Total,0.0067,,,,
2001,IRL,Total,0.00086,,,,
2001,IRN,Total,0.000052,,,,
2001,IRQ,Total,0.0000066,,,,
2001,ISR,Total,0.000035,,,,
2001,ITA,Total,0.0018,,,,
2001,JAM,Total,0.00033,,,,
2001,JOR,Total,0.000000065,,,,
2001,JPN,Total,0.002,,,,
2001,KAZ,Total,0.0014,,,,
2001,KEN,Total,0.0065,,,,
2001,KGZ,Total,0.0000024,,,,
2001,KHM,Total,0.0052,,,,
2001,KNA,Total,0.0000051,,,,
2001,KOR,Total,0.0000033,,,,
2001,LAO,Total,0.0064,,,,
2001,LBN,Total,0.00015,,,,
2001,LBR,Total,0.0017,,,,
2001,LBY,Total,0.000016,,,,
2001,LCA,Total,0.0000037,,,,
2001,LIE,Total,0.00000011,,,,
2001,LKA,Total,0.0002,,,,
2001,LTU,Total,0.0012,,,,
2001,LUX,Total,0.0000089,,,,
2001,LVA,Total,0.0012,,,,
2001,MAR,Total,0.00038,,,,
2001,MDA,Total,0.0000065,,,,
2001,MDG,Total,0.024,,,,
2001,MDV,Total,0.00000023,,,,
2001,MEX,Total,0.042,,,,
2001,MKD,Total,0.00041,,,,
2001,MLI,Total,0.000019,,,,
2001,MLT,Total,0.00000038,,,,
2001,MMR,Total,0.0066,,,,
2001,MNE,Total,0.00011,,,,
2001,MNG,Total,0.007,,,,
2001,MOZ,Total,0.0097,,,,
2001,MRT,Total,0.000032,,,,
2001,MSR,Total,0.0000014,,,,
2001,MTQ,Total,0.000035,,,,
2001,MUS,Total,0.000074,,,,
2001,MWI,Total,0.00051,,,,
2001,MYS,Total,0.0096,,,,
2001,MYT,Total,0.0000053,,,,
2001,NAM,Total,0.0000081,,,,
2001,NCL,Total,0.00006,,,,
2001,NGA,Total,0.0015,,,,
2001,NIC,Total,0.0056,,,,
2001,NLD,Total,0.00022,,,,
2001,NOR,Total,0.00016,,,,
2001,NPL,Total,0.00027,,,,
2001,NZL,Total,0.002,,,,
2001,PAK,Total,0.0000026,,,,
2001,PAN,Total,0.0019,,,,
2001,PER,Total,0.012,,,,
2001,PHL,Total,0.0087,,,,
2001,PLW,Total,0.000026,,,,
2001,PNG,Total,0.0049,,,,
2001,POL,Total,0.0052,,,,
2001,PRI,Total,0.00015,,,,
2001,PRK,Total,0.00014,,,,
2001,PRT,Total,0.0025,,,,
2001,PRY,Total,0.0058,,,,
2001,PSE,Total,0.00000052,,,,
2001,REU,Total,0.0000099,,,,
2001,ROU,Total,0.0038,,,,
2001,RUS,Total,0.026,,,,
2001,RWA,Total,0.0004,,,,
2001,SDN,Total,0.0000041,,,,
2001,SEN,Total,0.000004,,,,
2001,SGP,Total,0.000029,,,,
2001,SLB,Total,0.00078,,,,
2001,SLE,Total,0.00056,,,,
2001,SLV,Total,0.00091,,,,
2001,SOM,Total,0.00011,,,,
2001,SRB,Total,0.00074,,,,
2001,SSD,Total,0.001,,,,
2001,STP,Total,0.000017,,,,
2001,SUR,Total,0.00025,,,,
2001,SVK,Total,0.0015,,,,
2001,SVN,Total,0.0002,,,,
2001,SWE,Total,0.00066,,,,
2001,SWZ,Total,0.00011,,,,
2001,SYC,Total,0.00000038,,,,
2001,SYR,Total,0.00011,,,,
2001,TCA,Total,0.000000072,,,,
2001,TCD,Total,0.000014,,,,
2001,TGO,Total,0.000055,,,,
2001,THA,Total,0.0023,,,,
2001,TJK,Total,0.000003,,,,
2001,TKM,Total,0.000014,,,,
2001,TLS,Total,0.00024,,,,
2001,TTO,Total,0.00014,,,,
2001,TUN,Total,0.000027,,,,
2001,TUR,Total,0.0068,,,,
2001,TWN,Total,0.00013,,,,
2001,TZA,Total,0.011,,,,
2001,UGA,Total,0.0027,,,,
2001,UKR,Total,0.0043,,,,
2001,UMI,Total,0.0000021,,,,
2001,URY,Total,0.0016,,,,
2001,USA,Total,0.048,,,,
2001,UZB,Total,0.000089,,,,
2001,VCT,Total,0.00000037,,,,
2001,VEN,Total,0.016,,,,
2001,VGB,Total,0.00000015,,,,
2001,VIR,Total,0.00000066,,,,
2001,VNM,Total,0.0046,,,,
2001,VUT,Total,0.000032,,,,
2001,XAD,Total,0.0000011,,,,
2001,XKO,Total,0.00037,,,,
2001,Z01,Total,0.0000039,,,,
2001,Z06,Total,0.00000025,,,,
2001,Z07,Total,0.00043,,,,
2001,ZAF,Total,0.019,,,,
2001,ZMB,Total,0.00096,,,,
2001,ZNC,Total,0.000024,,,,
2001,ZWE,Total,0.00079,,,,
2002,AFG,Total,0.000021,,,,
2002,AGO,Total,0.0042,,,,
2002,ALB,Total,0.00017,,,,
2002,AND,Total,0.0000012,,,,
2002,ARG,Total,0.0086,,,,
2002,ARM,Total,0.000046,,,,
2002,ATG,Total,0.0000029,,,,
2002,AUS,Total,0.021,,,,
2002,AUT,Total,0.0015,,,,
2002,AZE,Total,0.00014,,,,
2002,BDI,Total,0.000094,,,,
2002,BEL,Total,0.00084,,,,
2002,BEN,Total,0.000087,,,,
2002,BES,Total,0.00000098,,,,
2002,BFA,Total,0,,,,
2002,BGD,Total,0.00033,,,,
2002,BGR,Total,0.0017,,,,
2002,BHS,Total,0.00012,,,,
2002,BIH,Total,0.000017,,,,
2002,BLR,Total,0.002,,,,
2002,BLZ,Total,0.0066,,,,
2002,BOL,Total,0.017,,,,
2002,BRA,Total,0.18,,,,
2002,BRB,Total,0.0000023,,,,
2002,BRN,Total,0.000072,,,,
2002,BTN,Total,0.000059,,,,
2002,BWA,Total,0.0000056,,,,
2002,CAF,Total,0.0012,,,,
2002,CAN,Total,0.016,,,,
2002,CHE,Total,0.000084,,,,
2002,CHL,Total,0.0041,,,,
2002,CHN,Total,0.018,,,,
2002,CIV,Total,0.012,,,,
2002,CMR,Total,0.00049,,,,
2002,COD,Total,0.0095,,,,
2002,COG,Total,0.0029,,,,
2002,COL,Total,0.011,,,,
2002,COM,Total,0.000019,,,,
2002,CPV,Total,0.0000091,,,,
2002,CRI,Total,0.0031,,,,
2002,CUB,Total,0.0071,,,,
2002,CUW,Total,0.00000045,,,,
2002,CYM,Total,0.000000073,,,,
2002,CYP,Total,0.000017,,,,
2002,CZE,Total,0.001,,,,
2002,DEU,Total,0.0023,,,,
2002,DMA,Total,0.0000048,,,,
2002,DNK,Total,0.00012,,,,
2002,DOM,Total,0.00065,,,,
2002,DZA,Total,0.001,,,,
2002,ECU,Total,0.0038,,,,
2002,EGY,Total,0.000005,,,,
2002,ERI,Total,0,,,,
2002,ESP,Total,0.012,,,,
2002,EST,Total,0.00061,,,,
2002,ETH,Total,0.0034,,,,
2002,FIN,Total,0.00038,,,,
2002,FJI,Total,0.000025,,,,
2002,FRA,Total,0.0019,,,,
2002,GAB,Total,0.00071,,,,
2002,GBR,Total,0.0037,,,,
2002,GEO,Total,0.00013,,,,
2002,GHA,Total,0.0031,,,,
2002,GIB,Total,0.00000025,,,,
2002,GIN,Total,0.00051,,,,
2002,GLP,Total,0.0000085,,,,
2002,GMB,Total,0,,,,
2002,GNB,Total,0.0015,,,,
2002,GNQ,Total,0.000076,,,,
2002,GRC,Total,0.0011,,,,
2002,GRD,Total,0.0000051,,,,
2002,GTM,Total,0.027,,,,
2002,GUF,Total,0.00015,,,,
2002,GUY,Total,0.000015,,,,
2002,HND,Total,0.0062,,,,
2002,HRV,Total,0.00086,,,,
2002,HTI,Total,0.00035,,,,
