year,geo,disagg,value
2022,WLD,Total,11
2015,ALB,Total,11
2015,AND,Total,100
2015,ARM,Total,7
2015,AZE,Total,50
2015,BHR,Total,99
2015,BGD,Total,6
2015,BLR,Total,66
2015,BEL,Total,100
2015,BIH,Total,54
2015,BRA,Total,9
2015,BGR,Total,100
2015,COL,Total,8
2015,CRI,Total,83
2015,HRV,Total,64
2015,CZE,Total,86
2015,ECU,Total,100
2015,EGY,Total,32
2015,HUN,Total,100
2015,IRN,Total,35
2015,IRQ,Total,72
2015,JOR,Total,89
2015,KAZ,Total,11
2015,LVA,Total,65
2015,LTU,Total,59
2015,MEX,Total,45
2015,MCO,Total,100
2015,MNG,Total,100
2015,MAR,Total,40
2015,PAN,Total,53
2015,PER,Total,76
2015,POL,Total,36
2015,MDA,Total,17
2015,ROU,Total,62
2015,SAU,Total,60
2015,SEN,Total,64
2015,SVK,Total,100
2015,ESP,Total,100
2015,THA,Total,9
2015,TUR,Total,81
2015,TZA,Total,23
2015,ZWE,Total,61
2022,ALB,Total,49
2022,AND,Total,100
2022,ARG,Total,36
2022,ARM,Total,50
2022,AUS,Total,99
2022,AUT,Total,71
2022,AZE,Total,60
2022,BHR,Total,100
2022,BGD,Total,0
2022,BLR,Total,60
2022,BEL,Total,111
2022,BIH,Total,37
2022,BGR,Total,130
2022,CAN,Total,253
2022,CHL,Total,50
2022,HKG,Total,95
2022,COL,Total,45
2022,CRI,Total,28
2022,HRV,Total,95
2022,CUB,Total,24
2022,CYP,Total,100
2022,CZE,Total,88
2022,DOM,Total,33
2022,ECU,Total,30
2022,EST,Total,95
2022,ETH,Total,59
2022,FIN,Total,80
2022,FRA,Total,130
2022,DEU,Total,148
2022,GHA,Total,88
2022,HUN,Total,134
2022,IND,Total,37
2022,IRN,Total,36
2022,IRQ,Total,61
2022,JAM,Total,100
2022,JOR,Total,91
2022,KAZ,Total,13
2022,KEN,Total,76
2022,KOS,Total,2
2022,LVA,Total,64
2022,LTU,Total,58
2022,LUX,Total,98
2022,MWI,Total,33
2022,MLT,Total,78
2022,MEX,Total,46
2022,MCO,Total,100
2022,MNG,Total,100
2022,MNE,Total,56
2022,MMR,Total,126
2022,NLD,Total,154
2022,MKD,Total,37
2022,OMN,Total,99
2022,PAN,Total,54
2022,PER,Total,82
2022,KOR,Total,97
2022,MDA,Total,18
2022,ROU,Total,73
2022,WSM,Total,100
2022,SAU,Total,88
2022,SEN,Total,66
2022,SRB,Total,8
2022,SGP,Total,100
2022,SVK,Total,100
2022,ZAF,Total,298
2022,ESP,Total,157
2022,PSE,Total,52
2022,THA,Total,124
2022,TUR,Total,71
2022,UGA,Total,42
2022,TZA,Total,14
