year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2005,WLD,Copper,34,,,,
2006,WLD,Copper,36,,,,
2007,WLD,Copper,35,,,,
2008,WLD,Copper,35,,,,
2009,WLD,Copper,33,,,,
2010,WLD,Copper,34,,,,
2011,WLD,Copper,35,,,,
2012,WLD,Copper,35,,,,
2013,WLD,Copper,34,,,,
2014,WLD,Copper,34,,,,
2015,WLD,Copper,33,,,,
2016,WLD,Copper,33,,,,
2017,WLD,Copper,34,,,,
2018,WLD,Copper,33,,,,
2019,WLD,Copper,33,,,,
2020,WLD,Copper,32,,,,
2021,WLD,Copper,33,,,,
2022,WLD,Copper,33,,,,
2023,WLD,Copper,32,,,,
2000,WLD,Zinc,28,,,,
2001,WLD,Zinc,25,,,,
2002,WLD,Zinc,21,,,,
2003,WLD,Zinc,22,,,,
2004,WLD,Zinc,23,,,,
2005,WLD,Zinc,27,,,,
2006,WLD,Zinc,28,,,,
2007,WLD,Zinc,28,,,,
2008,WLD,Zinc,27,,,,
2009,WLD,Zinc,29,,,,
2010,WLD,Zinc,22,,,,
2011,WLD,Zinc,24,,,,
2012,WLD,Zinc,28,,,,
2013,WLD,Zinc,26,,,,
2014,WLD,Zinc,25,,,,
2015,WLD,Zinc,28,,,,
2016,WLD,Zinc,30,,,,
2017,WLD,Zinc,32,,,,
2018,WLD,Zinc,37,,,,
2019,WLD,Zinc,39,,,,
